SampleID,OTUid,TaxMethod,AlignScore,BOLDid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,species_name,CountReads,BOLDalt,BandNum,SampleDate,SiteName,Territory,RecapStatus,BirdSpecies,BirdAge,BirdSex
pomp.4643,OTU2116,US,0.8000,None,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,NA,1,None,2690-82962,6/13/2017,WR3USA,Reach 3-Wilderness Is. Park,N,BCCH,AHY,U
pomp.4644,OTU20,GS,100.0,BOLD:AAA2052.4,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Lymantria dispar,215,BOLD:AAA2052,2391-76796,6/13/2017,WR3USA,Reach 3-Wilderness Is. Park,N,REVI,AHY,M
pomp.4644,OTU131,GS,100.0,BOLD:AAB2216.1,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Neolygus,Neolygus quercalbae,30,BOLD:AAB2216,2391-76796,6/13/2017,WR3USA,Reach 3-Wilderness Is. Park,N,REVI,AHY,M
pomp.4644,OTU163,GS,100.0,BOLD:AAB7426.1,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Sciota,Sciota virgatella,31,BOLD:AAB7426,2391-76796,6/13/2017,WR3USA,Reach 3-Wilderness Is. Park,N,REVI,AHY,M
pomp.4644,OTU259,GS,99.4,BOLD:AAG7673.1,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Dusona,Dusona vitticollis,420,BOLD:AAG7673,2391-76796,6/13/2017,WR3USA,Reach 3-Wilderness Is. Park,N,REVI,AHY,M
pomp.4644,OTU280,GS,100.0,BOLD:AAD8837.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Filatima,Filatima nr pseudacaciella,165,BOLD:AAD8837,2391-76796,6/13/2017,WR3USA,Reach 3-Wilderness Is. Park,N,REVI,AHY,M
pomp.4644,OTU304,GS,100.0,BOLD:AAA7551.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Dichomeris,Dichomeris georgiella,12,BOLD:AAA7551,2391-76796,6/13/2017,WR3USA,Reach 3-Wilderness Is. Park,N,REVI,AHY,M
pomp.4644,OTU324,GS,100.0,BOLD:AAD7495.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Cleora,Cleora projecta,166,BOLD:AAD7495,2391-76796,6/13/2017,WR3USA,Reach 3-Wilderness Is. Park,N,REVI,AHY,M
pomp.4644,OTU508,GS,100.0,BOLD:AAA9655.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Heliomata,Heliomata cycladata,18,BOLD:AAA9655,2391-76796,6/13/2017,WR3USA,Reach 3-Wilderness Is. Park,N,REVI,AHY,M
pomp.4644,OTU672,GS,100.0,BOLD:AAA2077.2,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Protoboarmia,Protoboarmia porcelaria,18,BOLD:AAA2077,2391-76796,6/13/2017,WR3USA,Reach 3-Wilderness Is. Park,N,REVI,AHY,M
pomp.4644,OTU733,GS,100.0,BOLD:ACL2926.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,4,BOLD:ACL2926,2391-76796,6/13/2017,WR3USA,Reach 3-Wilderness Is. Park,N,REVI,AHY,M
pomp.4644,OTU808,US,0.0000,BOLD:ADB0434.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,24,BOLD:ADB0434,2391-76796,6/13/2017,WR3USA,Reach 3-Wilderness Is. Park,N,REVI,AHY,M
pomp.4644,OTU1042,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,1,None,2391-76796,6/13/2017,WR3USA,Reach 3-Wilderness Is. Park,N,REVI,AHY,M
pomp.4644,OTU1171,SS,0.7600,BOLD:ABA1531.2,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,1,BOLD:ABA1531,2391-76796,6/13/2017,WR3USA,Reach 3-Wilderness Is. Park,N,REVI,AHY,M
pomp.4644,OTU1328,US,0.9936,BOLD:ACH0583.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,5,BOLD:ACH0583,2391-76796,6/13/2017,WR3USA,Reach 3-Wilderness Is. Park,N,REVI,AHY,M
pomp.4645,OTU19,GS,100.0,BOLD:AAM7855.1,Animalia,Arthropoda,Insecta,Thysanoptera,Thripidae,Frankliniella,Frankliniella tritici,24815,BOLD:AAM7855,831-92310,6/13/2017,WR3USA,Reach 3-Wilderness Is. Park,N,GRCA,AHY,M
pomp.4645,OTU44,GS,100.0,BOLD:AAF9042.1,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula concava,7797,BOLD:AAF9042,831-92310,6/13/2017,WR3USA,Reach 3-Wilderness Is. Park,N,GRCA,AHY,M
pomp.4645,OTU62,GS,98.9,BOLD:AAV3042.2,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Theridion,Theridion albidum,246,BOLD:AAV3042,831-92310,6/13/2017,WR3USA,Reach 3-Wilderness Is. Park,N,GRCA,AHY,M
pomp.4645,OTU197,US,0.2833,BOLD:ACU4187.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,47,BOLD:ACU4187,831-92310,6/13/2017,WR3USA,Reach 3-Wilderness Is. Park,N,GRCA,AHY,M
pomp.4645,OTU298,US,0.0000,BOLD:ACN5436.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,155,BOLD:ACN5436,831-92310,6/13/2017,WR3USA,Reach 3-Wilderness Is. Park,N,GRCA,AHY,M
pomp.4645,OTU361,US,0.8000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,2,None,831-92310,6/13/2017,WR3USA,Reach 3-Wilderness Is. Park,N,GRCA,AHY,M
pomp.4645,OTU553,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,8,None,831-92310,6/13/2017,WR3USA,Reach 3-Wilderness Is. Park,N,GRCA,AHY,M
pomp.4645,OTU946,GS,100.0,BOLD:ABZ1624.1,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Machimia,Machimia tentoriferella,38,BOLD:ABZ1624,831-92310,6/13/2017,WR3USA,Reach 3-Wilderness Is. Park,N,GRCA,AHY,M
pomp.4645,OTU1152,GS,100.0,BOLD:AAH2380.1,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Cardiophorus,Cardiophorus convexus,26,BOLD:AAH2380,831-92310,6/13/2017,WR3USA,Reach 3-Wilderness Is. Park,N,GRCA,AHY,M
pomp.4645,OTU1587,US,0.8000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,2,None,831-92310,6/13/2017,WR3USA,Reach 3-Wilderness Is. Park,N,GRCA,AHY,M
pomp.4645,OTU1588,US,0.0000,None,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,1,None,831-92310,6/13/2017,WR3USA,Reach 3-Wilderness Is. Park,N,GRCA,AHY,M
pomp.4645,OTU1843,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,4,None,831-92310,6/13/2017,WR3USA,Reach 3-Wilderness Is. Park,N,GRCA,AHY,M
pomp.4645,OTU1956,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,1,None,831-92310,6/13/2017,WR3USA,Reach 3-Wilderness Is. Park,N,GRCA,AHY,M
pomp.4645,OTU2028,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,3,None,831-92310,6/13/2017,WR3USA,Reach 3-Wilderness Is. Park,N,GRCA,AHY,M
pomp.4646,OTU35,GS,100.0,BOLD:AAG2724.3,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Zelus,Zelus luridus,5253,BOLD:AAG2724,2391-76793,6/14/2017,WRA,Reach 1-Back Beach Park,N,REVI,AHY,M
pomp.4646,OTU49,GS,100.0,BOLD:AAA7035.3,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Archips,Archips argyrospila,1384,BOLD:AAA7035,2391-76793,6/14/2017,WRA,Reach 1-Back Beach Park,N,REVI,AHY,M
pomp.4646,OTU72,GS,100.0,BOLD:ACG7175.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Chionodes,Chionodes bicostomaculella,216,BOLD:ACG7175,2391-76793,6/14/2017,WRA,Reach 1-Back Beach Park,N,REVI,AHY,M
pomp.4646,OTU180,US,0.9976,BOLD:AAZ2945.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,12,BOLD:AAZ2945,2391-76793,6/14/2017,WRA,Reach 1-Back Beach Park,N,REVI,AHY,M
pomp.4646,OTU324,GS,100.0,BOLD:AAD7495.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Cleora,Cleora projecta,129,BOLD:AAD7495,2391-76793,6/14/2017,WRA,Reach 1-Back Beach Park,N,REVI,AHY,M
pomp.4646,OTU337,GS,100.0,BOLD:ABA5863.1,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Podisus,Podisus placidus,272,BOLD:ABA5863,2391-76793,6/14/2017,WRA,Reach 1-Back Beach Park,N,REVI,AHY,M
pomp.4646,OTU406,GS,100.0,BOLD:AAE0464.1,Animalia,Arthropoda,Insecta,Lepidoptera,Blastobasidae,Asaphocrita,Asaphocrita aphidiella,219,BOLD:AAE0464,2391-76793,6/14/2017,WRA,Reach 1-Back Beach Park,N,REVI,AHY,M
pomp.4646,OTU419,GS,100.0,BOLD:AAB1787.1,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Acyrthosiphon,Acyrthosiphon pisum,22,BOLD:AAB1787,2391-76793,6/14/2017,WRA,Reach 1-Back Beach Park,N,REVI,AHY,M
pomp.4646,OTU479,GS,100.0,BOLD:AAA3055.3,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Clepsis,Clepsis virescana,31,BOLD:AAA3055,2391-76793,6/14/2017,WRA,Reach 1-Back Beach Park,N,REVI,AHY,M
pomp.4646,OTU660,SS,0.2300,BOLD:ABW6246.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,27,BOLD:ABW6246,2391-76793,6/14/2017,WRA,Reach 1-Back Beach Park,N,REVI,AHY,M
pomp.4646,OTU1015,GS,99.4,BOLD:AAA4121.14,Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,Simulium vittatum,38,BOLD:AAA4121,2391-76793,6/14/2017,WRA,Reach 1-Back Beach Park,N,REVI,AHY,M
pomp.4646,OTU1033,SS,0.8500,BOLD:AAH0468.1,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,Arthromacra,Arthromacra aenea,26,BOLD:AAH0468,2391-76793,6/14/2017,WRA,Reach 1-Back Beach Park,N,REVI,AHY,M
pomp.4646,OTU1245,GS,99.4,BOLD:AAH2364.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,11,BOLD:AAH2364,2391-76793,6/14/2017,WRA,Reach 1-Back Beach Park,N,REVI,AHY,M
pomp.4646,OTU1588,US,0.0000,None,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,1,None,2391-76793,6/14/2017,WRA,Reach 1-Back Beach Park,N,REVI,AHY,M
pomp.4647,OTU707,US,1.0000,None,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,1,None,2391-76791,6/14/2017,WRA,Reach 1-Back Beach Park,N,REVI,AHY,M
pomp.4648,OTU57,US,0.2259,BOLD:ABX4336.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,60,BOLD:ABX4336,831-92311,6/14/2017,WRA,Reach 1-Back Beach Park,N,GRCA,AHY,M
pomp.4648,OTU78,GS,100.0,BOLD:AAJ9298.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Melanolophia,Melanolophia signataria,564,BOLD:AAJ9298,831-92311,6/14/2017,WRA,Reach 1-Back Beach Park,N,GRCA,AHY,M
pomp.4648,OTU202,GS,97.2,BOLD:AAP6368.1,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Cardiophorus,Cardiophorus convexus,29,BOLD:AAP6368,831-92311,6/14/2017,WRA,Reach 1-Back Beach Park,N,GRCA,AHY,M
pomp.4648,OTU214,GS,100.0,BOLD:AAB5799.4,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Dolichomia,Dolichomia olinalis,277,BOLD:AAB5799,831-92311,6/14/2017,WRA,Reach 1-Back Beach Park,N,GRCA,AHY,M
pomp.4648,OTU221,GS,100.0,BOLD:ACB3691.1,Animalia,Arthropoda,Insecta,Coleoptera,Cantharidae,Podabrus,Podabrus brevicollis,103,BOLD:ACB3691,831-92311,6/14/2017,WRA,Reach 1-Back Beach Park,N,GRCA,AHY,M
pomp.4648,OTU302,US,0.6809,BOLD:AAF0031.1,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,24,BOLD:AAF0031,831-92311,6/14/2017,WRA,Reach 1-Back Beach Park,N,GRCA,AHY,M
pomp.4648,OTU304,GS,100.0,BOLD:AAA7551.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Dichomeris,Dichomeris georgiella,31,BOLD:AAA7551,831-92311,6/14/2017,WRA,Reach 1-Back Beach Park,N,GRCA,AHY,M
pomp.4648,OTU472,SS,0.6200,BOLD:ABX2454.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,23,BOLD:ABX2454,831-92311,6/14/2017,WRA,Reach 1-Back Beach Park,N,GRCA,AHY,M
pomp.4648,OTU474,GS,99.4,BOLD:ACA6042.1,Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,Chrysobothris,Chrysobothris rugosiceps,152,BOLD:ACA6042,831-92311,6/14/2017,WRA,Reach 1-Back Beach Park,N,GRCA,AHY,M
pomp.4648,OTU595,GS,100.0,BOLD:AAB8714.1,Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,Leucauge,Leucauge venusta,22,BOLD:AAB8714,831-92311,6/14/2017,WRA,Reach 1-Back Beach Park,N,GRCA,AHY,M
pomp.4648,OTU1605,GS,100.0,BOLD:ACG2990.2,Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Pristiphora,Pristiphora chlorea,4,BOLD:ACG2990,831-92311,6/14/2017,WRA,Reach 1-Back Beach Park,N,GRCA,AHY,M
pomp.4648,OTU2028,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,1,None,831-92311,6/14/2017,WRA,Reach 1-Back Beach Park,N,GRCA,AHY,M
pomp.4649,OTU20,GS,100.0,BOLD:AAA2052.4,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Lymantria dispar,435,BOLD:AAA2052,1961-18333,6/14/2017,WRA,Reach 1-Back Beach Park,N,TUTI,AHY,U
pomp.4649,OTU35,GS,100.0,BOLD:AAG2724.3,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Zelus,Zelus luridus,206,BOLD:AAG2724,1961-18333,6/14/2017,WRA,Reach 1-Back Beach Park,N,TUTI,AHY,U
pomp.4649,OTU207,GS,98.9,BOLD:AAB7933.1,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,Eustala anastera,45,BOLD:AAB7933,1961-18333,6/14/2017,WRA,Reach 1-Back Beach Park,N,TUTI,AHY,U
pomp.4649,OTU328,GS,99.4,BOLD:ACB9565.1,Animalia,Arthropoda,Arachnida,Araneae,Clubionidae,Clubiona,Clubiona pygmaea,51,BOLD:ACB9565,1961-18333,6/14/2017,WRA,Reach 1-Back Beach Park,N,TUTI,AHY,U
pomp.4649,OTU361,US,0.8000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,11,None,1961-18333,6/14/2017,WRA,Reach 1-Back Beach Park,N,TUTI,AHY,U
pomp.4649,OTU404,GS,98.9,BOLD:ACX6358.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,158,BOLD:ACX6358,1961-18333,6/14/2017,WRA,Reach 1-Back Beach Park,N,TUTI,AHY,U
pomp.4649,OTU409,GS,100.0,BOLD:AAD2111.2,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Tmarus,Tmarus angulatus,101,BOLD:AAD2111,1961-18333,6/14/2017,WRA,Reach 1-Back Beach Park,N,TUTI,AHY,U
pomp.4649,OTU454,SS,0.4200,BOLD:ABX4893.2,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,162,BOLD:ABX4893,1961-18333,6/14/2017,WRA,Reach 1-Back Beach Park,N,TUTI,AHY,U
pomp.4649,OTU660,SS,0.2300,BOLD:ABW6246.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,16,BOLD:ABW6246,1961-18333,6/14/2017,WRA,Reach 1-Back Beach Park,N,TUTI,AHY,U
pomp.4649,OTU946,GS,100.0,BOLD:ABZ1624.1,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Machimia,Machimia tentoriferella,19,BOLD:ABZ1624,1961-18333,6/14/2017,WRA,Reach 1-Back Beach Park,N,TUTI,AHY,U
pomp.4649,OTU1042,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,4,None,1961-18333,6/14/2017,WRA,Reach 1-Back Beach Park,N,TUTI,AHY,U
pomp.4649,OTU1588,US,0.0000,None,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,1,None,1961-18333,6/14/2017,WRA,Reach 1-Back Beach Park,N,TUTI,AHY,U
pomp.4649,OTU1752,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,1,None,1961-18333,6/14/2017,WRA,Reach 1-Back Beach Park,N,TUTI,AHY,U
pomp.4649,OTU1759,US,0.8000,None,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,1,None,1961-18333,6/14/2017,WRA,Reach 1-Back Beach Park,N,TUTI,AHY,U
pomp.4649,OTU1773,GS,97.8,BOLD:AAI5631.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,1,BOLD:AAI5631,1961-18333,6/14/2017,WRA,Reach 1-Back Beach Park,N,TUTI,AHY,U
pomp.4649,OTU1831,US,0.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,1,None,1961-18333,6/14/2017,WRA,Reach 1-Back Beach Park,N,TUTI,AHY,U
pomp.4649,OTU1956,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,1,None,1961-18333,6/14/2017,WRA,Reach 1-Back Beach Park,N,TUTI,AHY,U
pomp.4649,OTU1973,US,0.9546,BOLD:AAE1749.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,4,BOLD:AAE1749,1961-18333,6/14/2017,WRA,Reach 1-Back Beach Park,N,TUTI,AHY,U
pomp.4649,OTU2116,US,0.8000,None,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,NA,1,None,1961-18333,6/14/2017,WRA,Reach 1-Back Beach Park,N,TUTI,AHY,U
pomp.4650,OTU2028,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,1,None,2391-76789,6/14/2017,WRA,Reach 1-Back Beach Park,N,REVI,AHY,M
pomp.4651,OTU20,GS,100.0,BOLD:AAA2052.4,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Lymantria dispar,610,BOLD:AAA2052,831-92312,6/14/2017,WRA,Reach 1-Back Beach Park,N,WOTH,SY,M
pomp.4651,OTU112,US,0.0000,BOLD:AAE9808.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,28,BOLD:AAE9808,831-92312,6/14/2017,WRA,Reach 1-Back Beach Park,N,WOTH,SY,M
pomp.4651,OTU132,GS,100.0,BOLD:AAB4363.2,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Epimecis,Epimecis hortaria,233,BOLD:AAB4363,831-92312,6/14/2017,WRA,Reach 1-Back Beach Park,N,WOTH,SY,M
pomp.4651,OTU181,US,0.9881,BOLD:ABA4438.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,34,BOLD:ABA4438,831-92312,6/14/2017,WRA,Reach 1-Back Beach Park,N,WOTH,SY,M
pomp.4651,OTU259,GS,99.4,BOLD:AAG7673.1,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Dusona,Dusona vitticollis,152,BOLD:AAG7673,831-92312,6/14/2017,WRA,Reach 1-Back Beach Park,N,WOTH,SY,M
pomp.4651,OTU428,US,0.0000,None,Animalia,Arthropoda,Insecta,Trichoptera,NA,NA,NA,7,None,831-92312,6/14/2017,WRA,Reach 1-Back Beach Park,N,WOTH,SY,M
pomp.4651,OTU488,US,1.0000,BOLD:ACK3774.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,27,BOLD:ACK3774,831-92312,6/14/2017,WRA,Reach 1-Back Beach Park,N,WOTH,SY,M
pomp.4651,OTU500,GS,100.0,BOLD:AAB9405.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Archips,Archips grisea,133,BOLD:AAB9405,831-92312,6/14/2017,WRA,Reach 1-Back Beach Park,N,WOTH,SY,M
pomp.4651,OTU650,GS,99.4,BOLD:AAF9772.1,Animalia,Arthropoda,Insecta,Diptera,Hybotidae,Platypalpus,NA,8,BOLD:AAF9772,831-92312,6/14/2017,WRA,Reach 1-Back Beach Park,N,WOTH,SY,M
pomp.4651,OTU719,US,0.2833,BOLD:ACB3721.2,Animalia,Arthropoda,Insecta,Ephemeroptera,NA,NA,NA,1,BOLD:ACB3721,831-92312,6/14/2017,WRA,Reach 1-Back Beach Park,N,WOTH,SY,M
pomp.4651,OTU754,US,0.1429,BOLD:ACB2438.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,4,BOLD:ACB2438,831-92312,6/14/2017,WRA,Reach 1-Back Beach Park,N,WOTH,SY,M
pomp.4651,OTU774,US,0.2061,BOLD:ACA1209.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,27,BOLD:ACA1209,831-92312,6/14/2017,WRA,Reach 1-Back Beach Park,N,WOTH,SY,M
pomp.4651,OTU1380,SS,0.6300,BOLD:AAA1517.2,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,18,BOLD:AAA1517,831-92312,6/14/2017,WRA,Reach 1-Back Beach Park,N,WOTH,SY,M
pomp.4652,OTU20,GS,100.0,BOLD:AAA2052.4,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Lymantria dispar,1147,BOLD:AAA2052,1961-18334,6/14/2017,WRA,Reach 1-Back Beach Park,N,TUTI,AHY,F
pomp.4652,OTU29,GS,99.4,BOLD:AAD6926.1,Animalia,Arthropoda,Arachnida,Araneae,Anyphaenidae,Anyphaena,Anyphaena pectorosa,495,BOLD:AAD6926,1961-18334,6/14/2017,WRA,Reach 1-Back Beach Park,N,TUTI,AHY,F
pomp.4652,OTU193,US,1.0000,None,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,82,None,1961-18334,6/14/2017,WRA,Reach 1-Back Beach Park,N,TUTI,AHY,F
pomp.4652,OTU409,GS,100.0,BOLD:AAD2111.2,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Tmarus,Tmarus angulatus,7,BOLD:AAD2111,1961-18334,6/14/2017,WRA,Reach 1-Back Beach Park,N,TUTI,AHY,F
pomp.4652,OTU536,GS,100.0,BOLD:AAB3917.1,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Psilocorsis,Psilocorsis quercicella,26,BOLD:AAB3917,1961-18334,6/14/2017,WRA,Reach 1-Back Beach Park,N,TUTI,AHY,F
pomp.4652,OTU715,GSL,98.9,BOLD:ACE8773.7,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Acrobasis,NA,73,BOLD:ACE8773,1961-18334,6/14/2017,WRA,Reach 1-Back Beach Park,N,TUTI,AHY,F
pomp.4652,OTU811,GS,100.0,BOLD:ACE7683.1,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Mecaphesa,Mecaphesa asperata,17,BOLD:ACE7683,1961-18334,6/14/2017,WRA,Reach 1-Back Beach Park,N,TUTI,AHY,F
pomp.4652,OTU1587,US,0.8000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,1,None,1961-18334,6/14/2017,WRA,Reach 1-Back Beach Park,N,TUTI,AHY,F
pomp.4652,OTU1655,GS,99.4,BOLD:AAA4505.2,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Crambus,Crambus agitatellus,9,BOLD:AAA4505,1961-18334,6/14/2017,WRA,Reach 1-Back Beach Park,N,TUTI,AHY,F
pomp.4652,OTU2116,US,0.8000,None,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,NA,1,None,1961-18334,6/14/2017,WRA,Reach 1-Back Beach Park,N,TUTI,AHY,F
pomp.4653,OTU360,GS,100.0,BOLD:AAA3773.2,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Heterocampa,Heterocampa guttivitta,153,BOLD:AAA3773,2690-82963,6/14/2017,WRA,Reach 1-Back Beach Park,N,BCCH,AHY,F
pomp.4653,OTU882,GS,99.4,BOLD:AAA5644.3,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Catocala,Catocala lineella,158,BOLD:AAA5644,2690-82963,6/14/2017,WRA,Reach 1-Back Beach Park,N,BCCH,AHY,F
pomp.4653,OTU1037,GS,100.0,BOLD:ABA7674.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,1,BOLD:ABA7674,2690-82963,6/14/2017,WRA,Reach 1-Back Beach Park,N,BCCH,AHY,F
pomp.4653,OTU1042,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,1,None,2690-82963,6/14/2017,WRA,Reach 1-Back Beach Park,N,BCCH,AHY,F
pomp.4653,OTU1345,GS,98.9,BOLD:AAF6259.1,Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Lypha,Lypha dubia,2,BOLD:AAF6259,2690-82963,6/14/2017,WRA,Reach 1-Back Beach Park,N,BCCH,AHY,F
pomp.4653,OTU1418,SS,0.4200,BOLD:AAO2118.1,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,NA,NA,3,BOLD:AAO2118,2690-82963,6/14/2017,WRA,Reach 1-Back Beach Park,N,BCCH,AHY,F
pomp.4653,OTU1588,US,0.0000,None,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,1,None,2690-82963,6/14/2017,WRA,Reach 1-Back Beach Park,N,BCCH,AHY,F
pomp.4653,OTU1690,GS,100.0,BOLD:AAG6871.1,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Tabanus,Tabanus subsimilis,1,BOLD:AAG6871,2690-82963,6/14/2017,WRA,Reach 1-Back Beach Park,N,BCCH,AHY,F
pomp.4654,OTU983,GS,99.4,BOLD:AAL0863.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Diamesa,NA,11,BOLD:AAL0863,1961-18335,6/14/2017,WRA,Reach 1-Back Beach Park,N,TUTI,AHY,M
pomp.4654,OTU1390,SS,0.1800,BOLD:AAC5603.2,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,9,BOLD:AAC5603,1961-18335,6/14/2017,WRA,Reach 1-Back Beach Park,N,TUTI,AHY,M
pomp.4655,OTU391,GS,100.0,BOLD:AAB5696.5,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes canadensis,40,BOLD:AAB5696,2670-18544,6/14/2017,WRA,Reach 1-Back Beach Park,N,BWWA,AHY,M
