SampleID,OTUid,TaxMethod,AlignScore,BOLDid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,species_name,CountReads,BOLDalt,BandNum,SampleDate,SiteName,Territory,RecapStatus,BirdSpecies,BirdAge,BirdSex
pomp.4607,OTU1463,GS,100.0,BOLD:AAB7392.1,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Achatia,Achatia distincta,1,BOLD:AAB7392,2711-73961,6/6/2017,WR3DSA,Reach 4-Hershfield Park,Y,CARW,AHY,U
pomp.4607,OTU1587,US,0.8000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,1,None,2711-73961,6/6/2017,WR3DSA,Reach 4-Hershfield Park,Y,CARW,AHY,U
pomp.4607,OTU1588,US,0.0000,None,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,3,None,2711-73961,6/6/2017,WR3DSA,Reach 4-Hershfield Park,Y,CARW,AHY,U
pomp.4607,OTU1759,US,0.8000,None,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,5,None,2711-73961,6/6/2017,WR3DSA,Reach 4-Hershfield Park,Y,CARW,AHY,U
pomp.4607,OTU1825,US,1.0000,None,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,3,None,2711-73961,6/6/2017,WR3DSA,Reach 4-Hershfield Park,Y,CARW,AHY,U
pomp.4607,OTU1831,US,0.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,2,None,2711-73961,6/6/2017,WR3DSA,Reach 4-Hershfield Park,Y,CARW,AHY,U
pomp.4607,OTU1843,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,2,None,2711-73961,6/6/2017,WR3DSA,Reach 4-Hershfield Park,Y,CARW,AHY,U
pomp.4607,OTU1930,US,0.2061,BOLD:AAU2282.2,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,3,BOLD:AAU2282,2711-73961,6/6/2017,WR3DSA,Reach 4-Hershfield Park,Y,CARW,AHY,U
pomp.4607,OTU1956,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,1,None,2711-73961,6/6/2017,WR3DSA,Reach 4-Hershfield Park,Y,CARW,AHY,U
pomp.4607,OTU1958,US,0.0000,BOLD:AAH4103.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,1,BOLD:AAH4103,2711-73961,6/6/2017,WR3DSA,Reach 4-Hershfield Park,Y,CARW,AHY,U
pomp.4607,OTU2025,US,0.0000,BOLD:AAH4103.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,3,BOLD:AAH4103,2711-73961,6/6/2017,WR3DSA,Reach 4-Hershfield Park,Y,CARW,AHY,U
pomp.4607,OTU2028,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,3,None,2711-73961,6/6/2017,WR3DSA,Reach 4-Hershfield Park,Y,CARW,AHY,U
pomp.4607,OTU2116,US,0.8000,None,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,NA,1,None,2711-73961,6/6/2017,WR3DSA,Reach 4-Hershfield Park,Y,CARW,AHY,U
pomp.4608,OTU26,GS,99.4,BOLD:AAI9434.1,Animalia,Arthropoda,Diplopoda,Julida,Julidae,Cylindroiulus,Cylindroiulus punctatus,16387,BOLD:AAI9434,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4608,OTU112,US,0.0000,BOLD:AAE9808.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,29,BOLD:AAE9808,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4608,OTU113,GS,100.0,BOLD:AAA6611.3,Animalia,Arthropoda,Collembola,Entomobryomorpha,Entomobryidae,Orchesella,Orchesella cincta,90,BOLD:AAA6611,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4608,OTU177,US,1.0000,BOLD:AAK4381.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,20,BOLD:AAK4381,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4608,OTU193,US,1.0000,None,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,10,None,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4608,OTU197,US,0.2833,BOLD:ACU4187.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,64,BOLD:ACU4187,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4608,OTU301,US,0.0000,None,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,12,None,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4608,OTU302,US,0.6809,BOLD:AAF0031.1,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,11,BOLD:AAF0031,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4608,OTU334,US,0.0000,BOLD:ACJ9226.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,27,BOLD:ACJ9226,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4608,OTU361,US,0.8000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,9,None,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4608,OTU507,US,1.0000,BOLD:ACJ3708.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,10,BOLD:ACJ3708,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4608,OTU685,GS,100.0,BOLD:AAB3316.1,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Pyralis,Pyralis farinalis,3,BOLD:AAB3316,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4608,OTU795,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,8,None,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4608,OTU821,US,0.0000,BOLD:ACK0278.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,8,BOLD:ACK0278,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4608,OTU822,US,0.3913,BOLD:ACK9858.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,1,BOLD:ACK9858,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4608,OTU878,US,0.9881,BOLD:AAY5839.2,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,5,BOLD:AAY5839,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4608,OTU905,GS,100.0,BOLD:AAC1347.1,Animalia,Arthropoda,Insecta,Lepidoptera,Euteliidae,Paectes,Paectes oculatrix,1,BOLD:AAC1347,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4608,OTU946,GS,100.0,BOLD:ABZ1624.1,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Machimia,Machimia tentoriferella,37,BOLD:ABZ1624,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4608,OTU983,GS,99.4,BOLD:AAL0863.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Diamesa,NA,40,BOLD:AAL0863,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4608,OTU999,US,1.0000,None,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,7,None,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4608,OTU1000,US,1.0000,None,Animalia,Arthropoda,Collembola,Poduromorpha,NA,NA,NA,7,None,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4608,OTU1020,US,0.2887,None,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,1,None,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4608,OTU1042,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,6,None,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4608,OTU1155,US,0.9881,BOLD:AAP9854.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,6,BOLD:AAP9854,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4608,OTU1194,GS,99.4,BOLD:ADA8002.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,NA,26,BOLD:ADA8002,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4608,OTU1441,US,0.2833,None,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,1,None,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4608,OTU1587,US,0.8000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,1,None,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4608,OTU1588,US,0.0000,None,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,2,None,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4608,OTU1655,GS,99.4,BOLD:AAA4505.2,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Crambus,Crambus agitatellus,5,BOLD:AAA4505,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4608,OTU1657,US,0.0000,None,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,1,None,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4608,OTU1658,US,0.3081,None,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,1,None,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4608,OTU1759,US,0.8000,None,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,6,None,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4608,OTU1843,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,1,None,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4608,OTU1849,US,0.0000,BOLD:AAD5913.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,1,BOLD:AAD5913,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4608,OTU1955,GS,100.0,BOLD:AAA4570.6,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Syrphus,Syrphus ribesii,5,BOLD:AAA4570,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4608,OTU1956,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,3,None,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4608,OTU2028,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,2,None,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4608,OTU2116,US,0.8000,None,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,NA,2,None,831-92301,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,GRCA,AHY,M
pomp.4609,OTU20,GS,100.0,BOLD:AAA2052.4,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Lymantria dispar,2352,BOLD:AAA2052,1961-18309,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4609,OTU39,GS,100.0,BOLD:AAB7935.1,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,Eustala cepina,2211,BOLD:AAB7935,1961-18309,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4609,OTU76,US,1.0000,None,Animalia,Arthropoda,Hexanauplia,Harpacticoida,NA,NA,NA,209,None,1961-18309,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4609,OTU128,GS,100.0,BOLD:AAA4456.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Speranza,Speranza pustularia,57,BOLD:AAA4456,1961-18309,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4609,OTU168,GS,99.4,BOLD:AAC2551.2,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Iridopsis,Iridopsis ephyraria,438,BOLD:AAC2551,1961-18309,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4609,OTU193,US,1.0000,None,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,149,None,1961-18309,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4609,OTU302,US,0.6809,BOLD:AAF0031.1,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,26,BOLD:AAF0031,1961-18309,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4609,OTU321,US,1.0000,BOLD:ACE7661.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,51,BOLD:ACE7661,1961-18309,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4609,OTU477,GS,100.0,BOLD:AAN5451.1,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,NA,9,BOLD:AAN5451,1961-18309,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4609,OTU601,GS,99.4,BOLD:AAU8384.1,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Rhyssa,Rhyssa nitida,36,BOLD:AAU8384,1961-18309,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4609,OTU677,GS,98.9,BOLD:AAG5589.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,73,BOLD:AAG5589,1961-18309,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4609,OTU1417,US,1.0000,BOLD:ACO9492.3,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,17,BOLD:ACO9492,1961-18309,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4610,OTU20,GS,100.0,BOLD:AAA2052.4,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Lymantria dispar,207,BOLD:AAA2052,1961-18310,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4610,OTU24,GS,99.4,BOLD:AAF0889.1,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Hybomitra,Hybomitra lasiophthalma,20057,BOLD:AAF0889,1961-18310,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4610,OTU39,GS,100.0,BOLD:AAB7935.1,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,Eustala,Eustala cepina,2955,BOLD:AAB7935,1961-18310,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4610,OTU42,GS,100.0,BOLD:AAC6350.1,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Theridion,Theridion murarium,185,BOLD:AAC6350,1961-18310,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4610,OTU77,GS,100.0,BOLD:AAF7371.1,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Misogada,Misogada unicolor,1958,BOLD:AAF7371,1961-18310,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4610,OTU168,GS,99.4,BOLD:AAC2551.2,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Iridopsis,Iridopsis ephyraria,471,BOLD:AAC2551,1961-18310,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4610,OTU193,US,1.0000,None,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,4,None,1961-18310,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4610,OTU199,GS,99.4,BOLD:AAB5616.5,Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Tolype,Tolype velleda,324,BOLD:AAB5616,1961-18310,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4610,OTU306,GS,100.0,BOLD:ABX6422.1,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Polygonia,Polygonia comma,9,BOLD:ABX6422,1961-18310,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4610,OTU321,US,1.0000,BOLD:ACE7661.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,17,BOLD:ACE7661,1961-18310,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4610,OTU361,US,0.8000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,28,None,1961-18310,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4610,OTU368,GS,100.0,BOLD:AAC5638.1,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Himella,Himella fidelis,210,BOLD:AAC5638,1961-18310,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4610,OTU406,GS,100.0,BOLD:AAE0464.1,Animalia,Arthropoda,Insecta,Lepidoptera,Blastobasidae,Asaphocrita,Asaphocrita aphidiella,59,BOLD:AAE0464,1961-18310,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4610,OTU548,GS,98.9,BOLD:AAA8213.3,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Stenacron,Stenacron interpunctatum,58,BOLD:AAA8213,1961-18310,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4610,OTU677,GS,98.9,BOLD:AAG5589.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,5,BOLD:AAG5589,1961-18310,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4610,OTU696,GS,98.9,BOLD:AAF9035.1,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Nephrotoma,Nephrotoma alterna,77,BOLD:AAF9035,1961-18310,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4610,OTU990,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,1,None,1961-18310,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4610,OTU1042,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,12,None,1961-18310,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4610,OTU1259,GS,100.0,BOLD:AAH0130.2,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Sitona,Sitona hispidulus,1,BOLD:AAH0130,1961-18310,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4610,OTU1372,GS,99.4,BOLD:AAG3822.1,Animalia,Arthropoda,Arachnida,Araneae,Anyphaenidae,Anyphaena,NA,2,BOLD:AAG3822,1961-18310,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4610,OTU1587,US,0.8000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,1,None,1961-18310,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4610,OTU1588,US,0.0000,None,Animalia,Arthropoda,Collembola,Symphypleona,NA,NA,NA,2,None,1961-18310,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4610,OTU1759,US,0.8000,None,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,9,None,1961-18310,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4610,OTU1831,US,0.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,6,None,1961-18310,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4610,OTU1843,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,4,None,1961-18310,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4610,OTU1956,US,0.8000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,3,None,1961-18310,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4610,OTU2028,US,1.0000,None,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,2,None,1961-18310,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4610,OTU2098,US,0.0000,None,Animalia,Arthropoda,Arachnida,Trombidiformes,NA,NA,NA,1,None,1961-18310,6/6/2017,WR3DSA,Reach 4-Hershfield Park,N,TUTI,AHY,F
pomp.4611,OTU35,GS,100.0,BOLD:AAG2724.3,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Zelus,Zelus luridus,1237,BOLD:AAG2724,2391-76800,6/7/2017,WRA,Reach 1-Back Beach Park,N,LOWA,AHY,M
pomp.4611,OTU65,GS,100.0,BOLD:AAA5695.1,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche analis,3149,BOLD:AAA5695,2391-76800,6/7/2017,WRA,Reach 1-Back Beach Park,N,LOWA,AHY,M
pomp.4611,OTU112,US,0.0000,BOLD:AAE9808.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,40,BOLD:AAE9808,2391-76800,6/7/2017,WRA,Reach 1-Back Beach Park,N,LOWA,AHY,M
pomp.4611,OTU170,GS,100.0,BOLD:AAN5373.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,1020,BOLD:AAN5373,2391-76800,6/7/2017,WRA,Reach 1-Back Beach Park,N,LOWA,AHY,M
pomp.4611,OTU177,US,1.0000,BOLD:AAK4381.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,35,BOLD:AAK4381,2391-76800,6/7/2017,WRA,Reach 1-Back Beach Park,N,LOWA,AHY,M
pomp.4611,OTU190,GS,99.4,BOLD:ACN2382.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,NA,895,BOLD:ACN2382,2391-76800,6/7/2017,WRA,Reach 1-Back Beach Park,N,LOWA,AHY,M
pomp.4611,OTU231,GS,100.0,BOLD:AAG0314.2,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Psectrotanypus,NA,41,BOLD:AAG0314,2391-76800,6/7/2017,WRA,Reach 1-Back Beach Park,N,LOWA,AHY,M
pomp.4611,OTU649,GS,98.9,BOLD:ACL4702.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,NA,85,BOLD:ACL4702,2391-76800,6/7/2017,WRA,Reach 1-Back Beach Park,N,LOWA,AHY,M
pomp.4611,OTU670,GS,100.0,BOLD:AAA2325.2,Animalia,Arthropoda,Insecta,Trichoptera,Lepidostomatidae,Lepidostoma,Lepidostoma togatum,3,BOLD:AAA2325,2391-76800,6/7/2017,WRA,Reach 1-Back Beach Park,N,LOWA,AHY,M
pomp.4611,OTU982,US,0.9885,BOLD:ABA7303.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,32,BOLD:ABA7303,2391-76800,6/7/2017,WRA,Reach 1-Back Beach Park,N,LOWA,AHY,M
pomp.4611,OTU1395,GS,100.0,BOLD:AAP3004.4,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Chironomus staegeri,2,BOLD:AAP3004,2391-76800,6/7/2017,WRA,Reach 1-Back Beach Park,N,LOWA,AHY,M
pomp.4611,OTU1830,US,0.0000,None,Animalia,Arthropoda,Insecta,Neuroptera,NA,NA,NA,17,None,2391-76800,6/7/2017,WRA,Reach 1-Back Beach Park,N,LOWA,AHY,M
pomp.4612,OTU65,GS,100.0,BOLD:AAA5695.1,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Cheumatopsyche,Cheumatopsyche analis,126,BOLD:AAA5695,2391-76798,6/7/2017,WRA,Reach 1-Back Beach Park,N,LOWA,AHY,M
pomp.4612,OTU170,GS,100.0,BOLD:AAN5373.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,39,BOLD:AAN5373,2391-76798,6/7/2017,WRA,Reach 1-Back Beach Park,N,LOWA,AHY,M
pomp.4612,OTU193,US,1.0000,None,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,4,None,2391-76798,6/7/2017,WRA,Reach 1-Back Beach Park,N,LOWA,AHY,M
pomp.4612,OTU738,US,0.2887,BOLD:ACN3696.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,36,BOLD:ACN3696,2391-76798,6/7/2017,WRA,Reach 1-Back Beach Park,N,LOWA,AHY,M
pomp.4612,OTU774,US,0.2061,BOLD:ACA1209.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,33,BOLD:ACA1209,2391-76798,6/7/2017,WRA,Reach 1-Back Beach Park,N,LOWA,AHY,M
pomp.4612,OTU1204,US,0.0000,None,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,27,None,2391-76798,6/7/2017,WRA,Reach 1-Back Beach Park,N,LOWA,AHY,M
pomp.4613,OTU1005,US,0.9916,BOLD:ACK8319.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,1,BOLD:ACK8319,2690-82952,6/7/2017,WRA,Reach 1-Back Beach Park,N,BCCH,AHY,F
pomp.4614,OTU20,GS,100.0,BOLD:AAA2052.4,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Lymantria dispar,131,BOLD:AAA2052,2690-82953,6/7/2017,WRA,Reach 1-Back Beach Park,N,BCCH,AHY,U
pomp.4614,OTU193,US,1.0000,None,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,28,None,2690-82953,6/7/2017,WRA,Reach 1-Back Beach Park,N,BCCH,AHY,U
pomp.4614,OTU266,GS,100.0,BOLD:ACL1096.1,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,NA,NA,288,BOLD:ACL1096,2690-82953,6/7/2017,WRA,Reach 1-Back Beach Park,N,BCCH,AHY,U
pomp.4614,OTU328,GS,99.4,BOLD:ACB9565.1,Animalia,Arthropoda,Arachnida,Araneae,Clubionidae,Clubiona,Clubiona pygmaea,14,BOLD:ACB9565,2690-82953,6/7/2017,WRA,Reach 1-Back Beach Park,N,BCCH,AHY,U
