SampleID	OTUid	TaxMethod	AlignScore	BOLDid	kingdom_name	phylum_name	class_name	order_name	family_name	genus_name	species_name	CountReads	BOLDalt	DateSampled	BirdSpecies
OahuBird.337	OTU1990_suspect_mock_chimera	GS	97.2	BOLD:AAM7760.1	Animalia	Arthropoda	Insecta	Coleoptera	NA	NA	NA	94	BOLD:AAM7760	3/11/03	JABW
OahuBird.337	OTU202_suspect_mock_chimera	GS	100	BOLD:AAI3614.3	Animalia	Arthropoda	Insecta	Diptera	Stratiomyidae	Odontomyia	Odontomyia cincta	486	BOLD:AAI3614	3/11/03	JABW
OahuBird.337	OTU204_suspect_mock_chimera	GS	100	BOLD:AAK8834.1	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Metalimnobia	Metalimnobia triocellata	529	BOLD:AAK8834	3/11/03	JABW
OahuBird.337	OTU209_suspect_mock_chimera	GS	100	BOLD:ACU1373.1	Animalia	Arthropoda	Insecta	Coleoptera	Psephenidae	Ectopria	Ectopria thoracica	1179	BOLD:ACU1373	3/11/03	JABW
OahuBird.337	OTU212_suspect_mock_chimera	GS	99.4	BOLD:AAB0224.1	Animalia	Arthropoda	Insecta	Lepidoptera	Yponomeutidae	Swammerdamia	Swammerdamia caesiella	128	BOLD:AAB0224	3/11/03	JABW
OahuBird.337	OTU215_suspect_mock_chimera	GS	100	BOLD:AAG3622.1	Animalia	Arthropoda	Insecta	Hemiptera	Aphrophoridae	Aphrophora	Aphrophora cribrata	620	BOLD:AAG3622	3/11/03	JABW
OahuBird.337	OTU235_suspect_mock_chimera	GS	100	BOLD:AAC0442.1	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Lejops	Lejops curvipes	502	BOLD:AAC0442	3/11/03	JABW
OahuBird.337	OTU236_suspect_mock_chimera	GS	100	BOLD:AAA8076.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Pseudexentera	Pseudexentera cressoniana	361	BOLD:AAA8076	3/11/03	JABW
OahuBird.337	OTU253_suspect_mock_chimera	GS	100	BOLD:AAE5160.1	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	Harpalus rufipes	252	BOLD:AAE5160	3/11/03	JABW
OahuBird.337	OTU255_suspect_mock_chimera	US	0.9925	BOLD:ACN3922.1	Animalia	Arthropoda	Insecta	Diptera	NA	NA	NA	204	BOLD:ACN3922	3/11/03	JABW
OahuBird.337	OTU260_suspect_mock_chimera	GS	100	BOLD:AAO2061.1	Animalia	Arthropoda	Insecta	Blattodea	Ectobiidae	Parcoblatta	NA	310	BOLD:AAO2061	3/11/03	JABW
OahuBird.337	OTU261_suspect_mock_chimera	GS	100	BOLD:ACX7675.1	Animalia	Arthropoda	Insecta	Coleoptera	NA	NA	NA	396	BOLD:ACX7675	3/11/03	JABW
OahuBird.337	OTU262_suspect_mock_chimera	GS	100	BOLD:AAA5485.2	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Eucosma	Eucosma parmatana	279	BOLD:AAA5485	3/11/03	JABW
OahuBird.337	OTU270_suspect_mock_chimera	GS	100	BOLD:AAD3061.1	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Apamea	Apamea plutonia	363	BOLD:AAD3061	3/11/03	JABW
OahuBird.337	OTU273_suspect_mock_chimera	US	0.9859	BOLD:ACW3302.1	Animalia	Arthropoda	Insecta	Hymenoptera	NA	NA	NA	214	BOLD:ACW3302	3/11/03	JABW
OahuBird.337	OTU276_suspect_mock_chimera	GS	100	BOLD:AAN5877.1	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Metalimnobia	Metalimnobia immatura	158	BOLD:AAN5877	3/11/03	JABW
OahuBird.337	OTU288_suspect_mock_chimera	GS	100	BOLD:AAA3659.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Pandemis	Pandemis limitata	135	BOLD:AAA3659	3/11/03	JABW
OahuBird.337	OTU312_suspect_mock_chimera	GS	100	BOLD:AAC2533.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Olethreutes	Olethreutes fasciatana	251	BOLD:AAC2533	3/11/03	JABW
OahuBird.337	OTU316_suspect_mock_chimera	GS	98.9	BOLD:ACD9137.1	Animalia	Arthropoda	Insecta	Hemiptera	Delphacidae	Megamelus	Megamelus inflatus	375	BOLD:ACD9137	3/11/03	JABW
OahuBird.337	OTU350_suspect_mock_chimera	GS	100	BOLD:AAV1814.3	Animalia	Arthropoda	Insecta	Diptera	Pediciidae	Ula	Ula sylvatica	215	BOLD:AAV1814	3/11/03	JABW
OahuBird.337	OTU363_suspect_mock_chimera	GS	100	BOLD:AAR7014.1	Animalia	Arthropoda	Insecta	Lepidoptera	Gracillariidae	Neurobathra	Neurobathra strigifinitella	251	BOLD:AAR7014	3/11/03	JABW
OahuBird.337	OTU367_suspect_mock_chimera	GS	100	BOLD:ACL8561.1	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	NA	NA	138	BOLD:ACL8561	3/11/03	JABW
OahuBird.337	OTU377_suspect_mock_chimera	GS	99.4	BOLD:AAA5486.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Eucosma	Eucosma ochroterminana	122	BOLD:AAA5486	3/11/03	JABW
OahuBird.337	OTU380_suspect_mock_chimera	GS	100	BOLD:AAA4417.1	Animalia	Arthropoda	Insecta	Lepidoptera	Depressariidae	Bibarrambla	Bibarrambla allenella	116	BOLD:AAA4417	3/11/03	JABW
OahuBird.337	OTU387_suspect_mock_chimera	GS	100	BOLD:ABW2812.1	Animalia	Arthropoda	Insecta	Coleoptera	Elateridae	Ampedus	Ampedus melanotoides	173	BOLD:ABW2812	3/11/03	JABW
OahuBird.337	OTU389_suspect_mock_chimera	GS	97.8	BOLD:AAB0223.1	Animalia	Arthropoda	Insecta	Coleoptera	NA	NA	NA	64	BOLD:AAB0223	3/11/03	JABW
OahuBird.337	OTU394_suspect_mock_chimera	GS	100	BOLD:ACE7334.2	Animalia	Arthropoda	Insecta	Diptera	Tabanidae	Chrysops	Chrysops flavidus	163	BOLD:ACE7334	3/11/03	JABW
OahuBird.337	OTU399_suspect_mock_chimera	GS	100	BOLD:AAH2428.1	Animalia	Arthropoda	Insecta	Coleoptera	Elateridae	Athous	Athous brightwelli	67	BOLD:AAH2428	3/11/03	JABW
OahuBird.337	OTU406_suspect_mock_chimera	GS	100	BOLD:AAN5406.1	Animalia	Arthropoda	Insecta	Diptera	Calliphoridae	Bellardia	Bellardia vulgaris	161	BOLD:AAN5406	3/11/03	JABW
OahuBird.337	OTU408_suspect_mock_chimera	US	0.9803	BOLD:ACL8621.1	Animalia	Arthropoda	Insecta	Coleoptera	NA	NA	NA	79	BOLD:ACL8621	3/11/03	JABW
OahuBird.337	OTU421_suspect_mock_chimera	GS	98.3	BOLD:AAM8018.1	Animalia	Arthropoda	Insecta	Diptera	Ceratopogonidae	NA	NA	204	BOLD:AAM8018	3/11/03	JABW
OahuBird.337	OTU444_suspect_mock_chimera	GS	100	BOLD:AAB0124.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Cenopis	Cenopis pettitana	220	BOLD:AAB0124	3/11/03	JABW
OahuBird.337	OTU446_suspect_mock_chimera	US	0.9803	BOLD:ACC7701.1	Animalia	Arthropoda	Insecta	Orthoptera	NA	NA	NA	222	BOLD:ACC7701	3/11/03	JABW
OahuBird.337	OTU448_suspect_mock_variant	GS	100	BOLD:ABY9168.2	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Clepsis	Clepsis peritana	104	BOLD:ABY9168	3/11/03	JABW
OahuBird.337	OTU456_suspect_mock_chimera	GS	100	BOLD:AAH4943.1	Animalia	Arthropoda	Insecta	Lepidoptera	Autostichidae	Glyphidocera	Glyphidocera septentrionella	117	BOLD:AAH4943	3/11/03	JABW
OahuBird.337	OTU468_suspect_mock_chimera	GS	100	BOLD:AAE7137.4	Animalia	Arthropoda	Insecta	Lepidoptera	Gelechiidae	Glauce	Glauce pectenalaeella	246	BOLD:AAE7137	3/11/03	JABW
OahuBird.337	OTU478_suspect_mock_chimera	GS	99.4	BOLD:AAI9560.1	Animalia	Arthropoda	Insecta	Lepidoptera	Gelechiidae	Dichomeris	Dichomeris furia	185	BOLD:AAI9560	3/11/03	JABW
OahuBird.337	OTU479_suspect_mock_variant	GS	100	BOLD:AAC3643.1	Animalia	Arthropoda	Insecta	Lepidoptera	Sphingidae	Eumorpha	Eumorpha pandorus	99	BOLD:AAC3643	3/11/03	JABW
OahuBird.337	OTU481_suspect_mock_chimera	GS	100	BOLD:AAG2127.1	Animalia	Arthropoda	Insecta	Diptera	Tachinidae	Eutrixa	Eutrixa exilis	87	BOLD:AAG2127	3/11/03	JABW
OahuBird.337	OTU499_suspect_mock_chimera	GS	99.4	BOLD:AAD2665.4	Animalia	Arthropoda	Arachnida	Araneae	Philodromidae	Philodromus	Philodromus praelustris	81	BOLD:AAD2665	3/11/03	JABW
OahuBird.337	OTU502_suspect_mock_chimera	GS	100	BOLD:AAB6961.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Larisa	Larisa subsolana	102	BOLD:AAB6961	3/11/03	JABW
OahuBird.337	OTU505_suspect_mock_chimera	GS	100	BOLD:ABW2631.1	Animalia	Arthropoda	Insecta	Lepidoptera	Gracillariidae	Caloptilia	Caloptilia bimaculatella	95	BOLD:ABW2631	3/11/03	JABW
OahuBird.337	OTU528_suspect_mock_chimera	GS	100	BOLD:AAA6292.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Cnephasia	Cnephasia stephensiana	62	BOLD:AAA6292	3/11/03	JABW
OahuBird.337	OTU552_suspect_mock_chimera	GS	99.4	BOLD:AAZ9831.1	Animalia	Arthropoda	Insecta	Lepidoptera	Gelechiidae	Chionodes	Chionodes baro	53	BOLD:AAZ9831	3/11/03	JABW
OahuBird.337	OTU558_suspect_mock_chimera	US	0.9916	BOLD:ACL5453.1	Animalia	Arthropoda	Insecta	Lepidoptera	NA	NA	NA	202	BOLD:ACL5453	3/11/03	JABW
OahuBird.337	OTU595_suspect_mock_chimera	GS	100	BOLD:AAH2908.1	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Hydrochara	Hydrochara obtusata	279	BOLD:AAH2908	3/11/03	JABW
OahuBird.337	OTU597_suspect_mock_chimera	GS	99.4	BOLD:AAU7169.1	Animalia	Arthropoda	Insecta	Coleoptera	Scirtidae	Cyphon	NA	61	BOLD:AAU7169	3/11/03	JABW
OahuBird.337	OTU610_suspect_mock_chimera	US	0.9934	BOLD:AAB0385.2	Animalia	Arthropoda	Insecta	Diptera	NA	NA	NA	104	BOLD:AAB0385	3/11/03	JABW
OahuBird.337	OTU617_suspect_mock_chimera	GS	100	BOLD:AAB0710.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Epinotia	Epinotia demarniana	87	BOLD:AAB0710	3/11/03	JABW
OahuBird.337	OTU618_suspect_mock_chimera	US	0.9963	BOLD:AAM8021.1	Animalia	Arthropoda	Arachnida	Mesostigmata	NA	NA	NA	119	BOLD:AAM8021	3/11/03	JABW
OahuBird.337	OTU624_suspect_mock_variant	GS	100	BOLD:AAA2144.2	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Xestia	Xestia c-nigrum	71	BOLD:AAA2144	3/11/03	JABW
OahuBird.337	OTU627_suspect_mock_chimera	GS	100	BOLD:AAN5881.2	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	NA	NA	96	BOLD:AAN5881	3/11/03	JABW
OahuBird.337	OTU62_suspect_mock_chimera	GS	99.4	BOLD:ACL8650.5	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Epiphragma	Epiphragma fasciapenne	1414	BOLD:ACL8650	3/11/03	JABW
OahuBird.337	OTU635_suspect_mock_chimera	GS	98.9	BOLD:AAP3794.2	Animalia	Arthropoda	Insecta	Diptera	NA	NA	NA	139	BOLD:AAP3794	3/11/03	JABW
OahuBird.337	OTU637_suspect_mock_chimera	SS	0.99	BOLD:ACN5899.1	Animalia	Arthropoda	Insecta	Diptera	NA	NA	NA	63	BOLD:ACN5899	3/11/03	JABW
OahuBird.337	OTU644_suspect_mock_variant	GS	100	BOLD:AAA5620.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Clepsis	Clepsis melaleucanus	103	BOLD:AAA5620	3/11/03	JABW
OahuBird.337	OTU649_suspect_mock_chimera	GS	99.4	BOLD:AAD4902.1	Animalia	Arthropoda	Insecta	Lepidoptera	Gelechiidae	Chionodes	Chionodes obscurusella	89	BOLD:AAD4902	3/11/03	JABW
OahuBird.337	OTU662_suspect_mock_chimera	GS	100	BOLD:AAA2386.1	Animalia	Arthropoda	Insecta	Coleoptera	NA	NA	NA	81	BOLD:AAA2386	3/11/03	JABW
OahuBird.337	OTU668_suspect_mock_chimera	GS	100	BOLD:AAB1097.2	Animalia	Arthropoda	Insecta	Lepidoptera	Blastobasidae	Blastobasis	Blastobasis floridella	129	BOLD:AAB1097	3/11/03	JABW
OahuBird.337	OTU670_suspect_mock_chimera	GS	99.4	BOLD:AAW6032.1	Animalia	Arthropoda	Insecta	Coleoptera	NA	NA	NA	118	BOLD:AAW6032	3/11/03	JABW
OahuBird.337	OTU679_suspect_mock_chimera	GS	100	BOLD:AAA8523.1	Animalia	Arthropoda	Insecta	Lepidoptera	Sesiidae	Synanthedon	Synanthedon acerni	53	BOLD:AAA8523	3/11/03	JABW
OahuBird.337	OTU682_suspect_mock_chimera	GS	100	BOLD:ACA4062.1	Animalia	Arthropoda	Insecta	Coleoptera	NA	NA	NA	89	BOLD:ACA4062	3/11/03	JABW
OahuBird.337	OTU718_suspect_mock_chimera	GS	100	BOLD:AAA6351.5	Animalia	Arthropoda	Insecta	Lepidoptera	Gelechiidae	Carpatolechia	Carpatolechia belangerella	155	BOLD:AAA6351	3/11/03	JABW
OahuBird.337	OTU719_suspect_mock_chimera	GS	100	BOLD:AAA8534.10	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Ancylis	Ancylis burgessiana	65	BOLD:AAA8534	3/11/03	JABW
OahuBird.337	OTU736_suspect_mock_chimera	GS	100	BOLD:AAB7926.5	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Cenopis	Cenopis directana	72	BOLD:AAB7926	3/11/03	JABW
OahuBird.337	OTU738_suspect_mock_chimera	GS	100	BOLD:ACR3763.3	Animalia	Arthropoda	Insecta	Coleoptera	Ptilodactylidae	Ptilodactyla	Ptilodactyla serricollis	90	BOLD:ACR3763	3/11/03	JABW
OahuBird.337	OTU744_suspect_mock_chimera	GS	100	BOLD:AAH5141.2	Animalia	Arthropoda	Insecta	Lepidoptera	Blastobasidae	Blastobasis	NA	59	BOLD:AAH5141	3/11/03	JABW
OahuBird.337	OTU754_suspect_mock_chimera	GS	100	BOLD:AAN6122.1	Animalia	Arthropoda	Insecta	Coleoptera	Heteroceridae	NA	NA	176	BOLD:AAN6122	3/11/03	JABW
OahuBird.337	OTU760_suspect_mock_chimera	GS	100	BOLD:AAA6112.2	Animalia	Arthropoda	Insecta	Lepidoptera	Sphingidae	Paonias	Paonias myops	72	BOLD:AAA6112	3/11/03	JABW
OahuBird.337	OTU793_suspect_mock_chimera	GS	99.4	BOLD:AAC2599.1	Animalia	Arthropoda	Insecta	Coleoptera	Silphidae	Necrodes	Necrodes surinamensis	56	BOLD:AAC2599	3/11/03	JABW
OahuBird.337	OTU817_suspect_mock_chimera	GS	98.3	BOLD:ACX5730.1	Animalia	Arthropoda	Insecta	Coleoptera	NA	NA	NA	62	BOLD:ACX5730	3/11/03	JABW
OahuBird.337	OTU837_suspect_mock_chimera	US	1	BOLD:AAI4173.1	Animalia	Arthropoda	Insecta	Lepidoptera	NA	NA	NA	378	BOLD:AAI4173	3/11/03	JABW
OahuBird.337	OTU851_suspect_mock_chimera	GS	100	BOLD:AAE1303.1	Animalia	Arthropoda	Arachnida	Araneae	Salticidae	Sitticus	Sitticus floricola	77	BOLD:AAE1303	3/11/03	JABW
OahuBird.337	OTU917_suspect_mock_chimera	SS	1	BOLD:ABW9945.1	Animalia	Arthropoda	Insecta	Coleoptera	NA	NA	NA	55	BOLD:ABW9945	3/11/03	JABW
OahuBird.337	OTU919_suspect_mock_chimera	GS	99.4	BOLD:AAZ5969.1	Animalia	Arthropoda	Insecta	Diptera	Tipulidae	Dolichopeza	Dolichopeza obscura	51	BOLD:AAZ5969	3/11/03	JABW
OahuBird.337	OTU956_suspect_mock_chimera	US	0.9546	BOLD:ABX2319.1	Animalia	Arthropoda	Insecta	Lepidoptera	NA	NA	NA	75	BOLD:ABX2319	3/11/03	JABW
OahuBird.337	OTU96_suspect_mock_variant	GS	100	BOLD:AAB5414.1	Animalia	Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora	Coleophora cratipennella	2751	BOLD:AAB5414	3/11/03	JABW
OahuBird.338	OTU1028_suspect_mock_chimera	SS	1	BOLD:ABX4961.1	Animalia	Arthropoda	Insecta	Lepidoptera	NA	NA	NA	132	BOLD:ABX4961	7/2/03	RBLE
OahuBird.338	OTU108_suspect_mock_variant	GS	100	BOLD:AAC6357.1	Animalia	Arthropoda	Insecta	Lepidoptera	Gelechiidae	Xenolechia	Xenolechia ontariensis	88	BOLD:AAC6357	7/2/03	RBLE
OahuBird.338	OTU1234_suspect_mock_chimera	GS	99.4	BOLD:AAD6225.1	Animalia	Arthropoda	Insecta	Hemiptera	Miridae	Phytocoris	Phytocoris conspurcatus	54	BOLD:AAD6225	7/2/03	RBLE
OahuBird.338	OTU127_suspect_mock_chimera	GS	100	BOLD:ACQ6990.1	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Chironomus	NA	348	BOLD:ACQ6990	7/2/03	RBLE
OahuBird.338	OTU131_suspect_mock_chimera	SS	0.96	BOLD:AAY1122.1	Animalia	Arthropoda	Insecta	Lepidoptera	NA	NA	NA	153	BOLD:AAY1122	7/2/03	RBLE
OahuBird.338	OTU139_suspect_mock_chimera	GS	100	BOLD:ACA9904.7	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Cheilotrichia	Cheilotrichia stigmatica	323	BOLD:ACA9904	7/2/03	RBLE
OahuBird.338	OTU1485_suspect_mock_chimera	GS	99.4	BOLD:AAA6709.2	Animalia	Arthropoda	Insecta	Lepidoptera	Sphingidae	Ceratomia	Ceratomia undulosa	86	BOLD:AAA6709	7/2/03	RBLE
OahuBird.338	OTU154_suspect_mock_chimera	GS	100	BOLD:AAH2433.1	Animalia	Arthropoda	Insecta	Coleoptera	Elateridae	Athous	Athous acanthus	104	BOLD:AAH2433	7/2/03	RBLE
OahuBird.338	OTU1564_suspect_mock_chimera	GS	100	BOLD:AAF9054.1	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Limonia	Limonia indigena	54	BOLD:AAF9054	7/2/03	RBLE
OahuBird.338	OTU1632_suspect_mock_chimera	GS	99.4	BOLD:AAA3564.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Clepsis	Clepsis persicana	199	BOLD:AAA3564	7/2/03	RBLE
OahuBird.338	OTU171_suspect_mock_chimera	GS	100	BOLD:AAB6784.1	Animalia	Arthropoda	Arachnida	Araneae	Lycosidae	Pirata	Pirata piraticus	60	BOLD:AAB6784	7/2/03	RBLE
OahuBird.338	OTU174_suspect_mock_chimera	GS	100	BOLD:AAA3067.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Eucopina	Eucopina cocana	67	BOLD:AAA3067	7/2/03	RBLE
OahuBird.338	OTU183_suspect_mock_chimera	GS	100	BOLD:AAB8595.2	Animalia	Arthropoda	Insecta	Trichoptera	Limnephilidae	Nemotaulius	Nemotaulius hostilis	314	BOLD:AAB8595	7/2/03	RBLE
OahuBird.338	OTU187_suspect_mock_chimera	GS	100	BOLD:AAO8357.1	Animalia	Arthropoda	Insecta	Hemiptera	Delphacidae	Delphacodes	Delphacodes detecta	133	BOLD:AAO8357	7/2/03	RBLE
OahuBird.338	OTU189_suspect_mock_chimera	GS	100	BOLD:ABW5810.1	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Euphylidorea	Euphylidorea luteola	195	BOLD:ABW5810	7/2/03	RBLE
OahuBird.338	OTU192_suspect_mock_chimera	GS	100	BOLD:AAB0300.1	Animalia	Arthropoda	Insecta	Lepidoptera	Sphingidae	Sphinx	Sphinx kalmiae	258	BOLD:AAB0300	7/2/03	RBLE
OahuBird.338	OTU1990_suspect_mock_chimera	GS	97.2	BOLD:AAM7760.1	Animalia	Arthropoda	Insecta	Coleoptera	NA	NA	NA	59	BOLD:AAM7760	7/2/03	RBLE
OahuBird.338	OTU202_suspect_mock_chimera	GS	100	BOLD:AAI3614.3	Animalia	Arthropoda	Insecta	Diptera	Stratiomyidae	Odontomyia	Odontomyia cincta	84	BOLD:AAI3614	7/2/03	RBLE
OahuBird.338	OTU204_suspect_mock_chimera	GS	100	BOLD:AAK8834.1	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Metalimnobia	Metalimnobia triocellata	159	BOLD:AAK8834	7/2/03	RBLE
OahuBird.338	OTU209_suspect_mock_chimera	GS	100	BOLD:ACU1373.1	Animalia	Arthropoda	Insecta	Coleoptera	Psephenidae	Ectopria	Ectopria thoracica	64	BOLD:ACU1373	7/2/03	RBLE
OahuBird.338	OTU215_suspect_mock_chimera	GS	100	BOLD:AAG3622.1	Animalia	Arthropoda	Insecta	Hemiptera	Aphrophoridae	Aphrophora	Aphrophora cribrata	222	BOLD:AAG3622	7/2/03	RBLE
OahuBird.338	OTU235_suspect_mock_chimera	GS	100	BOLD:AAC0442.1	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Lejops	Lejops curvipes	88	BOLD:AAC0442	7/2/03	RBLE
OahuBird.338	OTU236_suspect_mock_chimera	GS	100	BOLD:AAA8076.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Pseudexentera	Pseudexentera cressoniana	93	BOLD:AAA8076	7/2/03	RBLE
OahuBird.338	OTU253_suspect_mock_chimera	GS	100	BOLD:AAE5160.1	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	Harpalus rufipes	67	BOLD:AAE5160	7/2/03	RBLE
OahuBird.338	OTU260_suspect_mock_chimera	GS	100	BOLD:AAO2061.1	Animalia	Arthropoda	Insecta	Blattodea	Ectobiidae	Parcoblatta	NA	110	BOLD:AAO2061	7/2/03	RBLE
OahuBird.338	OTU261_suspect_mock_chimera	GS	100	BOLD:ACX7675.1	Animalia	Arthropoda	Insecta	Coleoptera	NA	NA	NA	236	BOLD:ACX7675	7/2/03	RBLE
OahuBird.338	OTU262_suspect_mock_chimera	GS	100	BOLD:AAA5485.2	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Eucosma	Eucosma parmatana	179	BOLD:AAA5485	7/2/03	RBLE
OahuBird.338	OTU270_suspect_mock_chimera	GS	100	BOLD:AAD3061.1	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Apamea	Apamea plutonia	121	BOLD:AAD3061	7/2/03	RBLE
OahuBird.338	OTU273_suspect_mock_chimera	US	0.9859	BOLD:ACW3302.1	Animalia	Arthropoda	Insecta	Hymenoptera	NA	NA	NA	211	BOLD:ACW3302	7/2/03	RBLE
OahuBird.338	OTU276_suspect_mock_chimera	GS	100	BOLD:AAN5877.1	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Metalimnobia	Metalimnobia immatura	131	BOLD:AAN5877	7/2/03	RBLE
OahuBird.338	OTU312_suspect_mock_chimera	GS	100	BOLD:AAC2533.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Olethreutes	Olethreutes fasciatana	66	BOLD:AAC2533	7/2/03	RBLE
OahuBird.338	OTU316_suspect_mock_chimera	GS	98.9	BOLD:ACD9137.1	Animalia	Arthropoda	Insecta	Hemiptera	Delphacidae	Megamelus	Megamelus inflatus	108	BOLD:ACD9137	7/2/03	RBLE
OahuBird.338	OTU377_suspect_mock_chimera	GS	99.4	BOLD:AAA5486.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Eucosma	Eucosma ochroterminana	117	BOLD:AAA5486	7/2/03	RBLE
OahuBird.338	OTU387_suspect_mock_chimera	GS	100	BOLD:ABW2812.1	Animalia	Arthropoda	Insecta	Coleoptera	Elateridae	Ampedus	Ampedus melanotoides	104	BOLD:ABW2812	7/2/03	RBLE
OahuBird.338	OTU422_suspect_mock_chimera	GS	100	BOLD:ACE4466.2	Animalia	Arthropoda	Insecta	Lepidoptera	Pyralidae	Pococera	Pococera expandens	65	BOLD:ACE4466	7/2/03	RBLE
OahuBird.338	OTU444_suspect_mock_chimera	GS	100	BOLD:AAB0124.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Cenopis	Cenopis pettitana	103	BOLD:AAB0124	7/2/03	RBLE
OahuBird.338	OTU468_suspect_mock_chimera	GS	100	BOLD:AAE7137.4	Animalia	Arthropoda	Insecta	Lepidoptera	Gelechiidae	Glauce	Glauce pectenalaeella	55	BOLD:AAE7137	7/2/03	RBLE
OahuBird.338	OTU478_suspect_mock_chimera	GS	99.4	BOLD:AAI9560.1	Animalia	Arthropoda	Insecta	Lepidoptera	Gelechiidae	Dichomeris	Dichomeris furia	143	BOLD:AAI9560	7/2/03	RBLE
OahuBird.338	OTU481_suspect_mock_chimera	GS	100	BOLD:AAG2127.1	Animalia	Arthropoda	Insecta	Diptera	Tachinidae	Eutrixa	Eutrixa exilis	112	BOLD:AAG2127	7/2/03	RBLE
OahuBird.338	OTU499_suspect_mock_chimera	GS	99.4	BOLD:AAD2665.4	Animalia	Arthropoda	Arachnida	Araneae	Philodromidae	Philodromus	Philodromus praelustris	135	BOLD:AAD2665	7/2/03	RBLE
OahuBird.338	OTU552_suspect_mock_chimera	GS	99.4	BOLD:AAZ9831.1	Animalia	Arthropoda	Insecta	Lepidoptera	Gelechiidae	Chionodes	Chionodes baro	115	BOLD:AAZ9831	7/2/03	RBLE
OahuBird.338	OTU558_suspect_mock_chimera	US	0.9916	BOLD:ACL5453.1	Animalia	Arthropoda	Insecta	Lepidoptera	NA	NA	NA	104	BOLD:ACL5453	7/2/03	RBLE
OahuBird.338	OTU564_suspect_mock_chimera	GS	99.4	BOLD:AAZ6988.1	Animalia	Arthropoda	Insecta	Coleoptera	NA	NA	NA	73	BOLD:AAZ6988	7/2/03	RBLE
OahuBird.338	OTU576_suspect_mock_chimera	GS	100	BOLD:AAF6389.2	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Ecyrus	Ecyrus dasycerus	74	BOLD:AAF6389	7/2/03	RBLE
OahuBird.338	OTU596_suspect_mock_chimera	GS	100	BOLD:AAA7223.1	Animalia	Arthropoda	Insecta	Lepidoptera	Saturniidae	Dryocampa	Dryocampa rubicunda	52	BOLD:AAA7223	7/2/03	RBLE
OahuBird.338	OTU597_suspect_mock_chimera	GS	99.4	BOLD:AAU7169.1	Animalia	Arthropoda	Insecta	Coleoptera	Scirtidae	Cyphon	NA	86	BOLD:AAU7169	7/2/03	RBLE
OahuBird.338	OTU609_suspect_mock_chimera	GS	100	BOLD:AAB7923.1	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Cenopis	Cenopis diluticostana	86	BOLD:AAB7923	7/2/03	RBLE
OahuBird.338	OTU615_suspect_mock_chimera	GS	100	BOLD:AAB1584.1	Animalia	Arthropoda	Insecta	Lepidoptera	Crambidae	Crambus	Crambus albellus	52	BOLD:AAB1584	7/2/03	RBLE
