OTUid,TaxMethod,AlignScore,BOLDid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,species_name,CountReads,SampleID,BOLDalt
OTU653_suspect_mock_chimera,US,0.9934,BOLD:ACW6409.1,Animalia,Arthropoda,Insecta,Mantodea,NA,NA,NA,147,OahuBird.433,BOLD:ACW6409
OTU765_suspect_mock_chimera,US,0.9919,BOLD:ADC5428.1,Animalia,Arthropoda,Insecta,Psocodea,NA,NA,NA,409,OahuBird.433,BOLD:ADC5428
OTU86_suspect_mock_chimera,US,0.9715,BOLD:AAK0172.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,3230,OahuBird.433,BOLD:AAK0172
OTU923_suspect_mock_chimera,US,0.9859,BOLD:ADC5428.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,273,OahuBird.433,BOLD:ADC5428
OTU950_suspect_mock_chimera,US,0.9859,BOLD:ADC5428.1,Animalia,Arthropoda,Insecta,Psocodea,NA,NA,NA,482,OahuBird.433,BOLD:ADC5428
OTU1045,US,0.9934,BOLD:ABV2576.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,51,OahuBird.434,BOLD:ABV2576
OTU139_suspect_mock_chimera,GS,100.0,BOLD:ACA9904.7,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Cheilotrichia,Cheilotrichia stigmatica,101,OahuBird.434,BOLD:ACA9904
OTU194_suspect_mock_chimera,GS,100.0,BOLD:AAU6544.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Ormosia,Ormosia affinis,66,OahuBird.434,BOLD:AAU6544
OTU255_suspect_mock_chimera,US,0.9925,BOLD:ACN3922.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,66,OahuBird.434,BOLD:ACN3922
OTU469_suspect_mock_chimera,GS,100.0,BOLD:AAV0590.1,Animalia,Arthropoda,Arachnida,Mesostigmata,Blattisociidae,Cheiroseius,NA,52,OahuBird.434,BOLD:AAV0590
OTU54_suspect_mock_chimera,GS,97.6,BOLD:AAN0893.1,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Grammodes,Grammodes bifasciata,12927,OahuBird.434,BOLD:AAN0893
OTU743_suspect_mock_chimera,GS,100.0,BOLD:AAP7863.3,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Ampedus,Ampedus pullus,66,OahuBird.434,BOLD:AAP7863
OTU122_suspect_mock_chimera,GS,98.9,BOLD:AAL2743.2,Animalia,Arthropoda,Arachnida,Trombidiformes,Pionidae,Forelia,NA,221,OahuBird.435,BOLD:AAL2743
OTU1362_suspect_mock_chimera,US,0.9963,BOLD:ABX3434.2,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,77,OahuBird.435,BOLD:ABX3434
OTU138_suspect_mock_chimera,GS,100.0,BOLD:AAA3993.48,Animalia,Arthropoda,Insecta,Lepidoptera,Coleophoridae,Coleophora,Coleophora duplicis group,74,OahuBird.435,BOLD:AAA3993
OTU139_suspect_mock_chimera,GS,100.0,BOLD:ACA9904.7,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Cheilotrichia,Cheilotrichia stigmatica,237,OahuBird.435,BOLD:ACA9904
OTU151_suspect_mock_chimera,GS,100.0,BOLD:AAP6551.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,166,OahuBird.435,BOLD:AAP6551
OTU181_suspect_mock_chimera,GS,99.4,BOLD:ABA8393.1,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula oleracea,66,OahuBird.435,BOLD:ABA8393
OTU197_suspect_mock_chimera,GS,100.0,BOLD:ABY0004.3,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,80,OahuBird.435,BOLD:ABY0004
OTU198_suspect_mock_chimera,GS,100.0,BOLD:ACE7247.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,113,OahuBird.435,BOLD:ACE7247
OTU200_suspect_mock_chimera,SS,1.0000,BOLD:AAH3869.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,4848,OahuBird.435,BOLD:AAH3869
OTU2295_suspect_mock_chimera,GS,98.9,BOLD:AAA4646.1,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Microthyris,Microthyris prolongalis,61,OahuBird.435,BOLD:AAA4646
OTU241_suspect_mock_chimera,GS,100.0,BOLD:AAF6798.5,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Procladius,Procladius denticulatus,53,OahuBird.435,BOLD:AAF6798
OTU294_suspect_mock_chimera,GS,100.0,BOLD:ACK5957.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,59,OahuBird.435,BOLD:ACK5957
OTU316_suspect_mock_chimera,GS,98.9,BOLD:ACD9137.1,Animalia,Arthropoda,Insecta,Hemiptera,Delphacidae,Megamelus,Megamelus inflatus,60,OahuBird.435,BOLD:ACD9137
OTU379_suspect_mock_chimera,GS,100.0,BOLD:AAA0866.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Macaria,Macaria carpo,68,OahuBird.435,BOLD:AAA0866
OTU390_suspect_mock_chimera,GS,97.2,BOLD:AAI3758.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,76,OahuBird.435,BOLD:AAI3758
OTU51_suspect_mock_chimera,GS,100.0,BOLD:ABW5637.1,Animalia,Arthropoda,Arachnida,Trombidiformes,Anystidae,NA,NA,1290,OahuBird.435,BOLD:ABW5637
OTU1011,US,0.9919,BOLD:AAE7853.6,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,214,OahuBird.436,BOLD:AAE7853
OTU1055_suspect_mock_chimera,US,0.9860,BOLD:ACP2897.2,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,84,OahuBird.436,BOLD:ACP2897
OTU122_suspect_mock_chimera,GS,98.9,BOLD:AAL2743.2,Animalia,Arthropoda,Arachnida,Trombidiformes,Pionidae,Forelia,NA,76,OahuBird.436,BOLD:AAL2743
OTU207_suspect_mock_chimera,GS,98.9,BOLD:ACH6516.2,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,5701,OahuBird.436,BOLD:ACH6516
OTU2_suspect_mock_chimera,US,0.9249,BOLD:AAO4373.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,36698,OahuBird.436,BOLD:AAO4373
OTU503_suspect_mock_chimera,US,0.9715,BOLD:AAO4373.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,611,OahuBird.436,BOLD:AAO4373
OTU607_suspect_mock_chimera,SS,0.9200,BOLD:AAO4373.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,114,OahuBird.436,BOLD:AAO4373
OTU371,US,1.0000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,73,OahuBird.437,None
OTU1045,US,0.9934,BOLD:ABV2576.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,54,OahuBird.437,BOLD:ABV2576
OTU134_suspect_mock_chimera,GS,99.4,BOLD:AAF9055.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera septemtrionis,54,OahuBird.437,BOLD:AAF9055
OTU138_suspect_mock_chimera,GS,100.0,BOLD:AAA3993.48,Animalia,Arthropoda,Insecta,Lepidoptera,Coleophoridae,Coleophora,Coleophora duplicis group,142,OahuBird.437,BOLD:AAA3993
OTU139_suspect_mock_chimera,GS,100.0,BOLD:ACA9904.7,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Cheilotrichia,Cheilotrichia stigmatica,292,OahuBird.437,BOLD:ACA9904
OTU151_suspect_mock_chimera,GS,100.0,BOLD:AAP6551.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,134,OahuBird.437,BOLD:AAP6551
OTU1688_suspect_mock_chimera,GS,100.0,BOLD:AAH2764.1,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Chlaenius,Chlaenius sericeus,56,OahuBird.437,BOLD:AAH2764
OTU1801_suspect_mock_chimera,GS,98.9,BOLD:AAC0920.2,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Coleotechnites,Coleotechnites atrupictella,66,OahuBird.437,BOLD:AAC0920
OTU194_suspect_mock_chimera,GS,100.0,BOLD:AAU6544.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Ormosia,Ormosia affinis,66,OahuBird.437,BOLD:AAU6544
OTU197_suspect_mock_chimera,GS,100.0,BOLD:ABY0004.3,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,78,OahuBird.437,BOLD:ABY0004
OTU210_suspect_mock_chimera,GS,100.0,BOLD:AAC6102.1,Animalia,Arthropoda,Insecta,Lepidoptera,Blastobasidae,Pigritia,NA,92,OahuBird.437,BOLD:AAC6102
OTU2234_suspect_mock_chimera,GS,98.2,BOLD:AAL2743.3,Animalia,Arthropoda,Arachnida,Trombidiformes,Pionidae,Forelia,NA,66,OahuBird.437,BOLD:AAL2743
OTU2295_suspect_mock_chimera,GS,98.9,BOLD:AAA4646.1,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Microthyris,Microthyris prolongalis,115,OahuBird.437,BOLD:AAA4646
OTU231_suspect_mock_chimera,GS,100.0,BOLD:AAG2348.1,Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Lixophaga,NA,65,OahuBird.437,BOLD:AAG2348
OTU241_suspect_mock_chimera,GS,100.0,BOLD:AAF6798.5,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Procladius,Procladius denticulatus,78,OahuBird.437,BOLD:AAF6798
OTU385_suspect_mock_chimera,GS,100.0,BOLD:ACL1629.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,61,OahuBird.437,BOLD:ACL1629
OTU526_suspect_mock_chimera,GS,100.0,BOLD:AAB1002.2,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Euparthenos,Euparthenos nubilis,61,OahuBird.437,BOLD:AAB1002
OTU620_suspect_mock_chimera,SS,1.0000,BOLD:ACW7589.1,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,576,OahuBird.437,BOLD:ACW7589
OTU837_suspect_mock_chimera,US,1.0000,BOLD:AAI4173.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,58,OahuBird.437,BOLD:AAI4173
OTU371,US,1.0000,None,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,81,OahuBird.438,None
OTU10_suspect_mock_chimera,US,0.9934,BOLD:ACO9170.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,8951,OahuBird.438,BOLD:ACO9170
OTU122_suspect_mock_chimera,GS,98.9,BOLD:AAL2743.2,Animalia,Arthropoda,Arachnida,Trombidiformes,Pionidae,Forelia,NA,160,OahuBird.438,BOLD:AAL2743
OTU127_suspect_mock_chimera,GS,100.0,BOLD:ACQ6990.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,NA,83,OahuBird.438,BOLD:ACQ6990
OTU138_suspect_mock_chimera,GS,100.0,BOLD:AAA3993.48,Animalia,Arthropoda,Insecta,Lepidoptera,Coleophoridae,Coleophora,Coleophora duplicis group,144,OahuBird.438,BOLD:AAA3993
OTU139_suspect_mock_chimera,GS,100.0,BOLD:ACA9904.7,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Cheilotrichia,Cheilotrichia stigmatica,157,OahuBird.438,BOLD:ACA9904
OTU154_suspect_mock_chimera,GS,100.0,BOLD:AAH2433.1,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Athous,Athous acanthus,112,OahuBird.438,BOLD:AAH2433
OTU157_suspect_mock_chimera,GS,100.0,BOLD:AAW2980.1,Animalia,Arthropoda,Arachnida,Araneae,Desidae,Badumna,Badumna longinqua,1669,OahuBird.438,BOLD:AAW2980
OTU181_suspect_mock_chimera,GS,99.4,BOLD:ABA8393.1,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula oleracea,95,OahuBird.438,BOLD:ABA8393
OTU182_suspect_mock_chimera,GS,100.0,BOLD:AAG8670.1,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Phytocoris,NA,57,OahuBird.438,BOLD:AAG8670
OTU198_suspect_mock_chimera,GS,100.0,BOLD:ACE7247.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,72,OahuBird.438,BOLD:ACE7247
OTU2175_suspect_mock_chimera,GS,100.0,BOLD:AAB5046.2,Animalia,Arthropoda,Insecta,Lepidoptera,Schreckensteiniidae,Schreckensteinia,Schreckensteinia festaliella,980,OahuBird.438,BOLD:AAB5046
OTU225_suspect_mock_chimera,SS,1.0000,BOLD:ABZ0224.1,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,5359,OahuBird.438,BOLD:ABZ0224
OTU231_suspect_mock_chimera,GS,100.0,BOLD:AAG2348.1,Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Lixophaga,NA,86,OahuBird.438,BOLD:AAG2348
OTU2_suspect_mock_chimera,US,0.9249,BOLD:AAO4373.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,12857,OahuBird.438,BOLD:AAO4373
OTU3855_suspect_mock_chimera,GS,97.3,BOLD:ACF5304.2,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Lacinipolia,Lacinipolia dimocki,1629,OahuBird.438,BOLD:ACF5304
OTU389_suspect_mock_chimera,GS,97.8,BOLD:AAB0223.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,53,OahuBird.438,BOLD:AAB0223
OTU503_suspect_mock_chimera,US,0.9715,BOLD:AAO4373.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,81,OahuBird.438,BOLD:AAO4373
OTU50_suspect_mock_chimera,GS,100.0,BOLD:AAD8276.1,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Allograpta,Allograpta obliqua,7011,OahuBird.438,BOLD:AAD8276
OTU607_suspect_mock_chimera,SS,0.9200,BOLD:AAO4373.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,90,OahuBird.438,BOLD:AAO4373
OTU219,SS,1.0000,BOLD:AAV1596.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,1290,OahuBird.439,BOLD:AAV1596
OTU1376,US,0.9919,BOLD:AAM6166.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,141,OahuBird.439,BOLD:AAM6166
OTU1050_suspect_mock_chimera,GS,97.8,BOLD:ACN6061.1,Animalia,Arthropoda,Insecta,Lepidoptera,Xyloryctidae,Tymbophora,Tymbophora peltastis,149,OahuBird.439,BOLD:ACN6061
OTU107_suspect_mock_chimera,SS,0.9700,BOLD:ACK4241.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,194,OahuBird.439,BOLD:ACK4241
OTU10_suspect_mock_chimera,US,0.9934,BOLD:ACO9170.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,131082,OahuBird.439,BOLD:ACO9170
OTU1105_suspect_mock_chimera,SS,0.9000,BOLD:AAO4373.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,383,OahuBird.439,BOLD:AAO4373
OTU119_suspect_mock_chimera,US,0.9885,BOLD:ABX3434.2,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,96,OahuBird.439,BOLD:ABX3434
OTU1287_suspect_mock_chimera,SS,0.9100,BOLD:AAO4373.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,178,OahuBird.439,BOLD:AAO4373
OTU139_suspect_mock_chimera,GS,100.0,BOLD:ACA9904.7,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Cheilotrichia,Cheilotrichia stigmatica,68,OahuBird.439,BOLD:ACA9904
OTU157_suspect_mock_chimera,GS,100.0,BOLD:AAW2980.1,Animalia,Arthropoda,Arachnida,Araneae,Desidae,Badumna,Badumna longinqua,174,OahuBird.439,BOLD:AAW2980
OTU2_suspect_mock_chimera,US,0.9249,BOLD:AAO4373.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,62953,OahuBird.439,BOLD:AAO4373
OTU38_suspect_mock_chimera,SS,1.0000,BOLD:ABV4420.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,146013,OahuBird.439,BOLD:ABV4420
OTU390_suspect_mock_chimera,GS,97.2,BOLD:AAI3758.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,1190,OahuBird.439,BOLD:AAI3758
OTU503_suspect_mock_chimera,US,0.9715,BOLD:AAO4373.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,517,OahuBird.439,BOLD:AAO4373
OTU806_suspect_mock_chimera,US,0.9803,BOLD:AAB0272.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,359,OahuBird.439,BOLD:AAB0272
OTU839_suspect_mock_chimera,US,0.9919,BOLD:ACR1749.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,88,OahuBird.439,BOLD:ACR1749
OTU2407,US,0.9715,BOLD:AAO4373.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,210,OahuBird.440,BOLD:AAO4373
OTU105_suspect_mock_chimera,SS,1.0000,BOLD:ACN7793.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,19620,OahuBird.440,BOLD:ACN7793
OTU10_suspect_mock_chimera,US,0.9934,BOLD:ACO9170.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,15509,OahuBird.440,BOLD:ACO9170
OTU1170_suspect_mock_chimera,US,0.9844,BOLD:AAO4373.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,8333,OahuBird.440,BOLD:AAO4373
OTU119_suspect_mock_chimera,US,0.9885,BOLD:ABX3434.2,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,96,OahuBird.440,BOLD:ABX3434
OTU122_suspect_mock_chimera,GS,98.9,BOLD:AAL2743.2,Animalia,Arthropoda,Arachnida,Trombidiformes,Pionidae,Forelia,NA,277,OahuBird.440,BOLD:AAL2743
OTU134_suspect_mock_chimera,GS,99.4,BOLD:AAF9055.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera septemtrionis,73,OahuBird.440,BOLD:AAF9055
OTU1362_suspect_mock_chimera,US,0.9963,BOLD:ABX3434.2,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,137,OahuBird.440,BOLD:ABX3434
OTU138_suspect_mock_chimera,GS,100.0,BOLD:AAA3993.48,Animalia,Arthropoda,Insecta,Lepidoptera,Coleophoridae,Coleophora,Coleophora duplicis group,245,OahuBird.440,BOLD:AAA3993
OTU139_suspect_mock_chimera,GS,100.0,BOLD:ACA9904.7,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Cheilotrichia,Cheilotrichia stigmatica,356,OahuBird.440,BOLD:ACA9904
OTU1435_suspect_mock_chimera,US,0.9715,BOLD:ACA7667.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,88,OahuBird.440,BOLD:ACA7667
OTU151_suspect_mock_chimera,GS,100.0,BOLD:AAP6551.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,269,OahuBird.440,BOLD:AAP6551
OTU154_suspect_mock_chimera,GS,100.0,BOLD:AAH2433.1,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Athous,Athous acanthus,54,OahuBird.440,BOLD:AAH2433
OTU1801_suspect_mock_chimera,GS,98.9,BOLD:AAC0920.2,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Coleotechnites,Coleotechnites atrupictella,73,OahuBird.440,BOLD:AAC0920
OTU181_suspect_mock_chimera,GS,99.4,BOLD:ABA8393.1,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,Tipula oleracea,149,OahuBird.440,BOLD:ABA8393
OTU182_suspect_mock_chimera,GS,100.0,BOLD:AAG8670.1,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Phytocoris,NA,169,OahuBird.440,BOLD:AAG8670
OTU194_suspect_mock_chimera,GS,100.0,BOLD:AAU6544.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Ormosia,Ormosia affinis,94,OahuBird.440,BOLD:AAU6544
OTU195_suspect_mock_chimera,GS,100.0,BOLD:AAL7322.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,89,OahuBird.440,BOLD:AAL7322
OTU198_suspect_mock_chimera,GS,100.0,BOLD:ACE7247.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,125,OahuBird.440,BOLD:ACE7247
OTU2295_suspect_mock_chimera,GS,98.9,BOLD:AAA4646.1,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Microthyris,Microthyris prolongalis,52,OahuBird.440,BOLD:AAA4646
OTU241_suspect_mock_chimera,GS,100.0,BOLD:AAF6798.5,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Procladius,Procladius denticulatus,67,OahuBird.440,BOLD:AAF6798
OTU288_suspect_mock_chimera,GS,100.0,BOLD:AAA3659.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Pandemis,Pandemis limitata,122,OahuBird.440,BOLD:AAA3659
OTU294_suspect_mock_chimera,GS,100.0,BOLD:ACK5957.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,83,OahuBird.440,BOLD:ACK5957
OTU300_suspect_mock_chimera,GS,100.0,BOLD:ACD2293.1,Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,NA,NA,74,OahuBird.440,BOLD:ACD2293
OTU316_suspect_mock_chimera,GS,98.9,BOLD:ACD9137.1,Animalia,Arthropoda,Insecta,Hemiptera,Delphacidae,Megamelus,Megamelus inflatus,149,OahuBird.440,BOLD:ACD9137
OTU317_suspect_mock_chimera,GS,100.0,BOLD:ACM3087.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,62,OahuBird.440,BOLD:ACM3087
OTU324_suspect_mock_chimera,GS,100.0,BOLD:AAN5165.1,Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,Forcipomyia,NA,52,OahuBird.440,BOLD:AAN5165
OTU423_suspect_mock_variant,GS,99.4,BOLD:AAB1169.1,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Eumorpha,Eumorpha vitis,67,OahuBird.440,BOLD:AAB1169
OTU443_suspect_mock_chimera,US,0.9844,BOLD:AAP9032.4,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,53,OahuBird.440,BOLD:AAP9032
OTU450_suspect_mock_chimera,US,0.9885,BOLD:ACG3825.1,Animalia,Arthropoda,Diplopoda,Chordeumatida,NA,NA,NA,78,OahuBird.440,BOLD:ACG3825
OTU482_suspect_mock_chimera,GS,100.0,BOLD:ACM9486.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Ablabesmyia,NA,59,OahuBird.440,BOLD:ACM9486
OTU487_suspect_mock_chimera,GS,100.0,BOLD:AAF9064.3,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Elephantomyia,Elephantomyia westwoodi,113,OahuBird.440,BOLD:AAF9064
OTU494_suspect_mock_chimera,GS,100.0,BOLD:AAU7327.1,Animalia,Arthropoda,Insecta,Coleoptera,Mycetophagidae,Litargus,Litargus tetraspilotus,67,OahuBird.440,BOLD:AAU7327
OTU498_suspect_mock_chimera,GS,99.4,BOLD:AAG2369.1,Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Strongygaster,NA,57,OahuBird.440,BOLD:AAG2369
OTU513_suspect_mock_chimera,GS,98.9,BOLD:AAH4593.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,61,OahuBird.440,BOLD:AAH4593
OTU524_suspect_mock_chimera,US,0.9249,BOLD:AAO4373.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,1045,OahuBird.440,BOLD:AAO4373
OTU607_suspect_mock_chimera,SS,0.9200,BOLD:AAO4373.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,9078,OahuBird.440,BOLD:AAO4373
OTU837_suspect_mock_chimera,US,1.0000,BOLD:AAI4173.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,128,OahuBird.440,BOLD:AAI4173
OTU91_suspect_mock_chimera,GSL,97.2,BOLD:AAA7002.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,NA,NA,1560,OahuBird.440,BOLD:AAA7002
OTU946_suspect_mock_chimera,US,0.9546,BOLD:AAO4373.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,213,OahuBird.440,BOLD:AAO4373
OTU130,SS,0.9900,BOLD:ACP3810.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,8505,OahuBird.441,BOLD:ACP3810
OTU1140,US,0.9967,BOLD:ACN9083.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,59,OahuBird.441,BOLD:ACN9083
OTU1666,SS,0.9800,BOLD:AAN8775.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,58,OahuBird.441,BOLD:AAN8775
OTU10_suspect_mock_chimera,US,0.9934,BOLD:ACO9170.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,97098,OahuBird.441,BOLD:ACO9170
OTU1105_suspect_mock_chimera,SS,0.9000,BOLD:AAO4373.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,61,OahuBird.441,BOLD:AAO4373
OTU138_suspect_mock_chimera,GS,100.0,BOLD:AAA3993.48,Animalia,Arthropoda,Insecta,Lepidoptera,Coleophoridae,Coleophora,Coleophora duplicis group,53,OahuBird.441,BOLD:AAA3993
OTU139_suspect_mock_chimera,GS,100.0,BOLD:ACA9904.7,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Cheilotrichia,Cheilotrichia stigmatica,94,OahuBird.441,BOLD:ACA9904
OTU15_suspect_mock_chimera,US,0.9967,BOLD:ACP5902.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,5747,OahuBird.441,BOLD:ACP5902
OTU2_suspect_mock_chimera,US,0.9249,BOLD:AAO4373.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,20823,OahuBird.441,BOLD:AAO4373
OTU390_suspect_mock_chimera,GS,97.2,BOLD:AAI3758.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,1120,OahuBird.441,BOLD:AAI3758
OTU420_suspect_mock_chimera,SS,1.0000,BOLD:ACG2559.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,1422,OahuBird.441,BOLD:ACG2559
OTU503_suspect_mock_chimera,US,0.9715,BOLD:AAO4373.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,417,OahuBird.441,BOLD:AAO4373
OTU51_suspect_mock_chimera,GS,100.0,BOLD:ABW5637.1,Animalia,Arthropoda,Arachnida,Trombidiformes,Anystidae,NA,NA,3282,OahuBird.441,BOLD:ABW5637
OTU577_suspect_mock_chimera,US,0.9715,BOLD:AAH6549.3,Animalia,Arthropoda,Arachnida,Trombidiformes,NA,NA,NA,87,OahuBird.441,BOLD:AAH6549
OTU607_suspect_mock_chimera,SS,0.9200,BOLD:AAO4373.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,225,OahuBird.441,BOLD:AAO4373
OTU119_suspect_mock_chimera,US,0.9885,BOLD:ABX3434.2,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,738,OahuBird.442,BOLD:ABX3434
