#OTU ID	72717EgnerPoolB1	72717EgnerPoolB2	72717EgnerPoolB3	72717EgnerPoolB4	72717HBPoolB1	72717HBPoolB2	72717HBPoolB3	72717HBPoolB4	72717HBPoolC1	72717HBPoolC2	72717HBPoolC3	72717HBPoolC4	91517HBPoolD1	91517HBPoolD2	91517HBPoolD3	91517HBPoolD4	6212017EGA1	6212017EGA2	6212017EGA3	6212017EGA4	6212017EGB1	6212017EGB2	6212017EGB3	6212017EGB4	6212017EGB5	6212017EGB6	6212017EGB7	6212017EGB8	6212017EGB9	6212017EGB10	6212017EGC1	6212017EGC2	6212017EGC3	6212017EGC4	6212017EGC5	6212017EGC6	6212017EGC7	6212017EGC8	6212017EGC9	6212017EGC10	6212017EGD1	6212017EGD2	6212017EGD3	6212017EGD4	6212017EGD5	6212017EGD6	6212017EGD7	6212017EGD8	6212017EGD9	6212017EGD10	6212017EgnerPoolC1	6212017EgnerPoolC2	6212017EgnerPoolC3	6212017EgnerPoolC4	6212017EgnerPoolD1	6212017EgnerPoolD2	6212017EgnerPoolD3	6212017EgnerPoolD4	6212017HBA1	6212017HBA2	6212017HBA3	6212017HBA4	6212017HBA5	6212017HBA6	6212017HBA7	6212017HBA8	6212017HBA9	6212017HBA10	6212017HBB1	6212017HBB2	6212017HBB3	6212017HBB4	6212017HBB5	6212017HBB6	6212017HBB7	6212017HBB8	6212017HBB9	6212017HBB10	6212017HBC1	6212017HBC2	6212017HBC3	6212017HBC4	6212017HBC5	6212017HBC6	6212017HBC7	6212017HBC8	6212017HBC9	6212017HBC10	6212017HBD1	6212017HBD2	6212017HBD3	6212017HBD4	6212017HBD5	6212017HBD6	6212017HBD7	6212017HBD8	6212017HBD9	6212017HBD10	6212017HBPoolA1	6212017HBPoolA2	6212017HBPoolA3	6212017HBPoolA4	6212017HBPoolB1	6212017HBPoolB2	6212017HBPoolB3	6212017HBPoolB4	6212017HBPoolC1	6212017HBPoolC2	6212017HBPoolC3	6212017HBPoolC4	6212017HBPoolD1	6212017HBPoolD2	6212017HBPoolD3	6212017HBPoolD4	7272017EGA1	7272017EGA2	7272017EGA3	7272017EGA4	7272017EGA5	7272017EGB1	7272017EGB2	7272017EGB3	7272017EGB4	7272017EGB5	7272017EGB6	7272017EGB7	7272017EGB8	7272017EGB9	7272017EGB10	7272017EGC1	7272017EGC2	7272017EGC3	7272017EGC4	7272017EGC5	7272017EGC6	7272017EGC7	7272017EGC8	7272017EGC9	7272017EGC10	7272017EGD1	7272017EGD2	7272017EGD3	7272017EGD4	7272017EGD5	7272017EGD6	7272017EGD7	7272017EGD8	7272017EGD9	7272017EGD10	7272017EgnerPoolC1	7272017EgnerPoolC2	7272017EgnerPoolC3	7272017EgnerPoolC4	7272017EgnerPoolD1	7272017EgnerPoolD2	7272017EgnerPoolD3	7272017EgnerPoolD4	7272017HBA1	7272017HBA2	7272017HBA3	7272017HBA4	7272017HBA5	7272017HBA6	7272017HBA7	7272017HBA8	7272017HBA9	7272017HBA10	7272017HBB1	7272017HBB2	7272017HBB3	7272017HBB4	7272017HBB5	7272017HBB6	7272017HBB7	7272017HBB8	7272017HBB9	7272017HBB10	7272017HBC1	7272017HBC2	7272017HBC3	7272017HBC4	7272017HBC5	7272017HBC6	7272017HBC9	7272017HBC10	7272017HBD1	7272017HBD2	7272017HBD3	7272017HBD4	7272017HBD5	7272017HBD6	7272017HBD7	7272017HBD8	7272017HBD9	7272017HBD10	7272017HBPoolA1	7272017HBPoolA2	7272017HBPoolA3	7272017HBPoolA4	7272017HBPoolD1	7272017HBPoolD2	7272017HBPoolD3	7272017HBPoolD4	9152017EGA1	9152017EGA2	9152017EGA3	9152017EGA4	9152017EGA5	9152017EGA6	9152017EGA7	9152017EGB5	9152017EGB6	9152017EGB7	9152017EGB8	9152017EGB9	9152017EGB10	9152017EGC1	9152017EGC2	9152017EGC3	9152017EGC4	9152017EGC5	9152017EGC6	9152017EGC7	9152017EGC8	9152017EGC9	9152017EGC10	9152017EGD5	9152017EGD6	9152017EGD7	9152017EGD9	9152017EGD10	9152017EgnerB1	9152017EgnerB2	9152017EgnerB3	9152017EgnerB4	9152017EgnerD1	9152017EgnerD2	9152017EgnerD3	9152017EgnerD4	9152017EgnerPoolB1	9152017EgnerPoolB2	9152017EgnerPoolB3	9152017EgnerPoolB4	9152017EgnerPoolC1	9152017EgnerPoolC2	9152017EgnerPoolC3	9152017EgnerPoolC4	9152017EgnerPoolD1	9152017EgnerPoolD2	9152017EgnerPoolD3	9152017EgnerPoolD4	9152017HBA1	9152017HBA2	9152017HBA3	9152017HBA4	9152017HBA5	9152017HBA6	9152017HBA7	9152017HBA8	9152017HBA9	9152017HBA10	9152017HBB1	9152017HBB2	9152017HBB3	9152017HBB4	9152017HBB5	9152017HBB6	9152017HBB7	9152017HBB8	9152017HBB9	9152017HBB10	9152017HBD1	9152017HBD2	9152017HBD3	9152017HBD4	9152017HBD5	9152017HBD6	9152017HBD7	9152017HBD8	9152017HBD9	9152017HBD10	9152017HBPoolA1	9152017HBPoolA2	9152017HBPoolA3	9152017HBPoolA4	9152017HBPoolB1	9152017HBPoolB2	9152017HBPoolB3	9152017HBPoolB4	ExtractionNTC1S1	ExtractionNTC2S10	ExtractionNTC3S19	ExtractionNTC4S28	ExtractionNTC7S55	ExtractionNTC8S64	ExtractionNTC11S115	ExtractionNTC15S151	blankS39	Taxonomy
OTU83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10819	0	0	0	0	0	0	0	0	208	0	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	67	0	0	0	0	0	0	0	0	0	0	1111	0	0	360	GS|95.8|BOLD:AAE4749;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Agromyzidae,g:Phytomyza,s:Phytomyza ilicicola
OTU84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	746	0	0	2499	0	0	0	0	0	0	0	449	0	0	0	0	0	3804	1379	0	0	0	633	0	0	5164	0	42	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	270	0	0	0	482	0	0	0	0	0	0	0	1320	0	0	0	0	0	0	0	0	0	0	0	0	0	970	1705	1804	1538	0	0	0	0	0	0	0	0	0	GS|95.1|BOLD:AAZ1391;k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera
OTU85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6860	0	0	0	0	0	0	0	0	0	0	42	0	594	2201	2176	2256	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	775	829	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|81.8|BOLD:ACY6754;k:Animalia,p:Arthropoda,c:Insecta,o:Hemiptera
OTU86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|0.0|None;No hit
OTU87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	649	0	0	0	0	121	0	0	16	0	493	0	18	26	1353	398	789	732	951	0	529	38	0	0	916	0	0	577	114	18	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	16	60	0	0	45	0	0	0	0	0	0	0	0	347	0	0	133	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	41	0	0	42	0	0	0	0	415	0	0	0	0	0	0	0	0	33	0	0	0	101	0	725	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3060	0	0	0	0	0	0	0	0	23	36	0	0	0	511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|71.5|BOLD:ABX7978;k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera
OTU88	28	0	21	148	51	0	104	38	0	0	55	36	0	0	0	16	0	0	0	18	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	270	0	0	0	0	0	1058	0	109	0	0	0	0	10	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	34	35	178	66	0	407	788	12	91	0	208	211	0	316	0	0	108	16	0	0	0	134	1219	0	305	593	22	0	638	160	69	94	414	72	170	1930	0	0	0	34	0	96	1356	0	558	0	0	0	0	1388	0	0	0	338	768	0	95	46	0	0	0	0	35	0	0	0	0	545	178	0	0	0	0	284	1622	113	0	0	552	0	0	0	0	0	0	0	0	0	0	0	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	GS|100.0|BOLD:AAE0434;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Culicidae,g:Uranotaenia,s:Uranotaenia sapphirina
OTU89	0	0	0	65	971	435	740	1013	0	63	0	0	0	0	17	0	0	0	0	0	67	153	0	0	36	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1031	0	0	0	0	0	0	0	0	0	0	0	2243	0	0	0	0	558	0	0	0	33	29	40	0	187	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	793	32	0	0	0	0	0	0	196	0	0	0	0	0	0	0	2573	0	0	0	0	0	0	0	90	0	750	0	0	0	0	0	0	1690	0	38	0	0	0	0	0	0	0	2024	0	0	0	538	0	0	0	0	0	75	0	52	0	0	0	0	668	1026	3218	1406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0	0	0	0	311	0	0	48	0	387	0	0	0	0	0	0	0	0	292	436	464	332	0	0	0	0	0	0	0	0	0	GS|95.6|BOLD:AAF9066;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera,f:Tipulidae
OTU90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1265	11371	437	94	0	0	0	0	0	0	0	1150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|96.4|BOLD:ABX5436;k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera,f:Curculionidae
OTU91	0	0	0	0	0	0	0	0	758	950	696	329	4215	3012	59	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	60	39	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	872	1952	1420	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|99.4|BOLD:AAU8053;k:Animalia,p:Arthropoda,c:Malacostraca,o:Isopoda,f:Armadillidiidae,g:Armadillidium,s:Armadillidium nasatum
OTU92	0	51	146	0	0	0	0	0	0	186	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1017	0	210	0	0	0	0	2357	0	157	0	0	0	0	0	0	2580	2029	8615	2458	0	0	0	0	0	0	548	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GSL|96.8|BOLD:ABZ9594;k:Animalia,p:Arthropoda,c:Insecta,o:Lepidoptera
OTU93	0	0	0	0	33	0	0	0	0	0	0	0	0	155	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	215	3651	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	232	159	701	267	373	0	89	0	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	955	0	0	0	0	1403	0	216	206	0	0	95	0	0	0	0	104	0	0	955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	37	166	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|89.3|BOLD:AAH9491;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
OTU94	0	0	0	0	0	0	0	0	53	342	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	8614	0	0	0	0	0	0	0	0	2581	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|81.2|BOLD:ACL8350;k:Animalia,p:Arthropoda,c:Arachnida,o:Mesostigmata,f:Laelapidae
OTU95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|95.2|BOLD:ACY1652;k:Animalia,p:Arthropoda,c:Insecta,o:Coleoptera
OTU96	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	715	0	0	92	GS|88.5|BOLD:ACM0441;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera,f:Braconidae
OTU97	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453	25	0	0	0	137	4579	0	0	385	0	0	1101	60	24	104	0	494	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	109	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	718	2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	437	0	0	0	0	0	0	40	0	0	0	0	0	0	0	38	0	0	43	0	0	0	0	0	0	0	160	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	0	0	1627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|94.5|BOLD:AAB7934;k:Animalia,p:Arthropoda,c:Arachnida,o:Araneae,f:Araneidae,g:Eustala,s:Eustala emertoni
OTU98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|85.1|BOLD:ACM0212;k:Animalia,p:Arthropoda,c:Insecta,o:Hymenoptera,f:Braconidae,g:Glyptapanteles
OTU99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	443	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	53	0	0	126	525	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	99	0	0	114	0	0	0	0	0	0	234	0	0	543	0	0	0	0	0	0	633	0	0	193	448	0	0	0	0	0	0	0	64	0	0	0	0	0	93	0	116	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9266	0	0	0	0	0	0	0	0	0	0	0	270	4673	0	0	0	0	2192	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	137	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	619	0	0	0	0	0	0	0	95	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|72.2|BOLD:ACJ5161;k:Animalia,p:Arthropoda,c:Insecta,o:Diptera
