tagID	OTUid	OTU_identifier	kingdom_name	phylum_name	class_name	order_name	family_name	genus_name	species_name	Site	Date	WOY	BatTagID	BatSpecies	Sex	Age	ReproStat	SiteWeek
bri16.0109	OTU326	BOLD:ACA3028	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	unknown	unknown	ACA	8/26/16	35	DEY3812	MYLU	M	J	NR	ACA 35
bri16.0109	OTU253	BOLD:ACA4013	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Dryocoetes	Dryocoetes affaber	ACA	8/26/16	35	DEY3812	MYLU	M	J	NR	ACA 35
bri16.0109	OTU443	BOLD:ACL7552	Animalia	Arthropoda	Arachnida	Trombidiformes	Arrenuridae	unknown	unknown	ACA	8/26/16	35	DEY3812	MYLU	M	J	NR	ACA 35
bri16.0109	OTU81	BOLD:ACL8561	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	unknown	unknown	ACA	8/26/16	35	DEY3812	MYLU	M	J	NR	ACA 35
bri16.0109	OTU429	BOLD:ACM2489	Animalia	Arthropoda	Arachnida	Mesostigmata	Blattisociidae	unknown	unknown	ACA	8/26/16	35	DEY3812	MYLU	M	J	NR	ACA 35
bri16.0109	OTU103	BOLD:ACN3115	Animalia	Arthropoda	Insecta	Coleoptera	Melandryidae	unknown	unknown	ACA	8/26/16	35	DEY3812	MYLU	M	J	NR	ACA 35
bri16.0110	OTU267	BOLD:AAA7661	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culiseta	Culiseta melanura	ACA	8/26/16	35	DEY3813	MYLE	F	A	PL	ACA 35
bri16.0110	OTU283	BOLD:AAB7772	Animalia	Arthropoda	Insecta	Lepidoptera	Gelechiidae	Dichomeris	Dichomeris punctipennella	ACA	8/26/16	35	DEY3813	MYLE	F	A	PL	ACA 35
bri16.0110	OTU31	BOLD:AAC6102	Animalia	Arthropoda	Insecta	Lepidoptera	Blastobasidae	Pigritia	unknown	ACA	8/26/16	35	DEY3813	MYLE	F	A	PL	ACA 35
bri16.0110	OTU167	BOLD:AAD4902	Animalia	Arthropoda	Insecta	Lepidoptera	Gelechiidae	Chionodes	unknown	ACA	8/26/16	35	DEY3813	MYLE	F	A	PL	ACA 35
bri16.0110	OTU668	BOLD:AAG5219	Animalia	Arthropoda	Insecta	Coleoptera	Anthribidae	Euparius	Euparius marmoreus	ACA	8/26/16	35	DEY3813	MYLE	F	A	PL	ACA 35
bri16.0110	OTU117	BOLD:AAU7327	Animalia	Arthropoda	Insecta	Coleoptera	Mycetophagidae	Litargus	Litargus tetraspilotus	ACA	8/26/16	35	DEY3813	MYLE	F	A	PL	ACA 35
bri16.0110	OTU221	BOLD:ABZ2214	Animalia	Arthropoda	Insecta	Trichoptera	Limnephilidae	Ironoquia	Ironoquia punctatissima	ACA	8/26/16	35	DEY3813	MYLE	F	A	PL	ACA 35
bri16.0110	OTU253	BOLD:ACA4013	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Dryocoetes	Dryocoetes affaber	ACA	8/26/16	35	DEY3813	MYLE	F	A	PL	ACA 35
bri16.0110	OTU228	BOLD:ACE4734	Animalia	Arthropoda	Insecta	Lepidoptera	Erebidae	Idia	Idia rotundalis	ACA	8/26/16	35	DEY3813	MYLE	F	A	PL	ACA 35
bri16.0111	OTU267	BOLD:AAA7661	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culiseta	Culiseta melanura	ACA	8/26/16	35	DEY3814	MYLU	M	J	NR	ACA 35
bri16.0111	OTU684	BOLD:AAB2563	Animalia	Arthropoda	Arachnida	Araneae	Clubionidae	Clubiona	Clubiona canadensis	ACA	8/26/16	35	DEY3814	MYLU	M	J	NR	ACA 35
bri16.0111	OTU354	BOLD:AAB7030	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Chironomus	unknown	ACA	8/26/16	35	DEY3814	MYLU	M	J	NR	ACA 35
bri16.0111	OTU34	BOLD:AAC0920	Animalia	Arthropoda	Insecta	Lepidoptera	Gelechiidae	Coleotechnites	Coleotechnites atrupictella	ACA	8/26/16	35	DEY3814	MYLU	M	J	NR	ACA 35
bri16.0111	OTU292	BOLD:AAG2355	Animalia	Arthropoda	Insecta	Diptera	Tachinidae	Strongygaster	Strongygaster triangulifera	ACA	8/26/16	35	DEY3814	MYLU	M	J	NR	ACA 35
bri16.0111	OTU116	BOLD:AAG2369	Animalia	Arthropoda	Insecta	Diptera	Tachinidae	Strongygaster	unknown	ACA	8/26/16	35	DEY3814	MYLU	M	J	NR	ACA 35
bri16.0111	OTU561	BOLD:AAG2646	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Procladius	unknown	ACA	8/26/16	35	DEY3814	MYLU	M	J	NR	ACA 35
bri16.0111	OTU23	BOLD:AAG8670	Animalia	Arthropoda	Insecta	Hemiptera	Miridae	Phytocoris	unknown	ACA	8/26/16	35	DEY3814	MYLU	M	J	NR	ACA 35
bri16.0111	OTU636	BOLD:AAH5396	Animalia	Arthropoda	Insecta	Lepidoptera	unknown	unknown	unknown	ACA	8/26/16	35	DEY3814	MYLU	M	J	NR	ACA 35
bri16.0111	OTU29	BOLD:AAL7322	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	unknown	unknown	ACA	8/26/16	35	DEY3814	MYLU	M	J	NR	ACA 35
bri16.0111	OTU768	BOLD:AAN6618	Animalia	Arthropoda	Arachnida	Trombidiformes	unknown	unknown	unknown	ACA	8/26/16	35	DEY3814	MYLU	M	J	NR	ACA 35
bri16.0111	OTU165	BOLD:AAU7169	Animalia	Arthropoda	Insecta	Coleoptera	Scirtidae	Cyphon	unknown	ACA	8/26/16	35	DEY3814	MYLU	M	J	NR	ACA 35
bri16.0111	OTU126	BOLD:ACL1629	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	unknown	unknown	ACA	8/26/16	35	DEY3814	MYLU	M	J	NR	ACA 35
bri16.0111	OTU793	BOLD:ACL3651	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	unknown	unknown	ACA	8/26/16	35	DEY3814	MYLU	M	J	NR	ACA 35
bri16.0111	OTU97	BOLD:ACM9486	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Ablabesmyia	unknown	ACA	8/26/16	35	DEY3814	MYLU	M	J	NR	ACA 35
bri16.0111	OTU737	CFMR:IM3	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes vexans	ACA	8/26/16	35	DEY3814	MYLU	M	J	NR	ACA 35
bri16.0113	OTU178_suspect_mock_chimera	BOLD:AAA2634	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Euxoa	Euxoa messoria	ACA	8/26/16	35	DEY3815	MYLU	F	A	NR	ACA 35
bri16.0113	OTU70	BOLD:AAG4943	Animalia	Arthropoda	Insecta	Diptera	Keroplatidae	unknown	unknown	ACA	8/26/16	35	DEY3815	MYLU	F	A	NR	ACA 35
bri16.0113	OTU62	BOLD:AAG5457	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	unknown	unknown	ACA	8/26/16	35	DEY3815	MYLU	F	A	NR	ACA 35
bri16.0113	OTU327	BOLD:AAM6295	Animalia	Arthropoda	Insecta	Diptera	Chaoboridae	unknown	unknown	ACA	8/26/16	35	DEY3815	MYLU	F	A	NR	ACA 35
bri16.0113	OTU2	BOLD:AAN5882	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Erioptera	Erioptera caliptera	ACA	8/26/16	35	DEY3815	MYLU	F	A	NR	ACA 35
bri16.0114	OTU552	BOLD:AAA1524	Animalia	Arthropoda	Insecta	Trichoptera	Leptoceridae	Oecetis	Oecetis inconspicua	ACA	8/28/16	35	DEY3817	MYLE	F	J	NR	ACA 35
bri16.0114	OTU516	BOLD:AAA5695	Animalia	Arthropoda	Insecta	Trichoptera	Hydropsychidae	Cheumatopsyche	Cheumatopsyche analis	ACA	8/28/16	35	DEY3817	MYLE	F	J	NR	ACA 35
bri16.0114	OTU62	BOLD:AAG5457	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	unknown	unknown	ACA	8/28/16	35	DEY3817	MYLE	F	J	NR	ACA 35
bri16.0114	OTU332	BOLD:AAG7261	Animalia	Arthropoda	Insecta	Coleoptera	Scirtidae	Cyphon	Cyphon variabilis	ACA	8/28/16	35	DEY3817	MYLE	F	J	NR	ACA 35
bri16.0114	OTU268	BOLD:AAG8483	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Xenochironomus	Xenochironomus xenolabis	ACA	8/28/16	35	DEY3817	MYLE	F	J	NR	ACA 35
bri16.0114	OTU36	BOLD:AAI6345	Animalia	Arthropoda	Insecta	Diptera	unknown	unknown	unknown	ACA	8/28/16	35	DEY3817	MYLE	F	J	NR	ACA 35
bri16.0114	OTU25	BOLD:AAL7331	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	unknown	unknown	ACA	8/28/16	35	DEY3817	MYLE	F	J	NR	ACA 35
bri16.0114	OTU461	BOLD:AAM6287	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Phaenopsectra	unknown	ACA	8/28/16	35	DEY3817	MYLE	F	J	NR	ACA 35
bri16.0114	OTU74	BOLD:AAP1210	Animalia	Arthropoda	Insecta	Diptera	Sciaridae	unknown	unknown	ACA	8/28/16	35	DEY3817	MYLE	F	J	NR	ACA 35
bri16.0114	OTU213	BOLD:AAP8158	Animalia	Arthropoda	Insecta	Diptera	Mycetophilidae	Mycetophila	Mycetophila signatoides	ACA	8/28/16	35	DEY3817	MYLE	F	J	NR	ACA 35
bri16.0114	OTU20	BOLD:AAU6544	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Ormosia	Ormosia affinis	ACA	8/28/16	35	DEY3817	MYLE	F	J	NR	ACA 35
bri16.0114	OTU222	BOLD:ABA8837	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Dicranophragma	unknown	ACA	8/28/16	35	DEY3817	MYLE	F	J	NR	ACA 35
bri16.0114	OTU326	BOLD:ACA3028	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	unknown	unknown	ACA	8/28/16	35	DEY3817	MYLE	F	J	NR	ACA 35
bri16.0114	OTU284	BOLD:ACA8818	Animalia	Arthropoda	Insecta	Hemiptera	Derbidae	Patara	Patara vanduzeei	ACA	8/28/16	35	DEY3817	MYLE	F	J	NR	ACA 35
bri16.0114	OTU251	BOLD:ACF2821	Animalia	Arthropoda	Insecta	Diptera	Mycetophilidae	Mycetophila	Mycetophila fungorum	ACA	8/28/16	35	DEY3817	MYLE	F	J	NR	ACA 35
bri16.0114	OTU97	BOLD:ACM9486	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Ablabesmyia	unknown	ACA	8/28/16	35	DEY3817	MYLE	F	J	NR	ACA 35
bri16.0114	OTU374	BOLD:ACN6816	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	unknown	unknown	ACA	8/28/16	35	DEY3817	MYLE	F	J	NR	ACA 35
bri16.0114	OTU497	BOLD:ACN7933	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Microtendipes	unknown	ACA	8/28/16	35	DEY3817	MYLE	F	J	NR	ACA 35
bri16.0114	OTU257	BOLD:ACX2014	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus mendax	ACA	8/28/16	35	DEY3817	MYLE	F	J	NR	ACA 35
bri16.0133	OTU279	BOLD:AAA2330	Animalia	Arthropoda	Insecta	Lepidoptera	Erebidae	Hypena	Hypena baltimoralis	ACA	8/28/16	35	DEY3819	MYLU	M	J	NR	ACA 35
bri16.0133	OTU907	BOLD:AAC8567	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Ablabesmyia	Ablabesmyia americana	ACA	8/28/16	35	DEY3819	MYLU	M	J	NR	ACA 35
bri16.0133	OTU220	BOLD:AAF9872	Animalia	Arthropoda	Insecta	Diptera	Hybotidae	Syneches	unknown	ACA	8/28/16	35	DEY3819	MYLU	M	J	NR	ACA 35
bri16.0133	OTU5	BOLD:AAL2743	Animalia	Arthropoda	Arachnida	Trombidiformes	Pionidae	Forelia	unknown	ACA	8/28/16	35	DEY3819	MYLU	M	J	NR	ACA 35
bri16.0133	OTU52	BOLD:AAO3944	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Geranomyia	unknown	ACA	8/28/16	35	DEY3819	MYLU	M	J	NR	ACA 35
bri16.0133	OTU196	BOLD:ACE8913	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Dicrotendipes	Dicrotendipes modestus	ACA	8/28/16	35	DEY3819	MYLU	M	J	NR	ACA 35
bri16.0133	OTU126	BOLD:ACL1629	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	unknown	unknown	ACA	8/28/16	35	DEY3819	MYLU	M	J	NR	ACA 35
bri16.0133	OTU97	BOLD:ACM9486	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Ablabesmyia	unknown	ACA	8/28/16	35	DEY3819	MYLU	M	J	NR	ACA 35
bri16.0133	OTU359	BOLD:ACX4822	Animalia	Arthropoda	Insecta	Diptera	unknown	unknown	unknown	ACA	8/28/16	35	DEY3819	MYLU	M	J	NR	ACA 35
bri16.0133	OTU22	BOLD:ADA7198	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Procladius	Procladius signatus	ACA	8/28/16	35	DEY3819	MYLU	M	J	NR	ACA 35
bri16.0134	OTU13	BOLD:AAA3993	Animalia	Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora	Coleophora duplicis group	ACA	8/25/16	35	DEY3811	MYLE	F	J	NR	ACA 35
bri16.0134	OTU247	BOLD:AAA5320	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Acleris	Acleris variana	ACA	8/25/16	35	DEY3811	MYLE	F	J	NR	ACA 35
bri16.0134	OTU492	BOLD:AAA5803	Animalia	Arthropoda	Insecta	Hemiptera	Miridae	Lygus	Lygus lineolaris	ACA	8/25/16	35	DEY3811	MYLE	F	J	NR	ACA 35
bri16.0134	OTU267	BOLD:AAA7661	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culiseta	Culiseta melanura	ACA	8/25/16	35	DEY3811	MYLE	F	J	NR	ACA 35
bri16.0134	OTU246	BOLD:AAC5210	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes japonicus	ACA	8/25/16	35	DEY3811	MYLE	F	J	NR	ACA 35
bri16.0134	OTU31	BOLD:AAC6102	Animalia	Arthropoda	Insecta	Lepidoptera	Blastobasidae	Pigritia	unknown	ACA	8/25/16	35	DEY3811	MYLE	F	J	NR	ACA 35
bri16.0134	OTU209	BOLD:AAF9306	Animalia	Arthropoda	Insecta	Diptera	Psychodidae	Psychoda	Psychoda alternata	ACA	8/25/16	35	DEY3811	MYLE	F	J	NR	ACA 35
bri16.0134	OTU98	BOLD:AAG8977	Animalia	Arthropoda	Insecta	Hemiptera	Derbidae	Otiocerus	Otiocerus degeerii	ACA	8/25/16	35	DEY3811	MYLE	F	J	NR	ACA 35
bri16.0134	OTU177	BOLD:AAH4952	Animalia	Arthropoda	Insecta	Lepidoptera	Gelechiidae	Neotelphusa	Neotelphusa querciella	ACA	8/25/16	35	DEY3811	MYLE	F	J	NR	ACA 35
bri16.0134	OTU370	BOLD:AAM9008	Animalia	Arthropoda	Insecta	Diptera	Mycetophilidae	unknown	unknown	ACA	8/25/16	35	DEY3811	MYLE	F	J	NR	ACA 35
bri16.0134	OTU74	BOLD:AAP1210	Animalia	Arthropoda	Insecta	Diptera	Sciaridae	unknown	unknown	ACA	8/25/16	35	DEY3811	MYLE	F	J	NR	ACA 35
bri16.0134	OTU523	BOLD:ABA6647	Animalia	Arthropoda	Insecta	Lepidoptera	unknown	unknown	unknown	ACA	8/25/16	35	DEY3811	MYLE	F	J	NR	ACA 35
bri16.0134	OTU275	BOLD:ABX5931	Animalia	Arthropoda	Insecta	Diptera	Tipulidae	Tipula	Tipula trivittata	ACA	8/25/16	35	DEY3811	MYLE	F	J	NR	ACA 35
bri16.0134	OTU346	BOLD:ACE3549	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Platynota	Platynota exasperatana	ACA	8/25/16	35	DEY3811	MYLE	F	J	NR	ACA 35
bri16.0134	OTU311	BOLD:ACF9265	Animalia	Arthropoda	Insecta	Coleoptera	Melandryidae	unknown	unknown	ACA	8/25/16	35	DEY3811	MYLE	F	J	NR	ACA 35
bri16.0134	OTU81	BOLD:ACL8561	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	unknown	unknown	ACA	8/25/16	35	DEY3811	MYLE	F	J	NR	ACA 35
bri16.0134	OTU374	BOLD:ACN6816	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	unknown	unknown	ACA	8/25/16	35	DEY3811	MYLE	F	J	NR	ACA 35
bri16.0135	OTU111	BOLD:AAA2590	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Xestia	Xestia smithii	ACA	8/28/16	35	DEY3820	MYLU	M	A	NR	ACA 35
bri16.0135	OTU70	BOLD:AAG4943	Animalia	Arthropoda	Insecta	Diptera	Keroplatidae	unknown	unknown	ACA	8/28/16	35	DEY3820	MYLU	M	A	NR	ACA 35
bri16.0135	OTU5	BOLD:AAL2743	Animalia	Arthropoda	Arachnida	Trombidiformes	Pionidae	Forelia	unknown	ACA	8/28/16	35	DEY3820	MYLU	M	A	NR	ACA 35
bri16.0135	OTU348	BOLD:AAY6799	Animalia	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	unknown	unknown	ACA	8/28/16	35	DEY3820	MYLU	M	A	NR	ACA 35
bri16.0135	OTU321	BOLD:ACD9543	Animalia	Arthropoda	Insecta	Diptera	Sciaridae	Bradysia	Bradysia brevispina	ACA	8/28/16	35	DEY3820	MYLU	M	A	NR	ACA 35
bri16.0135	OTU436	BOLD:ACE4845	Animalia	Arthropoda	Insecta	Diptera	Sciaridae	Bradysia	Bradysia brevispina	ACA	8/28/16	35	DEY3820	MYLU	M	A	NR	ACA 35
bri16.0135	OTU97	BOLD:ACM9486	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Ablabesmyia	unknown	ACA	8/28/16	35	DEY3820	MYLU	M	A	NR	ACA 35
bri16.0732	OTU1047	BOLD:AAA5962	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Xestia	Xestia dilucida	ACA	8/30/16	36	DEY3829	MYLU	M	A	NR	ACA 36
bri16.0732	OTU267	BOLD:AAA7661	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culiseta	Culiseta melanura	ACA	8/30/16	36	DEY3829	MYLU	M	A	NR	ACA 36
bri16.0732	OTU268	BOLD:AAG8483	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Xenochironomus	Xenochironomus xenolabis	ACA	8/30/16	36	DEY3829	MYLU	M	A	NR	ACA 36
bri16.0732	OTU323	BOLD:AAH3229	Animalia	Arthropoda	Insecta	Psocodea	Dasydemellidae	Teliapsocus	unknown	ACA	8/30/16	36	DEY3829	MYLU	M	A	NR	ACA 36
bri16.0732	OTU29	BOLD:AAL7322	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	unknown	unknown	ACA	8/30/16	36	DEY3829	MYLU	M	A	NR	ACA 36
bri16.0732	OTU25	BOLD:AAL7331	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	unknown	unknown	ACA	8/30/16	36	DEY3829	MYLU	M	A	NR	ACA 36
bri16.0732	OTU74	BOLD:AAP1210	Animalia	Arthropoda	Insecta	Diptera	Sciaridae	unknown	unknown	ACA	8/30/16	36	DEY3829	MYLU	M	A	NR	ACA 36
bri16.0732	OTU639	BOLD:AAP2910	Animalia	Arthropoda	Insecta	Neuroptera	Hemerobiidae	Hemerobius	Hemerobius marginatus	ACA	8/30/16	36	DEY3829	MYLU	M	A	NR	ACA 36
bri16.0732	OTU326	BOLD:ACA3028	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	unknown	unknown	ACA	8/30/16	36	DEY3829	MYLU	M	A	NR	ACA 36
bri16.0732	OTU8	BOLD:ACA9904	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Cheilotrichia	Cheilotrichia stigmatica	ACA	8/30/16	36	DEY3829	MYLU	M	A	NR	ACA 36
bri16.0732	OTU594	BOLD:ACC7822	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	unknown	unknown	ACA	8/30/16	36	DEY3829	MYLU	M	A	NR	ACA 36
bri16.0732	OTU228	BOLD:ACE4734	Animalia	Arthropoda	Insecta	Lepidoptera	Erebidae	Idia	Idia rotundalis	ACA	8/30/16	36	DEY3829	MYLU	M	A	NR	ACA 36
bri16.0732	OTU196	BOLD:ACE8913	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Dicrotendipes	Dicrotendipes modestus	ACA	8/30/16	36	DEY3829	MYLU	M	A	NR	ACA 36
bri16.0732	OTU126	BOLD:ACL1629	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	unknown	unknown	ACA	8/30/16	36	DEY3829	MYLU	M	A	NR	ACA 36
bri16.0732	OTU97	BOLD:ACM9486	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Ablabesmyia	unknown	ACA	8/30/16	36	DEY3829	MYLU	M	A	NR	ACA 36
bri16.0732	OTU103	BOLD:ACN3115	Animalia	Arthropoda	Insecta	Coleoptera	Melandryidae	unknown	unknown	ACA	8/30/16	36	DEY3829	MYLU	M	A	NR	ACA 36
bri16.0732	OTU352	BOLD:ACN5893	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	unknown	unknown	ACA	8/30/16	36	DEY3829	MYLU	M	A	NR	ACA 36
bri16.0732	OTU22	BOLD:ADA7198	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Procladius	Procladius signatus	ACA	8/30/16	36	DEY3829	MYLU	M	A	NR	ACA 36
bri16.0734	OTU766	BOLD:AAA4646	Animalia	Arthropoda	Insecta	Lepidoptera	Crambidae	Microthyris	Microthyris prolongalis	ACA	8/31/16	36	DEY3833	MYLU	M	A	NR	ACA 36
bri16.0734	OTU42	BOLD:AAA7906	Animalia	Arthropoda	Insecta	Trichoptera	Phryganeidae	Phryganea	Phryganea cinerea	ACA	8/31/16	36	DEY3833	MYLU	M	A	NR	ACA 36
bri16.0734	OTU660	BOLD:AAB0275	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Cucullia	Cucullia intermedia	ACA	8/31/16	36	DEY3833	MYLU	M	A	NR	ACA 36
bri16.0734	OTU1284	BOLD:AAB0437	Animalia	Arthropoda	Arachnida	Araneae	Clubionidae	Clubiona	Clubiona trivialis	ACA	8/31/16	36	DEY3833	MYLU	M	A	NR	ACA 36
bri16.0734	OTU815	BOLD:AAB1331	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Epinotia	Epinotia transmissana	ACA	8/31/16	36	DEY3833	MYLU	M	A	NR	ACA 36
bri16.0734	OTU154	BOLD:AAB6239	Animalia	Arthropoda	Insecta	Trichoptera	Dipseudopsidae	Phylocentropus	Phylocentropus placidus	ACA	8/31/16	36	DEY3833	MYLU	M	A	NR	ACA 36
bri16.0734	OTU755	BOLD:AAB8726	Animalia	Arthropoda	Insecta	Lepidoptera	Erebidae	Melipotis	unknown	ACA	8/31/16	36	DEY3833	MYLU	M	A	NR	ACA 36
bri16.0734	OTU28	BOLD:AAF9055	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Erioptera	Erioptera septemtrionis	ACA	8/31/16	36	DEY3833	MYLU	M	A	NR	ACA 36
bri16.0734	OTU448	BOLD:AAG2645	Animalia	Arthropoda	Insecta	Ephemeroptera	Ephemeridae	Hexagenia	Hexagenia limbata	ACA	8/31/16	36	DEY3833	MYLU	M	A	NR	ACA 36
bri16.0734	OTU145	BOLD:AAH0256	Animalia	Arthropoda	Insecta	Coleoptera	Latridiidae	Corticarina	unknown	ACA	8/31/16	36	DEY3833	MYLU	M	A	NR	ACA 36
bri16.0734	OTU234	BOLD:AAM6227	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Procladius	unknown	ACA	8/31/16	36	DEY3833	MYLU	M	A	NR	ACA 36
bri16.0734	OTU65	BOLD:AAN5165	Animalia	Arthropoda	Insecta	Diptera	Ceratopogonidae	Forcipomyia	unknown	ACA	8/31/16	36	DEY3833	MYLU	M	A	NR	ACA 36
bri16.0734	OTU52	BOLD:AAO3944	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Geranomyia	unknown	ACA	8/31/16	36	DEY3833	MYLU	M	A	NR	ACA 36
bri16.0734	OTU358	BOLD:AAP4512	Animalia	Arthropoda	Insecta	Neuroptera	Hemerobiidae	Wesmaelius	Wesmaelius longifrons	ACA	8/31/16	36	DEY3833	MYLU	M	A	NR	ACA 36
bri16.0734	OTU20	BOLD:AAU6544	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Ormosia	Ormosia affinis	ACA	8/31/16	36	DEY3833	MYLU	M	A	NR	ACA 36
bri16.0734	OTU1067	BOLD:ABV9271	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	unknown	ACA	8/31/16	36	DEY3833	MYLU	M	A	NR	ACA 36
bri16.0734	OTU24	BOLD:ACM5079	Animalia	Arthropoda	Arachnida	Trombidiformes	Pionidae	Piona	unknown	ACA	8/31/16	36	DEY3833	MYLU	M	A	NR	ACA 36
bri16.0734	OTU97	BOLD:ACM9486	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Ablabesmyia	unknown	ACA	8/31/16	36	DEY3833	MYLU	M	A	NR	ACA 36
bri16.0734	OTU245	BOLD:ACN4910	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	unknown	unknown	ACA	8/31/16	36	DEY3833	MYLU	M	A	NR	ACA 36
bri16.0734	OTU257	BOLD:ACX2014	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus mendax	ACA	8/31/16	36	DEY3833	MYLU	M	A	NR	ACA 36
bri16.0734	OTU359	BOLD:ACX4822	Animalia	Arthropoda	Insecta	Diptera	unknown	unknown	unknown	ACA	8/31/16	36	DEY3833	MYLU	M	A	NR	ACA 36
bri16.0734	OTU22	BOLD:ADA7198	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Procladius	Procladius signatus	ACA	8/31/16	36	DEY3833	MYLU	M	A	NR	ACA 36
bri16.0736	OTU111	BOLD:AAA2590	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Xestia	Xestia smithii	ACA	8/31/16	36	DEY3835	MYLU	F	J	NR	ACA 36
bri16.0736	OTU247	BOLD:AAA5320	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Acleris	Acleris variana	ACA	8/31/16	36	DEY3835	MYLU	F	J	NR	ACA 36
bri16.0736	OTU1047	BOLD:AAA5962	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Xestia	Xestia dilucida	ACA	8/31/16	36	DEY3835	MYLU	F	J	NR	ACA 36
bri16.0736	OTU789	BOLD:AAA8924	Animalia	Arthropoda	Collembola	Entomobryomorpha	Entomobryidae	Entomobrya	Entomobrya nivalis	ACA	8/31/16	36	DEY3835	MYLU	F	J	NR	ACA 36
bri16.0736	OTU34	BOLD:AAC0920	Animalia	Arthropoda	Insecta	Lepidoptera	Gelechiidae	Coleotechnites	Coleotechnites atrupictella	ACA	8/31/16	36	DEY3835	MYLU	F	J	NR	ACA 36
bri16.0736	OTU1138	BOLD:AAD2661	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Coenophila	Coenophila subrosea	ACA	8/31/16	36	DEY3835	MYLU	F	J	NR	ACA 36
