tagID	OTUid	OTU_identifier	kingdom_name	phylum_name	class_name	order_name	family_name	genus_name	species_name	Site	Date	WOY	BatTagID	BatSpecies	Sex	Age	ReproStat	SiteWeek
bri16.0098	OTU107	BOLD:ABX5520	Animalia	Arthropoda	Insecta	Diptera	Tipulidae	Tipula	Tipula hermannia	ACA	8/23/16	35	DEY3796	MYLE	M	J	NR	ACA 35
bri16.0098	OTU471	BOLD:ABX5520	Animalia	Arthropoda	Insecta	Diptera	Tipulidae	Tipula	Tipula hermannia	ACA	8/23/16	35	DEY3796	MYLE	M	J	NR	ACA 35
bri16.0098	OTU632	BOLD:ABX5520	Animalia	Arthropoda	Insecta	Diptera	Tipulidae	Tipula	Tipula hermannia	ACA	8/23/16	35	DEY3796	MYLE	M	J	NR	ACA 35
bri16.0098	OTU693	BOLD:ABX5520	Animalia	Arthropoda	Insecta	Diptera	Tipulidae	Tipula	Tipula hermannia	ACA	8/23/16	35	DEY3796	MYLE	M	J	NR	ACA 35
bri16.0098	OTU771	BOLD:ABX5520	Animalia	Arthropoda	Insecta	Diptera	Tipulidae	Tipula	Tipula hermannia	ACA	8/23/16	35	DEY3796	MYLE	M	J	NR	ACA 35
bri16.0098	OTU1353	BOLD:ABX5520	Animalia	Arthropoda	Insecta	Diptera	Tipulidae	Tipula	Tipula hermannia	ACA	8/23/16	35	DEY3796	MYLE	M	J	NR	ACA 35
bri16.0098	OTU674	BOLD:ABY9871	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Microtendipes	unknown	ACA	8/23/16	35	DEY3796	MYLE	M	J	NR	ACA 35
bri16.0098	OTU333	BOLD:ACA2962	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	unknown	unknown	ACA	8/23/16	35	DEY3796	MYLE	M	J	NR	ACA 35
bri16.0098	OTU589	BOLD:ACB9270	Animalia	Arthropoda	Insecta	Diptera	Ceratopogonidae	Bezzia	unknown	ACA	8/23/16	35	DEY3796	MYLE	M	J	NR	ACA 35
bri16.0098	OTU546	BOLD:ACF1171	Animalia	Arthropoda	Insecta	Lepidoptera	Sphingidae	Clanis	Clanis thailandica	ACA	8/23/16	35	DEY3796	MYLE	M	J	NR	ACA 35
bri16.0098	OTU255	BOLD:ACI5580	Animalia	Arthropoda	Insecta	Coleoptera	Scirtidae	unknown	unknown	ACA	8/23/16	35	DEY3796	MYLE	M	J	NR	ACA 35
bri16.0098	OTU420	BOLD:ACL4711	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	unknown	unknown	ACA	8/23/16	35	DEY3796	MYLE	M	J	NR	ACA 35
bri16.0098	OTU97	BOLD:ACM9486	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Ablabesmyia	unknown	ACA	8/23/16	35	DEY3796	MYLE	M	J	NR	ACA 35
bri16.0098	OTU374	BOLD:ACN6816	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	unknown	unknown	ACA	8/23/16	35	DEY3796	MYLE	M	J	NR	ACA 35
bri16.0100	OTU267	BOLD:AAA7661	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culiseta	Culiseta melanura	ACA	8/23/16	35	DEY3797	MYLE	M	J	NR	ACA 35
bri16.0100	OTU615	BOLD:AAD1396	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Polypedilum	Polypedilum convictum	ACA	8/23/16	35	DEY3797	MYLE	M	J	NR	ACA 35
bri16.0100	OTU656	BOLD:AAG5509	Animalia	Arthropoda	Insecta	Diptera	Ceratopogonidae	Forcipomyia	unknown	ACA	8/23/16	35	DEY3797	MYLE	M	J	NR	ACA 35
bri16.0100	OTU29	BOLD:AAL7322	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	unknown	unknown	ACA	8/23/16	35	DEY3797	MYLE	M	J	NR	ACA 35
bri16.0100	OTU25	BOLD:AAL7331	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	unknown	unknown	ACA	8/23/16	35	DEY3797	MYLE	M	J	NR	ACA 35
bri16.0100	OTU234	BOLD:AAM6227	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Procladius	unknown	ACA	8/23/16	35	DEY3797	MYLE	M	J	NR	ACA 35
bri16.0100	OTU74	BOLD:AAP1210	Animalia	Arthropoda	Insecta	Diptera	Sciaridae	unknown	unknown	ACA	8/23/16	35	DEY3797	MYLE	M	J	NR	ACA 35
bri16.0100	OTU8	BOLD:ACA9904	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Cheilotrichia	Cheilotrichia stigmatica	ACA	8/23/16	35	DEY3797	MYLE	M	J	NR	ACA 35
bri16.0100	OTU97	BOLD:ACM9486	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Ablabesmyia	unknown	ACA	8/23/16	35	DEY3797	MYLE	M	J	NR	ACA 35
bri16.0100	OTU245	BOLD:ACN4910	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	unknown	unknown	ACA	8/23/16	35	DEY3797	MYLE	M	J	NR	ACA 35
bri16.0101	OTU108	BOLD:AAA7515	Animalia	Arthropoda	Insecta	Ephemeroptera	Caenidae	Caenis	Caenis youngi	ACA	8/23/16	35	DEY3799	MYLU	M	A	NR	ACA 35
bri16.0101	OTU97	BOLD:ACM9486	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Ablabesmyia	unknown	ACA	8/23/16	35	DEY3799	MYLU	M	A	NR	ACA 35
bri16.0102	OTU764	BOLD:AAA4125	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Araneus	Araneus diadematus	ACA	8/23/16	35	DEY3804	MYLU	M	J	NR	ACA 35
bri16.0102	OTU42	BOLD:AAA7906	Animalia	Arthropoda	Insecta	Trichoptera	Phryganeidae	Phryganea	Phryganea cinerea	ACA	8/23/16	35	DEY3804	MYLU	M	J	NR	ACA 35
bri16.0102	OTU518	BOLD:AAB4297	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Eucosma	Eucosma similana	ACA	8/23/16	35	DEY3804	MYLU	M	J	NR	ACA 35
bri16.0102	OTU400	BOLD:AAE0330	Animalia	Arthropoda	Insecta	Odonata	Coenagrionidae	Enallagma	Enallagma vesperum	ACA	8/23/16	35	DEY3804	MYLU	M	J	NR	ACA 35
bri16.0102	OTU303	BOLD:AAH4681	Animalia	Arthropoda	Insecta	Lepidoptera	Autostichidae	Oegoconia	Oegoconia novimundi	ACA	8/23/16	35	DEY3804	MYLU	M	J	NR	ACA 35
bri16.0102	OTU97	BOLD:ACM9486	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Ablabesmyia	unknown	ACA	8/23/16	35	DEY3804	MYLU	M	J	NR	ACA 35
bri16.0103	OTU405	BOLD:AAA9101	Animalia	Arthropoda	Insecta	Lepidoptera	Pyralidae	Moodna	Moodna ostrinella	ACA	8/23/16	35	DEY3805	MYLU	M	A	NR	ACA 35
bri16.0103	OTU204	BOLD:AAB2768	Animalia	Arthropoda	Arachnida	Araneae	Philodromidae	Philodromus	Philodromus rufus	ACA	8/23/16	35	DEY3805	MYLU	M	A	NR	ACA 35
bri16.0103	OTU490	BOLD:AAB5969	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Loscopia	Loscopia velata	ACA	8/23/16	35	DEY3805	MYLU	M	A	NR	ACA 35
bri16.0103	OTU34	BOLD:AAC0920	Animalia	Arthropoda	Insecta	Lepidoptera	Gelechiidae	Coleotechnites	Coleotechnites atrupictella	ACA	8/23/16	35	DEY3805	MYLU	M	A	NR	ACA 35
bri16.0103	OTU31	BOLD:AAC6102	Animalia	Arthropoda	Insecta	Lepidoptera	Blastobasidae	Pigritia	unknown	ACA	8/23/16	35	DEY3805	MYLU	M	A	NR	ACA 35
bri16.0103	OTU274	BOLD:AAG2878	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae	Gyponana	Gyponana salsa	ACA	8/23/16	35	DEY3805	MYLU	M	A	NR	ACA 35
bri16.0103	OTU343	BOLD:AAG2878	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae	Gyponana	Gyponana salsa	ACA	8/23/16	35	DEY3805	MYLU	M	A	NR	ACA 35
bri16.0103	OTU332	BOLD:AAG7261	Animalia	Arthropoda	Insecta	Coleoptera	Scirtidae	Cyphon	Cyphon variabilis	ACA	8/23/16	35	DEY3805	MYLU	M	A	NR	ACA 35
bri16.0103	OTU23	BOLD:AAG8670	Animalia	Arthropoda	Insecta	Hemiptera	Miridae	Phytocoris	unknown	ACA	8/23/16	35	DEY3805	MYLU	M	A	NR	ACA 35
bri16.0103	OTU856	BOLD:AAH4720	Animalia	Arthropoda	Insecta	Lepidoptera	Bucculatricidae	Bucculatrix	unknown	ACA	8/23/16	35	DEY3805	MYLU	M	A	NR	ACA 35
bri16.0103	OTU2	BOLD:AAN5882	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Erioptera	Erioptera caliptera	ACA	8/23/16	35	DEY3805	MYLU	M	A	NR	ACA 35
bri16.0103	OTU273	BOLD:AAV5938	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	unknown	unknown	ACA	8/23/16	35	DEY3805	MYLU	M	A	NR	ACA 35
bri16.0103	OTU275	BOLD:ABX5931	Animalia	Arthropoda	Insecta	Diptera	Tipulidae	Tipula	Tipula trivittata	ACA	8/23/16	35	DEY3805	MYLU	M	A	NR	ACA 35
bri16.0103	OTU347	BOLD:ACE4129	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Cydia	Cydia latiferreana	ACA	8/23/16	35	DEY3805	MYLU	M	A	NR	ACA 35
bri16.0103	OTU546	BOLD:ACF1171	Animalia	Arthropoda	Insecta	Lepidoptera	Sphingidae	Clanis	Clanis thailandica	ACA	8/23/16	35	DEY3805	MYLU	M	A	NR	ACA 35
bri16.0103	OTU97	BOLD:ACM9486	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Ablabesmyia	unknown	ACA	8/23/16	35	DEY3805	MYLU	M	A	NR	ACA 35
bri16.0104	OTU13	BOLD:AAA3993	Animalia	Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora	Coleophora duplicis group	ACA	8/23/16	35	no-record	PESU	F	J	NR	ACA 35
bri16.0104	OTU125	BOLD:AAA5487	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Eucosma	Eucosma parmatana	ACA	8/23/16	35	no-record	PESU	F	J	NR	ACA 35
bri16.0104	OTU267	BOLD:AAA7661	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culiseta	Culiseta melanura	ACA	8/23/16	35	no-record	PESU	F	J	NR	ACA 35
bri16.0104	OTU379	BOLD:AAB0607	Animalia	Arthropoda	Insecta	Lepidoptera	Gelechiidae	Pseudotelphusa	Pseudotelphusa quercinigracella	ACA	8/23/16	35	no-record	PESU	F	J	NR	ACA 35
bri16.0104	OTU331	BOLD:AAB4931	Animalia	Arthropoda	Insecta	Lepidoptera	Bucculatricidae	Bucculatrix	Bucculatrix ainsliella	ACA	8/23/16	35	no-record	PESU	F	J	NR	ACA 35
bri16.0104	OTU453	BOLD:AAC9531	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes cantator	ACA	8/23/16	35	no-record	PESU	F	J	NR	ACA 35
bri16.0104	OTU38	BOLD:AAF8979	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Metalimnobia	Metalimnobia novaeangliae	ACA	8/23/16	35	no-record	PESU	F	J	NR	ACA 35
bri16.0104	OTU28	BOLD:AAF9055	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Erioptera	Erioptera septemtrionis	ACA	8/23/16	35	no-record	PESU	F	J	NR	ACA 35
bri16.0104	OTU209	BOLD:AAF9306	Animalia	Arthropoda	Insecta	Diptera	Psychodidae	Psychoda	Psychoda alternata	ACA	8/23/16	35	no-record	PESU	F	J	NR	ACA 35
bri16.0104	OTU76	BOLD:AAV0590	Animalia	Arthropoda	Arachnida	Mesostigmata	Blattisociidae	Cheiroseius	unknown	ACA	8/23/16	35	no-record	PESU	F	J	NR	ACA 35
bri16.0104	OTU107	BOLD:ABX5520	Animalia	Arthropoda	Insecta	Diptera	Tipulidae	Tipula	Tipula hermannia	ACA	8/23/16	35	no-record	PESU	F	J	NR	ACA 35
bri16.0105	OTU442	BOLD:AAA9420	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Eucosma	Eucosma derelicta	ACA	8/23/16	35	DEY3806	MYLU	M	A	NR	ACA 35
bri16.0105	OTU34	BOLD:AAC0920	Animalia	Arthropoda	Insecta	Lepidoptera	Gelechiidae	Coleotechnites	Coleotechnites atrupictella	ACA	8/23/16	35	DEY3806	MYLU	M	A	NR	ACA 35
bri16.0105	OTU268	BOLD:AAG8483	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Xenochironomus	Xenochironomus xenolabis	ACA	8/23/16	35	DEY3806	MYLU	M	A	NR	ACA 35
bri16.0105	OTU29	BOLD:AAL7322	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	unknown	unknown	ACA	8/23/16	35	DEY3806	MYLU	M	A	NR	ACA 35
bri16.0105	OTU234	BOLD:AAM6227	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Procladius	unknown	ACA	8/23/16	35	DEY3806	MYLU	M	A	NR	ACA 35
bri16.0105	OTU258	BOLD:ABZ7432	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Acleris	Acleris subnivana	ACA	8/23/16	35	DEY3806	MYLU	M	A	NR	ACA 35
bri16.0105	OTU546	BOLD:ACF1171	Animalia	Arthropoda	Insecta	Lepidoptera	Sphingidae	Clanis	Clanis thailandica	ACA	8/23/16	35	DEY3806	MYLU	M	A	NR	ACA 35
bri16.0105	OTU37	BOLD:ACL3444	Animalia	Arthropoda	Arachnida	Trombidiformes	Limnesiidae	unknown	unknown	ACA	8/23/16	35	DEY3806	MYLU	M	A	NR	ACA 35
bri16.0105	OTU97	BOLD:ACM9486	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Ablabesmyia	unknown	ACA	8/23/16	35	DEY3806	MYLU	M	A	NR	ACA 35
bri16.0106	OTU111	BOLD:AAA2590	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Xestia	Xestia smithii	ACA	8/23/16	35	DEY3807	MYLE	M	A	NR	ACA 35
bri16.0106	OTU13	BOLD:AAA3993	Animalia	Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora	Coleophora duplicis group	ACA	8/23/16	35	DEY3807	MYLE	M	A	NR	ACA 35
bri16.0106	OTU72	BOLD:AAA5486	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Phaneta	Phaneta ochroterminana	ACA	8/23/16	35	DEY3807	MYLE	M	A	NR	ACA 35
bri16.0106	OTU314	BOLD:AAA5491	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Eucosma	Eucosma parmatana	ACA	8/23/16	35	DEY3807	MYLE	M	A	NR	ACA 35
bri16.0106	OTU633	BOLD:AAA7528	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Epinotia	Epinotia nisella	ACA	8/23/16	35	DEY3807	MYLE	M	A	NR	ACA 35
bri16.0106	OTU340	BOLD:AAA7550	Animalia	Arthropoda	Insecta	Lepidoptera	Depressariidae	Agonopterix	Agonopterix pulvipennella	ACA	8/23/16	35	DEY3807	MYLE	M	A	NR	ACA 35
bri16.0106	OTU267	BOLD:AAA7661	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culiseta	Culiseta melanura	ACA	8/23/16	35	DEY3807	MYLE	M	A	NR	ACA 35
bri16.0106	OTU373	BOLD:AAA7893	Animalia	Arthropoda	Insecta	Lepidoptera	Depressariidae	Machimia	Machimia tentoriferella	ACA	8/23/16	35	DEY3807	MYLE	M	A	NR	ACA 35
bri16.0106	OTU536	BOLD:AAB0223	Animalia	Arthropoda	Insecta	Coleoptera	unknown	unknown	unknown	ACA	8/23/16	35	DEY3807	MYLE	M	A	NR	ACA 35
bri16.0106	OTU376	BOLD:AAC0175	Animalia	Arthropoda	Arachnida	Araneae	Theridiidae	Parasteatoda	Parasteatoda tepidariorum	ACA	8/23/16	35	DEY3807	MYLE	M	A	NR	ACA 35
bri16.0106	OTU34	BOLD:AAC0920	Animalia	Arthropoda	Insecta	Lepidoptera	Gelechiidae	Coleotechnites	Coleotechnites atrupictella	ACA	8/23/16	35	DEY3807	MYLE	M	A	NR	ACA 35
bri16.0106	OTU246	BOLD:AAC5210	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes japonicus	ACA	8/23/16	35	DEY3807	MYLE	M	A	NR	ACA 35
bri16.0106	OTU98	BOLD:AAG8977	Animalia	Arthropoda	Insecta	Hemiptera	Derbidae	Otiocerus	Otiocerus degeerii	ACA	8/23/16	35	DEY3807	MYLE	M	A	NR	ACA 35
bri16.0106	OTU579	BOLD:AAM8971	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culiseta	Culiseta melanura	ACA	8/23/16	35	DEY3807	MYLE	M	A	NR	ACA 35
bri16.0106	OTU107	BOLD:ABX5520	Animalia	Arthropoda	Insecta	Diptera	Tipulidae	Tipula	Tipula hermannia	ACA	8/23/16	35	DEY3807	MYLE	M	A	NR	ACA 35
bri16.0106	OTU1353	BOLD:ABX5520	Animalia	Arthropoda	Insecta	Diptera	Tipulidae	Tipula	Tipula hermannia	ACA	8/23/16	35	DEY3807	MYLE	M	A	NR	ACA 35
bri16.0106	OTU571	BOLD:ABY7899	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Platynota	unknown	ACA	8/23/16	35	DEY3807	MYLE	M	A	NR	ACA 35
bri16.0106	OTU8	BOLD:ACA9904	Animalia	Arthropoda	Insecta	Diptera	Limoniidae	Cheilotrichia	Cheilotrichia stigmatica	ACA	8/23/16	35	DEY3807	MYLE	M	A	NR	ACA 35
bri16.0106	OTU1088	BOLD:ACC0536	Animalia	Arthropoda	Arachnida	Mesostigmata	Blattisociidae	unknown	unknown	ACA	8/23/16	35	DEY3807	MYLE	M	A	NR	ACA 35
bri16.0106	OTU546	BOLD:ACF1171	Animalia	Arthropoda	Insecta	Lepidoptera	Sphingidae	Clanis	Clanis thailandica	ACA	8/23/16	35	DEY3807	MYLE	M	A	NR	ACA 35
bri16.0106	OTU257	BOLD:ACX2014	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Tanytarsus	Tanytarsus mendax	ACA	8/23/16	35	DEY3807	MYLE	M	A	NR	ACA 35
bri16.0107	OTU518	BOLD:AAB4297	Animalia	Arthropoda	Insecta	Lepidoptera	Tortricidae	Eucosma	Eucosma similana	ACA	8/24/16	35	DEY3808	MYLE	M	A	no-record	ACA 35
bri16.0107	OTU31	BOLD:AAC6102	Animalia	Arthropoda	Insecta	Lepidoptera	Blastobasidae	Pigritia	unknown	ACA	8/24/16	35	DEY3808	MYLE	M	A	no-record	ACA 35
bri16.0107	OTU10	BOLD:AAH2433	Animalia	Arthropoda	Insecta	Coleoptera	Elateridae	Athous	Athous acanthus	ACA	8/24/16	35	DEY3808	MYLE	M	A	no-record	ACA 35
bri16.0107	OTU36	BOLD:AAI6345	Animalia	Arthropoda	Insecta	Diptera	unknown	unknown	unknown	ACA	8/24/16	35	DEY3808	MYLE	M	A	no-record	ACA 35
bri16.0107	OTU228	BOLD:ACE4734	Animalia	Arthropoda	Insecta	Lepidoptera	Erebidae	Idia	Idia rotundalis	ACA	8/24/16	35	DEY3808	MYLE	M	A	no-record	ACA 35
bri16.0108	OTU350	BOLD:AAA1532	Animalia	Arthropoda	Insecta	Trichoptera	Leptoceridae	Oecetis	Oecetis inconspicua	ACA	8/25/16	35	DEY3810	MYLE	F	A	NR	ACA 35
bri16.0108	OTU13	BOLD:AAA3993	Animalia	Arthropoda	Insecta	Lepidoptera	Coleophoridae	Coleophora	Coleophora duplicis group	ACA	8/25/16	35	DEY3810	MYLE	F	A	NR	ACA 35
bri16.0108	OTU320	BOLD:AAB5838	Animalia	Arthropoda	Insecta	Lepidoptera	Hepialidae	Korscheltellus	Korscheltellus gracilis	ACA	8/25/16	35	DEY3810	MYLE	F	A	NR	ACA 35
bri16.0108	OTU389	BOLD:AAC2498	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Helina	Helina evecta	ACA	8/25/16	35	DEY3810	MYLE	F	A	NR	ACA 35
bri16.0108	OTU246	BOLD:AAC5210	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes japonicus	ACA	8/25/16	35	DEY3810	MYLE	F	A	NR	ACA 35
bri16.0108	OTU31	BOLD:AAC6102	Animalia	Arthropoda	Insecta	Lepidoptera	Blastobasidae	Pigritia	unknown	ACA	8/25/16	35	DEY3810	MYLE	F	A	NR	ACA 35
bri16.0108	OTU70	BOLD:AAG4943	Animalia	Arthropoda	Insecta	Diptera	Keroplatidae	unknown	unknown	ACA	8/25/16	35	DEY3810	MYLE	F	A	NR	ACA 35
bri16.0108	OTU268	BOLD:AAG8483	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Xenochironomus	Xenochironomus xenolabis	ACA	8/25/16	35	DEY3810	MYLE	F	A	NR	ACA 35
bri16.0108	OTU734	BOLD:AAH3725	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	unknown	unknown	ACA	8/25/16	35	DEY3810	MYLE	F	A	NR	ACA 35
bri16.0108	OTU369	BOLD:AAH3994	Animalia	Arthropoda	Insecta	Diptera	Sciaridae	unknown	unknown	ACA	8/25/16	35	DEY3810	MYLE	F	A	NR	ACA 35
bri16.0108	OTU579	BOLD:AAM8971	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culiseta	Culiseta melanura	ACA	8/25/16	35	DEY3810	MYLE	F	A	NR	ACA 35
bri16.0108	OTU74	BOLD:AAP1210	Animalia	Arthropoda	Insecta	Diptera	Sciaridae	unknown	unknown	ACA	8/25/16	35	DEY3810	MYLE	F	A	NR	ACA 35
bri16.0108	OTU358	BOLD:AAP4512	Animalia	Arthropoda	Insecta	Neuroptera	Hemerobiidae	Wesmaelius	Wesmaelius longifrons	ACA	8/25/16	35	DEY3810	MYLE	F	A	NR	ACA 35
bri16.0108	OTU107	BOLD:ABX5520	Animalia	Arthropoda	Insecta	Diptera	Tipulidae	Tipula	Tipula hermannia	ACA	8/25/16	35	DEY3810	MYLE	F	A	NR	ACA 35
bri16.0108	OTU693	BOLD:ABX5520	Animalia	Arthropoda	Insecta	Diptera	Tipulidae	Tipula	Tipula hermannia	ACA	8/25/16	35	DEY3810	MYLE	F	A	NR	ACA 35
bri16.0108	OTU1353	BOLD:ABX5520	Animalia	Arthropoda	Insecta	Diptera	Tipulidae	Tipula	Tipula hermannia	ACA	8/25/16	35	DEY3810	MYLE	F	A	NR	ACA 35
bri16.0108	OTU326	BOLD:ACA3028	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	unknown	unknown	ACA	8/25/16	35	DEY3810	MYLE	F	A	NR	ACA 35
bri16.0108	OTU767	BOLD:ACD9067	Animalia	Arthropoda	Insecta	Hemiptera	Cicadellidae	Scaphoideus	Scaphoideus carinatus	ACA	8/25/16	35	DEY3810	MYLE	F	A	NR	ACA 35
bri16.0108	OTU903	BOLD:ACI3521	Animalia	Arthropoda	Insecta	Diptera	Anthomyiidae	Lasiomma	unknown	ACA	8/25/16	35	DEY3810	MYLE	F	A	NR	ACA 35
bri16.0108	OTU778	BOLD:ACI8787	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	unknown	unknown	ACA	8/25/16	35	DEY3810	MYLE	F	A	NR	ACA 35
bri16.0108	OTU81	BOLD:ACL8561	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	unknown	unknown	ACA	8/25/16	35	DEY3810	MYLE	F	A	NR	ACA 35
bri16.0108	OTU97	BOLD:ACM9486	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Ablabesmyia	unknown	ACA	8/25/16	35	DEY3810	MYLE	F	A	NR	ACA 35
bri16.0108	OTU245	BOLD:ACN4910	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	unknown	unknown	ACA	8/25/16	35	DEY3810	MYLE	F	A	NR	ACA 35
bri16.0108	OTU22	BOLD:ADA7198	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Procladius	Procladius signatus	ACA	8/25/16	35	DEY3810	MYLE	F	A	NR	ACA 35
bri16.0109	OTU345	BOLD:AAB6943	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Culex	Culex territans	ACA	8/26/16	35	DEY3812	MYLU	M	J	NR	ACA 35
bri16.0109	OTU246	BOLD:AAC5210	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Aedes	Aedes japonicus	ACA	8/26/16	35	DEY3812	MYLU	M	J	NR	ACA 35
bri16.0109	OTU512	BOLD:AAD2248	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Araneus	Araneus saevus	ACA	8/26/16	35	DEY3812	MYLU	M	J	NR	ACA 35
bri16.0109	OTU438	BOLD:AAG0314	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Psectrotanypus	unknown	ACA	8/26/16	35	DEY3812	MYLU	M	J	NR	ACA 35
bri16.0109	OTU286	BOLD:AAG1350	Animalia	Arthropoda	Insecta	Hymenoptera	Braconidae	Aleiodes	unknown	ACA	8/26/16	35	DEY3812	MYLU	M	J	NR	ACA 35
bri16.0109	OTU566	BOLD:AAG1678	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Thienemannimyia	unknown	ACA	8/26/16	35	DEY3812	MYLU	M	J	NR	ACA 35
bri16.0109	OTU30	BOLD:AAG2348	Animalia	Arthropoda	Insecta	Diptera	Tachinidae	Lixophaga	unknown	ACA	8/26/16	35	DEY3812	MYLU	M	J	NR	ACA 35
bri16.0109	OTU652	BOLD:AAG3628	Animalia	Arthropoda	Insecta	Diptera	Mycetophilidae	Mycetophila	Mycetophila luctuosa	ACA	8/26/16	35	DEY3812	MYLU	M	J	NR	ACA 35
bri16.0109	OTU601	BOLD:AAG5517	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	unknown	unknown	ACA	8/26/16	35	DEY3812	MYLU	M	J	NR	ACA 35
bri16.0109	OTU408	BOLD:AAG6519	Animalia	Arthropoda	Insecta	Diptera	Ceratopogonidae	Atrichopogon	unknown	ACA	8/26/16	35	DEY3812	MYLU	M	J	NR	ACA 35
bri16.0109	OTU554	BOLD:AAJ9256	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Dryocoetes	Dryocoetes autographus	ACA	8/26/16	35	DEY3812	MYLU	M	J	NR	ACA 35
bri16.0109	OTU25	BOLD:AAL7331	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	unknown	unknown	ACA	8/26/16	35	DEY3812	MYLU	M	J	NR	ACA 35
bri16.0109	OTU256	BOLD:AAM6098	Animalia	Arthropoda	Insecta	Diptera	Cecidomyiidae	unknown	unknown	ACA	8/26/16	35	DEY3812	MYLU	M	J	NR	ACA 35
bri16.0109	OTU234	BOLD:AAM6227	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Procladius	unknown	ACA	8/26/16	35	DEY3812	MYLU	M	J	NR	ACA 35
bri16.0109	OTU450	BOLD:AAM7658	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Amara	Amara rubrica	ACA	8/26/16	35	DEY3812	MYLU	M	J	NR	ACA 35
bri16.0109	OTU11	BOLD:AAP6551	Animalia	Arthropoda	Insecta	Coleoptera	unknown	unknown	unknown	ACA	8/26/16	35	DEY3812	MYLU	M	J	NR	ACA 35
bri16.0109	OTU172	BOLD:AAP7863	Animalia	Arthropoda	Insecta	Coleoptera	Elateridae	Ampedus	Ampedus pullus	ACA	8/26/16	35	DEY3812	MYLU	M	J	NR	ACA 35
