SampleID,OTUid,TaxMethod,AlignScore,BOLDid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,species_name,Location,CollectDate,WeekOfYear,onclick
rut16-1402,OTU224,US,1.0000,BOLD:ACJ0672.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,DC,7/21/16,30,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACJ0672
rut16-1402,OTU264,GS,98.3,BOLD:ACY6809.1,Animalia,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,Arrenurus,NA,DC,7/21/16,30,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACY6809
rut16-1402,OTU296,GS,100.0,BOLD:AAB6061.1,Animalia,Arthropoda,Insecta,Trichoptera,Phryganeidae,Phryganea,Phryganea sayi,DC,7/21/16,30,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAB6061
rut16-1402,OTU372,US,0.9919,BOLD:ACL1722.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,DC,7/21/16,30,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACL1722
rut16-1402,OTU427,GS,100.0,BOLD:AAC5210.1,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes japonicus,DC,7/21/16,30,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAC5210
rut16-1402,OTU444,US,0.9859,BOLD:AAZ5832.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,DC,7/21/16,30,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAZ5832
rut16-1403,OTU79,GS,99.4,BOLD:ACE2171.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,DC,8/4/16,32,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACE2171
rut16-1403,OTU348,GS,100.0,BOLD:AAA5051.2,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Desmia,Desmia funeralis,DC,8/4/16,32,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA5051
rut16-1404,OTU1,US,0.9885,BOLD:ABA1594.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,DC,8/16/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABA1594
rut16-1404,OTU2,GS,100.0,BOLD:AAC4559.1,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium mediopunctatum,DC,8/16/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAC4559
rut16-1404,OTU42,GS,98.3,BOLD:AAE5173.1,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,PschodididGC,NA,DC,8/16/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE5173
rut16-1404,OTU76,GS,100.0,BOLD:ACZ1373.1,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,NA,NA,DC,8/16/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACZ1373
rut16-1404,OTU82,GS,99.4,BOLD:ACB0856.1,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Melanotus,Melanotus hyslopi,DC,8/16/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACB0856
rut16-1404,OTU119,GS,100.0,BOLD:AAG0758.3,Animalia,Arthropoda,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,DC,8/16/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAG0758
rut16-1404,OTU135,GS,100.0,BOLD:AAA7515.9,Animalia,Arthropoda,Insecta,Ephemeroptera,Caenidae,Caenis,Caenis punctata,DC,8/16/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA7515
rut16-1404,OTU161,GS,100.0,BOLD:AAA8153.1,Animalia,Arthropoda,Insecta,Trichoptera,Limnephilidae,Platycentropus,Platycentropus radiatus,DC,8/16/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA8153
rut16-1404,OTU203,GS,99.4,BOLD:AAJ5027.1,Animalia,Arthropoda,Insecta,Orthoptera,Trigonidiidae,Cyrtoxipha,Cyrtoxipha columbiana,DC,8/16/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAJ5027
rut16-1404,OTU204,GS,100.0,BOLD:ACE2873.1,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypena,Hypena madefactalis,DC,8/16/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACE2873
rut16-1404,OTU210,US,0.9844,BOLD:ABA5862.2,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,DC,8/16/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABA5862
rut16-1404,OTU262,GS,99.4,BOLD:ABA5202.4,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Pseudolimnophila,Pseudolimnophila luteipennis,DC,8/16/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABA5202
rut16-1404,OTU281,GS,98.3,BOLD:AAF6281.1,Animalia,Arthropoda,Insecta,Trichoptera,Glossosomatidae,Protoptila,Protoptila maculata,DC,8/16/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAF6281
rut16-1404,OTU377,GS,98.9,BOLD:ABZ6752.1,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium mediopunctatum,DC,8/16/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABZ6752
rut16-1405,OTU2,GS,100.0,BOLD:AAC4559.1,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium mediopunctatum,DC,9/1/16,36,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAC4559
rut16-1405,OTU29,GS,100.0,BOLD:AAA5487.3,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eucosma,Eucosma parmatana,DC,9/1/16,36,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA5487
rut16-1405,OTU33,GS,100.0,BOLD:AAJ2417.1,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Leucrocuta,Leucrocuta minerva,DC,9/1/16,36,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAJ2417
rut16-1405,OTU38,GS,100.0,BOLD:AAC3243.2,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Hydropsyche,Hydropsyche phalerata,DC,9/1/16,36,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAC3243
rut16-1405,OTU89,GS,100.0,BOLD:AAA3680.1,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Hydropsyche,Hydropsyche morosa,DC,9/1/16,36,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA3680
rut16-1405,OTU93,GS,100.0,BOLD:AAC9878.1,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Hydropsyche,Hydropsyche leonardi,DC,9/1/16,36,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAC9878
rut16-1405,OTU129,GS,100.0,BOLD:AAN5882.5,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera caliptera,DC,9/1/16,36,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5882
rut16-1405,OTU138,GS,100.0,BOLD:AAC0126.2,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Coelostathma,Coelostathma discopunctana,DC,9/1/16,36,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAC0126
rut16-1405,OTU229,GS,100.0,BOLD:AAC0937.3,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Phaecasiophora,Phaecasiophora niveiguttana,DC,9/1/16,36,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAC0937
rut16-1405,OTU246,GS,100.0,BOLD:AAD2180.1,Animalia,Arthropoda,Insecta,Trichoptera,Leptoceridae,Triaenodes,Triaenodes flavescens,DC,9/1/16,36,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAD2180
rut16-1405,OTU369,GS,100.0,BOLD:ADC3363.3,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Stenacron,Stenacron interpunctatum,DC,9/1/16,36,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ADC3363
rut16-1406,OTU40,GS,100.0,BOLD:AAH3593.1,Animalia,Arthropoda,Insecta,Megaloptera,Corydalidae,Chauliodes,Chauliodes pectinicornis,SB,5/7/16,19,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAH3593
rut16-1406,OTU72,SS,1.0000,BOLD:AAA2383.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,SB,5/7/16,19,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA2383
rut16-1406,OTU99,GS,100.0,BOLD:AAA2528.3,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Hydropsyche,Hydropsyche sparna,SB,5/7/16,19,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA2528
rut16-1406,OTU175,SS,1.0000,BOLD:AAA2383.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,SB,5/7/16,19,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA2383
rut16-1406,OTU214,GS,100.0,BOLD:AAA4101.2,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Donacaula,Donacaula pallulellus,SB,5/7/16,19,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA4101
rut16-1406,OTU275,US,0.9919,BOLD:AAH4109.1,Animalia,Arthropoda,Malacostraca,Isopoda,NA,NA,NA,SB,5/7/16,19,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAH4109
rut16-1406,OTU282,GS,99.4,BOLD:AAA3659.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Pandemis,Pandemis limitata,SB,5/7/16,19,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA3659
rut16-1406,OTU306,GS,99.4,BOLD:ACE7868.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Pelochrista,Pelochrista agricolana,SB,5/7/16,19,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACE7868
rut16-1406,OTU311,GS,100.0,BOLD:AAA2955.9,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Argyrotaenia,Argyrotaenia ljungiana,SB,5/7/16,19,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA2955
rut16-1406,OTU337,GS,97.2,BOLD:AAY1152.1,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Phyllophaga,Phyllophaga tristis,SB,5/7/16,19,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAY1152
rut16-1406,OTU338,US,0.9936,BOLD:ACA7899.2,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,SB,5/7/16,19,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACA7899
rut16-1406,OTU429,US,0.9249,BOLD:AAH6804.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,SB,5/7/16,19,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAH6804
rut16-1406,OTU572,SS,1.0000,BOLD:AAA2383.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,SB,5/7/16,19,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA2383
rut16-1407,OTU122,GS,99.4,BOLD:AAB7261.2,Animalia,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Eurylophella,Eurylophella poconoensis,SB,5/20/16,21,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAB7261
rut16-1408,OTU144,GS,100.0,BOLD:AAD4355.1,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes provocans,SB,6/2/16,23,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAD4355
rut16-1409,OTU118,GS,100.0,BOLD:AAF3101.1,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Cinara,Cinara watsoni,SB,6/15/16,25,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAF3101
rut16-1409,OTU134,GS,98.3,BOLD:ABX3627.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,SB,6/15/16,25,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABX3627
rut16-1409,OTU175,SS,1.0000,BOLD:AAA2383.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,SB,6/15/16,25,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA2383
rut16-1410,OTU105,US,0.9859,BOLD:ACH2408.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,SB,6/30/16,27,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACH2408
rut16-1410,OTU200,GS,99.4,BOLD:AAW6795.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,SB,6/30/16,27,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAW6795
rut16-1410,OTU216,GS,99.4,BOLD:AAB9410.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Acleris,Acleris semipurpurana,SB,6/30/16,27,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAB9410
rut16-1412,OTU186,US,1.0000,None,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,SB,7/27/16,31,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=No
rut16-1413,OTU96,GS,100.0,BOLD:AAO2062.1,Animalia,Arthropoda,Insecta,Megaloptera,Corydalidae,Chauliodes,Chauliodes rastricornis,SB,8/9/16,33,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAO2062
rut16-1413,OTU426,GS,100.0,BOLD:AAK8298.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,SB,8/9/16,33,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAK8298
rut16-1414,OTU97,GS,100.0,BOLD:AAC0360.1,Animalia,Arthropoda,Insecta,Trichoptera,Phryganeidae,Agrypnia,Agrypnia vestita,SB,8/21/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAC0360
rut16-1414,OTU118,GS,100.0,BOLD:AAF3101.1,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Cinara,Cinara watsoni,SB,8/21/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAF3101
rut16-1414,OTU188,GS,98.9,BOLD:AAO3944.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Geranomyia,NA,SB,8/21/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAO3944
rut16-1414,OTU233,GS,97.2,BOLD:AAZ5297.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,SB,8/21/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAZ5297
rut16-1414,OTU285,US,1.0000,BOLD:AAI4173.1,Animalia,Arthropoda,Insecta,Megaloptera,NA,NA,NA,SB,8/21/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAI4173
rut16-1414,OTU412,GS,100.0,BOLD:AAI1351.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Pseudolimnophila,Pseudolimnophila inornata,SB,8/21/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAI1351
rut16-1415,OTU134,GS,98.3,BOLD:ABX3627.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,SB,9/5/16,37,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABX3627
rut16-1415,OTU188,GS,98.9,BOLD:AAO3944.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Geranomyia,NA,SB,9/5/16,37,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAO3944
rut16-1415,OTU286,GS,99.4,BOLD:AAB7939.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Caloptilia,Caloptilia alnivorella,SB,9/5/16,37,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAB7939
rut16-1415,OTU439,GSL,100.0,BOLD:ACE9100.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eulithis,Eulithis gracilineata,SB,9/5/16,37,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACE9100
rut16-1416,OTU226,GS,100.0,BOLD:AAA2229.4,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Idia,Idia concisa,SB,9/17/16,38,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA2229
rut16-1416,OTU252,GS,98.9,BOLD:AAC3145.3,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium terminatum,SB,9/17/16,38,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAC3145
rut16-1416,OTU262,GS,99.4,BOLD:ABA5202.4,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Pseudolimnophila,Pseudolimnophila luteipennis,SB,9/17/16,38,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABA5202
rut16-1417,OTU30,GSL,100.0,BOLD:ACE4087.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Pseudexentera,Pseudexentera maracana,RK,4/22/16,17,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACE4087
rut16-1417,OTU44,GS,100.0,BOLD:AAG7012.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Geranomyia,NA,RK,4/22/16,17,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAG7012
rut16-1417,OTU51,GS,100.0,BOLD:AAB4640.1,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Eupsilia,Eupsilia vinulenta,RK,4/22/16,17,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAB4640
rut16-1417,OTU67,GS,100.0,BOLD:AAH0131.1,Animalia,Arthropoda,Insecta,Coleoptera,Nitidulidae,Cryptarcha,Cryptarcha ampla,RK,4/22/16,17,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAH0131
rut16-1417,OTU68,GS,100.0,BOLD:AAP8635.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Dicranomyia,Dicranomyia (Dicranomyia) longipennis,RK,4/22/16,17,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAP8635
rut16-1417,OTU127,GS,100.0,BOLD:AAC9062.2,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes ventrovittis,RK,4/22/16,17,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAC9062
rut16-1417,OTU128,US,0.9916,BOLD:ABW8929.1,Animalia,Arthropoda,Maxillopoda,Cyclopoida,NA,NA,NA,RK,4/22/16,17,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABW8929
rut16-1417,OTU129,GS,100.0,BOLD:AAN5882.5,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera caliptera,RK,4/22/16,17,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN5882
rut16-1417,OTU193,GS,98.9,BOLD:AAM7567.1,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Melanotus,Melanotus similis,RK,4/22/16,17,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAM7567
rut16-1417,OTU202,GS,100.0,BOLD:AAA3080.1,Animalia,Arthropoda,Insecta,Trichoptera,Limnephilidae,Limnephilus,Limnephilus submonilifer,RK,4/22/16,17,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA3080
rut16-1417,OTU257,GS,99.4,BOLD:AAU9470.1,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Carria,Carria dreisbachi,RK,4/22/16,17,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAU9470
rut16-1417,OTU260,US,0.9916,BOLD:ABW0497.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,RK,4/22/16,17,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABW0497
rut16-1417,OTU272,GS,100.0,BOLD:AAH6840.2,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,RK,4/22/16,17,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAH6840
rut16-1417,OTU289,GS,99.4,BOLD:AAA9667.1,Animalia,Arthropoda,Insecta,Lepidoptera,Oecophoridae,Epicallima,Epicallima argenticinctella,RK,4/22/16,17,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA9667
rut16-1417,OTU292,GS,100.0,BOLD:AAO3939.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Dicranomyia,NA,RK,4/22/16,17,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAO3939
rut16-1417,OTU341,GS,100.0,BOLD:AAA8076.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Pseudexentera,Pseudexentera cressoniana,RK,4/22/16,17,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA8076
rut16-1417,OTU345,GS,100.0,BOLD:AAJ7714.1,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Sericaglaea,Sericaglaea signata,RK,4/22/16,17,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAJ7714
rut16-1417,OTU448,US,0.9963,BOLD:ACL6196.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,RK,4/22/16,17,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACL6196
rut16-1419,OTU97,GS,100.0,BOLD:AAC0360.1,Animalia,Arthropoda,Insecta,Trichoptera,Phryganeidae,Agrypnia,Agrypnia vestita,RK,5/20/16,21,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAC0360
rut16-1419,OTU167,GS,100.0,BOLD:AAH3225.1,Animalia,Arthropoda,Insecta,Psocodea,Psocidae,Metylophorus,Metylophorus novaescotiae,RK,5/20/16,21,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAH3225
rut16-1419,OTU234,GS,100.0,BOLD:AAF9066.1,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,NA,NA,RK,5/20/16,21,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAF9066
rut16-1420,OTU103,GS,99.4,BOLD:AAY9592.1,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Phyllophaga,Phyllophaga crenulata,RK,6/2/16,23,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAY9592
rut16-1420,OTU422,GS,100.0,BOLD:ABW3987.1,Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,Forcipomyia,Forcipomyia tenuis,RK,6/2/16,23,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABW3987
rut16-1421,OTU167,GS,100.0,BOLD:AAH3225.1,Animalia,Arthropoda,Insecta,Psocodea,Psocidae,Metylophorus,Metylophorus novaescotiae,RK,6/15/16,25,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAH3225
rut16-1421,OTU183,GS,100.0,BOLD:AAA6548.2,Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Malacosoma,Malacosoma americanum,RK,6/15/16,25,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA6548
rut16-1422,OTU188,GS,98.9,BOLD:AAO3944.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Geranomyia,NA,RK,6/30/16,27,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAO3944
rut16-1423,OTU62,GS,98.9,BOLD:ABA5202.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Pseudolimnophila,Pseudolimnophila luteipennis,RK,7/16/16,29,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABA5202
rut16-1424,OTU50,US,0.9881,BOLD:ADA5990.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,RK,7/27/16,31,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ADA5990
rut16-1425,OTU133,GS,100.0,BOLD:AAA6261.2,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gretchena,Gretchena amatana,RK,8/9/16,33,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA6261
rut16-1426,OTU42,GS,98.3,BOLD:AAE5173.1,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,PschodididGC,NA,RK,8/21/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE5173
rut16-1426,OTU96,GS,100.0,BOLD:AAO2062.1,Animalia,Arthropoda,Insecta,Megaloptera,Corydalidae,Chauliodes,Chauliodes rastricornis,RK,8/21/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAO2062
rut16-1426,OTU128,US,0.9916,BOLD:ABW8929.1,Animalia,Arthropoda,Maxillopoda,Cyclopoida,NA,NA,NA,RK,8/21/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABW8929
rut16-1426,OTU195,GS,100.0,BOLD:AAE8479.1,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium mexicanum,RK,8/21/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE8479
rut16-1426,OTU216,GS,99.4,BOLD:AAB9410.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Acleris,Acleris semipurpurana,RK,8/21/16,34,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAB9410
