,OTUid,TaxMethod,AlignScore,BOLDid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,species_name,CountReads,SampleID,BOLDalt
2738,OTU84_suspect_mock_chimera,GS,97.2,BOLD:AAU4413.1,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Tauroscopa,Tauroscopa lachnaea,149,OahuBird.271,BOLD:AAU4413
2741,OTU108_suspect_mock_variant,GS,100.0,BOLD:AAC6357.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Xenolechia,Xenolechia ontariensis,170,OahuBird.273,BOLD:AAC6357
2744,OTU134_suspect_mock_chimera,GS,99.4,BOLD:AAF9055.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera septemtrionis,69,OahuBird.273,BOLD:AAF9055
2745,OTU139_suspect_mock_chimera,GS,100.0,BOLD:ACA9904.7,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Cheilotrichia,Cheilotrichia stigmatica,53,OahuBird.273,BOLD:ACA9904
2746,OTU143_suspect_mock_chimera,GS,100.0,BOLD:ABY8347.2,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Kleidocerys,Kleidocerys resedae,140,OahuBird.273,BOLD:ABY8347
2751,OTU174_suspect_mock_chimera,GS,100.0,BOLD:AAA3067.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eucopina,Eucopina cocana,63,OahuBird.273,BOLD:AAA3067
2762,OTU134_suspect_mock_chimera,GS,99.4,BOLD:AAF9055.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera septemtrionis,129,OahuBird.274,BOLD:AAF9055
2763,OTU143_suspect_mock_chimera,GS,100.0,BOLD:ABY8347.2,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Kleidocerys,Kleidocerys resedae,63,OahuBird.274,BOLD:ABY8347
2765,OTU203_suspect_mock_chimera,GS,97.8,BOLD:ACB1622.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,NA,NA,4091,OahuBird.274,BOLD:ACB1622
2766,OTU213_suspect_mock_chimera,GS,100.0,BOLD:AAA6260.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gretchena,Gretchena delicatana,67,OahuBird.274,BOLD:AAA6260
2768,OTU64_suspect_mock_chimera,SS,0.9800,BOLD:AAE0951.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,374,OahuBird.274,BOLD:AAE0951
2772,OTU427,GS,98.3,BOLD:ACW8054.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,1347,OahuBird.275,BOLD:ACW8054
2773,OTU807,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,429,OahuBird.275,None
2774,OTU1207,SS,1.0000,BOLD:AAH3869.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,93,OahuBird.275,BOLD:AAH3869
2775,OTU1583,US,0.9925,BOLD:ACP4314.1,Animalia,Arthropoda,Arachnida,Trombidiformes,NA,NA,NA,59,OahuBird.275,BOLD:ACP4314
2776,OTU1244_suspect_mock_chimera,SS,1.0000,BOLD:AAE9491.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,131,OahuBird.275,BOLD:AAE9491
2778,OTU1518_suspect_mock_chimera,US,0.9546,BOLD:ADE0176.2,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,75,OahuBird.275,BOLD:ADE0176
2780,OTU1_suspect_mock_chimera,GS,100.0,BOLD:AAC2499.1,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila suzukii,4454,OahuBird.275,BOLD:AAC2499
2781,OTU203_suspect_mock_chimera,GS,97.8,BOLD:ACB1622.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,NA,NA,62,OahuBird.275,BOLD:ACB1622
2782,OTU211_suspect_mock_chimera,GS,100.0,BOLD:AAA2830.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Platynota,Platynota rostrana,305,OahuBird.275,BOLD:AAA2830
2783,OTU314_suspect_mock_chimera,GS,100.0,BOLD:AAK5680.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Opogona,Opogona sacchari,3270,OahuBird.275,BOLD:AAK5680
2785,OTU52_suspect_mock_chimera,GS,100.0,BOLD:AAC7887.1,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Athetis,Athetis thoracica,1402,OahuBird.275,BOLD:AAC7887
2786,OTU64_suspect_mock_chimera,SS,0.9800,BOLD:AAE0951.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,2701,OahuBird.275,BOLD:AAE0951
2787,OTU67_suspect_mock_chimera,SS,0.9900,BOLD:ACP5005.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,1298,OahuBird.275,BOLD:ACP5005
2789,OTU84_suspect_mock_chimera,GS,97.2,BOLD:AAU4413.1,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Tauroscopa,Tauroscopa lachnaea,1203,OahuBird.275,BOLD:AAU4413
2794,OTU143_suspect_mock_chimera,GS,100.0,BOLD:ABY8347.2,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Kleidocerys,Kleidocerys resedae,112,OahuBird.276,BOLD:ABY8347
2796,OTU180_suspect_mock_chimera,GS,98.9,BOLD:ABW6304.1,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Dendroctonus,NA,64,OahuBird.276,BOLD:ABW6304
2802,OTU143_suspect_mock_chimera,GS,100.0,BOLD:ABY8347.2,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Kleidocerys,Kleidocerys resedae,61,OahuBird.277,BOLD:ABY8347
2803,OTU180_suspect_mock_chimera,GS,98.9,BOLD:ABW6304.1,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Dendroctonus,NA,69,OahuBird.277,BOLD:ABW6304
2804,OTU213_suspect_mock_chimera,GS,100.0,BOLD:AAA6260.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gretchena,Gretchena delicatana,63,OahuBird.277,BOLD:AAA6260
2810,OTU134_suspect_mock_chimera,GS,99.4,BOLD:AAF9055.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera septemtrionis,81,OahuBird.279,BOLD:AAF9055
2811,OTU143_suspect_mock_chimera,GS,100.0,BOLD:ABY8347.2,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Kleidocerys,Kleidocerys resedae,158,OahuBird.279,BOLD:ABY8347
2812,OTU174_suspect_mock_chimera,GS,100.0,BOLD:AAA3067.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Eucopina,Eucopina cocana,55,OahuBird.279,BOLD:AAA3067
2813,OTU213_suspect_mock_chimera,GS,100.0,BOLD:AAA6260.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gretchena,Gretchena delicatana,90,OahuBird.279,BOLD:AAA6260
2814,OTU428_suspect_mock_chimera,GS,100.0,BOLD:AAZ0177.1,Animalia,Arthropoda,Insecta,Hymenoptera,Xyelidae,Xyela,Xyela pini,51,OahuBird.279,BOLD:AAZ0177
2821,OTU520,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,78,OahuBird.280,None
2822,OTU1048_suspect_mock_chimera,SS,1.0000,BOLD:AAH3869.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,184,OahuBird.280,BOLD:AAH3869
2824,OTU108_suspect_mock_variant,GS,100.0,BOLD:AAC6357.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Xenolechia,Xenolechia ontariensis,144,OahuBird.280,BOLD:AAC6357
2828,OTU134_suspect_mock_chimera,GS,99.4,BOLD:AAF9055.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera septemtrionis,129,OahuBird.280,BOLD:AAF9055
2829,OTU143_suspect_mock_chimera,GS,100.0,BOLD:ABY8347.2,Animalia,Arthropoda,Insecta,Hemiptera,Lygaeidae,Kleidocerys,Kleidocerys resedae,101,OahuBird.280,BOLD:ABY8347
2832,OTU180_suspect_mock_chimera,GS,98.9,BOLD:ABW6304.1,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Dendroctonus,NA,60,OahuBird.280,BOLD:ABW6304
2836,OTU67_suspect_mock_chimera,SS,0.9900,BOLD:ACP5005.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,405,OahuBird.280,BOLD:ACP5005
2839,OTU942_suspect_mock_chimera,US,0.8732,BOLD:ACN1985.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,263,OahuBird.280,BOLD:ACN1985
2841,OTU258,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,308,OahuBird.289,None
2843,OTU12_suspect_mock_chimera,GS,99.4,BOLD:AAB5440.2,Animalia,Arthropoda,Collembola,Entomobryomorpha,Tomoceridae,Tomocerus,Tomocerus minor,7047,OahuBird.289,BOLD:AAB5440
2844,OTU301_suspect_mock_chimera,GS,99.4,BOLD:ACO4426.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,2971,OahuBird.289,BOLD:ACO4426
2845,OTU559_suspect_mock_chimera,GS,100.0,BOLD:ACJ1722.1,Animalia,Arthropoda,Collembola,Entomobryomorpha,Tomoceridae,Tomocerus,NA,112,OahuBird.289,BOLD:ACJ1722
2846,OTU80_suspect_mock_chimera,SS,1.0000,BOLD:AAD8064.5,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,3117,OahuBird.289,BOLD:AAD8064
2848,OTU258,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,521,OahuBird.290,None
2850,OTU127_suspect_mock_chimera,GS,100.0,BOLD:ACQ6990.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,NA,57,OahuBird.290,BOLD:ACQ6990
2852,OTU209_suspect_mock_chimera,GS,100.0,BOLD:ACU1373.1,Animalia,Arthropoda,Insecta,Coleoptera,Psephenidae,Ectopria,Ectopria thoracica,53,OahuBird.290,BOLD:ACU1373
2853,OTU62_suspect_mock_chimera,GS,99.4,BOLD:ACL8650.5,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Epiphragma,Epiphragma fasciapenne,355,OahuBird.290,BOLD:ACL8650
2854,OTU258,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,1037,OahuBird.291,None
2856,OTU219,SS,1.0000,BOLD:AAV1596.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,808,OahuBird.292,BOLD:AAV1596
2858,OTU1367_suspect_mock_chimera,US,0.9546,BOLD:AAO4373.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,216,OahuBird.292,BOLD:AAO4373
2859,OTU136_suspect_mock_chimera,SS,0.9300,BOLD:AAE3958.2,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,85,OahuBird.292,BOLD:AAE3958
2860,OTU15_suspect_mock_chimera,US,0.9967,BOLD:ACP5902.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,9079,OahuBird.292,BOLD:ACP5902
2861,OTU2_suspect_mock_chimera,US,0.9249,BOLD:AAO4373.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,43199,OahuBird.292,BOLD:AAO4373
2862,OTU3039_suspect_mock_chimera,US,0.9934,BOLD:ACN1426.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,54,OahuBird.292,BOLD:ACN1426
2863,OTU503_suspect_mock_chimera,US,0.9715,BOLD:AAO4373.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,612,OahuBird.292,BOLD:AAO4373
2864,OTU51_suspect_mock_chimera,GS,100.0,BOLD:ABW5637.1,Animalia,Arthropoda,Arachnida,Trombidiformes,Anystidae,NA,NA,587,OahuBird.292,BOLD:ABW5637
2865,OTU53_suspect_mock_chimera,US,0.9546,BOLD:AAV3043.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,13373,OahuBird.292,BOLD:AAV3043
2866,OTU546_suspect_mock_chimera,US,0.9803,BOLD:AAO4373.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,350,OahuBird.292,BOLD:AAO4373
2867,OTU607_suspect_mock_chimera,SS,0.9200,BOLD:AAO4373.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,134,OahuBird.292,BOLD:AAO4373
2868,OTU91_suspect_mock_chimera,GSL,97.2,BOLD:AAA7002.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,NA,NA,4314,OahuBird.292,BOLD:AAA7002
2869,OTU602,US,1.0000,BOLD:ACL2631.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,111,OahuBird.299,BOLD:ACL2631
2870,OTU859,US,1.0000,BOLD:ABY0541.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,85,OahuBird.299,BOLD:ABY0541
2872,OTU127_suspect_mock_chimera,GS,100.0,BOLD:ACQ6990.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,NA,426,OahuBird.299,BOLD:ACQ6990
2873,OTU136_suspect_mock_chimera,SS,0.9300,BOLD:AAE3958.2,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,167,OahuBird.299,BOLD:AAE3958
2875,OTU195_suspect_mock_chimera,GS,100.0,BOLD:AAL7322.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,123,OahuBird.299,BOLD:AAL7322
2876,OTU209_suspect_mock_chimera,GS,100.0,BOLD:ACU1373.1,Animalia,Arthropoda,Insecta,Coleoptera,Psephenidae,Ectopria,Ectopria thoracica,51,OahuBird.299,BOLD:ACU1373
2879,OTU302_suspect_mock_chimera,GS,100.0,BOLD:AAC3755.4,Animalia,Arthropoda,Malacostraca,Isopoda,Porcellionidae,Porcellio,Porcellio scaber,461,OahuBird.299,BOLD:AAC3755
2880,OTU346_suspect_mock_chimera,GS,97.2,BOLD:AAO4652.1,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Brachycyttara,NA,1615,OahuBird.299,BOLD:AAO4652
2881,OTU562_suspect_mock_chimera,SS,0.8700,BOLD:ABU7332.1,Animalia,Arthropoda,Insecta,Hemiptera,Nabidae,Nabis,NA,153,OahuBird.299,BOLD:ABU7332
2882,OTU60_suspect_mock_chimera,SS,1.0000,BOLD:AAA0831.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,16860,OahuBird.299,BOLD:AAA0831
2883,OTU62_suspect_mock_chimera,GS,99.4,BOLD:ACL8650.5,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Epiphragma,Epiphragma fasciapenne,2689,OahuBird.299,BOLD:ACL8650
2884,OTU811_suspect_mock_chimera,GS,100.0,BOLD:AAA9627.2,Animalia,Arthropoda,Insecta,Ephemeroptera,Caenidae,Caenis,Caenis diminuta,53,OahuBird.299,BOLD:AAA9627
2885,OTU955_suspect_mock_chimera,SS,1.0000,BOLD:AAA1126.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,53,OahuBird.299,BOLD:AAA1126
2887,OTU127_suspect_mock_chimera,GS,100.0,BOLD:ACQ6990.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,NA,81,OahuBird.301,BOLD:ACQ6990
2889,OTU195_suspect_mock_chimera,GS,100.0,BOLD:AAL7322.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,64,OahuBird.301,BOLD:AAL7322
2890,OTU62_suspect_mock_chimera,GS,99.4,BOLD:ACL8650.5,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Epiphragma,Epiphragma fasciapenne,555,OahuBird.301,BOLD:ACL8650
2892,OTU127_suspect_mock_chimera,GS,100.0,BOLD:ACQ6990.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,NA,112,OahuBird.303,BOLD:ACQ6990
2893,OTU209_suspect_mock_chimera,GS,100.0,BOLD:ACU1373.1,Animalia,Arthropoda,Insecta,Coleoptera,Psephenidae,Ectopria,Ectopria thoracica,57,OahuBird.303,BOLD:ACU1373
2895,OTU62_suspect_mock_chimera,GS,99.4,BOLD:ACL8650.5,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Epiphragma,Epiphragma fasciapenne,438,OahuBird.303,BOLD:ACL8650
2896,OTU859,US,1.0000,BOLD:ABY0541.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,61,OahuBird.304,BOLD:ABY0541
2897,OTU1034,US,0.9916,BOLD:ACZ0921.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,218,OahuBird.304,BOLD:ACZ0921
2902,OTU162_suspect_mock_chimera,GS,97.2,BOLD:ACY7262.1,Animalia,Arthropoda,Insecta,Lepidoptera,Carposinidae,Carposina,Carposina paracrinifera,363,OahuBird.304,BOLD:ACY7262
2904,OTU62_suspect_mock_chimera,GS,99.4,BOLD:ACL8650.5,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Epiphragma,Epiphragma fasciapenne,390,OahuBird.304,BOLD:ACL8650
2905,OTU751_suspect_mock_chimera,US,0.9934,BOLD:ACW9019.1,Animalia,Arthropoda,Arachnida,Sarcoptiformes,NA,NA,NA,575,OahuBird.304,BOLD:ACW9019
2907,OTU127_suspect_mock_chimera,GS,100.0,BOLD:ACQ6990.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,NA,58,OahuBird.307,BOLD:ACQ6990
2910,OTU62_suspect_mock_chimera,GS,99.4,BOLD:ACL8650.5,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Epiphragma,Epiphragma fasciapenne,594,OahuBird.307,BOLD:ACL8650
2912,OTU127_suspect_mock_chimera,GS,100.0,BOLD:ACQ6990.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,NA,60,OahuBird.308,BOLD:ACQ6990
2915,OTU62_suspect_mock_chimera,GS,99.4,BOLD:ACL8650.5,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Epiphragma,Epiphragma fasciapenne,648,OahuBird.308,BOLD:ACL8650
2916,OTU1119,SS,0.9800,BOLD:AAL8261.3,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,166,OahuBird.309,BOLD:AAL8261
2918,OTU127_suspect_mock_chimera,GS,100.0,BOLD:ACQ6990.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,NA,101,OahuBird.309,BOLD:ACQ6990
2920,OTU209_suspect_mock_chimera,GS,100.0,BOLD:ACU1373.1,Animalia,Arthropoda,Insecta,Coleoptera,Psephenidae,Ectopria,Ectopria thoracica,65,OahuBird.309,BOLD:ACU1373
2922,OTU329_suspect_mock_chimera,SS,1.0000,BOLD:ACY7262.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,143,OahuBird.309,BOLD:ACY7262
2923,OTU356_suspect_mock_chimera,SS,1.0000,BOLD:AAH6099.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,135,OahuBird.309,BOLD:AAH6099
2924,OTU449_suspect_mock_chimera,GS,98.3,BOLD:AAL7626.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,334,OahuBird.309,BOLD:AAL7626
2925,OTU524_suspect_mock_chimera,US,0.9249,BOLD:AAO4373.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,93,OahuBird.309,BOLD:AAO4373
2926,OTU60_suspect_mock_chimera,SS,1.0000,BOLD:AAA0831.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,209,OahuBird.309,BOLD:AAA0831
2927,OTU62_suspect_mock_chimera,GS,99.4,BOLD:ACL8650.5,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Epiphragma,Epiphragma fasciapenne,780,OahuBird.309,BOLD:ACL8650
2929,OTU127_suspect_mock_chimera,GS,100.0,BOLD:ACQ6990.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,NA,507,OahuBird.311,BOLD:ACQ6990
2931,OTU195_suspect_mock_chimera,GS,100.0,BOLD:AAL7322.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,143,OahuBird.311,BOLD:AAL7322
2932,OTU209_suspect_mock_chimera,GS,100.0,BOLD:ACU1373.1,Animalia,Arthropoda,Insecta,Coleoptera,Psephenidae,Ectopria,Ectopria thoracica,307,OahuBird.311,BOLD:ACU1373
2935,OTU62_suspect_mock_chimera,GS,99.4,BOLD:ACL8650.5,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Epiphragma,Epiphragma fasciapenne,2612,OahuBird.311,BOLD:ACL8650
2936,OTU447,US,1.0000,BOLD:ACW6451.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,1271,OahuBird.312,BOLD:ACW6451
2937,OTU602,US,1.0000,BOLD:ACL2631.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,95,OahuBird.312,BOLD:ACL2631
2939,OTU859,US,1.0000,BOLD:ABY0541.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,273,OahuBird.312,BOLD:ABY0541
2940,OTU1160,US,1.0000,None,Animalia,Arthropoda,Insecta,Dermaptera,NA,NA,NA,178,OahuBird.312,None
2942,OTU1491,US,1.0000,BOLD:ABX7790.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,57,OahuBird.312,BOLD:ABX7790
2944,OTU127_suspect_mock_chimera,GS,100.0,BOLD:ACQ6990.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,NA,338,OahuBird.312,BOLD:ACQ6990
2945,OTU131_suspect_mock_chimera,SS,0.9600,BOLD:AAY1122.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,2571,OahuBird.312,BOLD:AAY1122
2947,OTU1565_suspect_mock_chimera,GS,98.9,BOLD:ABA7833.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,54,OahuBird.312,BOLD:ABA7833
2948,OTU162_suspect_mock_chimera,GS,97.2,BOLD:ACY7262.1,Animalia,Arthropoda,Insecta,Lepidoptera,Carposinidae,Carposina,Carposina paracrinifera,606,OahuBird.312,BOLD:ACY7262
2949,OTU195_suspect_mock_chimera,GS,100.0,BOLD:AAL7322.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,101,OahuBird.312,BOLD:AAL7322
2950,OTU209_suspect_mock_chimera,GS,100.0,BOLD:ACU1373.1,Animalia,Arthropoda,Insecta,Coleoptera,Psephenidae,Ectopria,Ectopria thoracica,278,OahuBird.312,BOLD:ACU1373
2952,OTU2808_suspect_mock_variant,GS,98.6,BOLD:ABA9338.2,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,180,OahuBird.312,BOLD:ABA9338
2953,OTU302_suspect_mock_chimera,GS,100.0,BOLD:AAC3755.4,Animalia,Arthropoda,Malacostraca,Isopoda,Porcellionidae,Porcellio,Porcellio scaber,1487,OahuBird.312,BOLD:AAC3755
2954,OTU401_suspect_mock_chimera,SS,0.9800,BOLD:AAF5971.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,1031,OahuBird.312,BOLD:AAF5971
2955,OTU62_suspect_mock_chimera,GS,99.4,BOLD:ACL8650.5,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Epiphragma,Epiphragma fasciapenne,3744,OahuBird.312,BOLD:ACL8650
2956,OTU683_suspect_mock_chimera,GS,97.8,BOLD:ABW2846.1,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Mecyclothorax,NA,535,OahuBird.312,BOLD:ABW2846
2957,OTU6_suspect_mock_chimera,SS,0.8700,BOLD:AAD2665.5,Animalia,Arthropoda,Arachnida,Araneae,Philodromidae,Philodromus,NA,6786,OahuBird.312,BOLD:AAD2665
2958,OTU708_suspect_mock_chimera,SS,1.0000,BOLD:AAJ3120.2,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,496,OahuBird.312,BOLD:AAJ3120
2959,OTU811_suspect_mock_chimera,GS,100.0,BOLD:AAA9627.2,Animalia,Arthropoda,Insecta,Ephemeroptera,Caenidae,Caenis,Caenis diminuta,59,OahuBird.312,BOLD:AAA9627
2960,OTU840_suspect_mock_chimera,SS,1.0000,BOLD:ADF0564.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,320,OahuBird.312,BOLD:ADF0564
2961,OTU89_suspect_mock_chimera,SS,0.9800,BOLD:AAD8248.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,3491,OahuBird.312,BOLD:AAD8248
2962,OTU1028_suspect_mock_chimera,SS,1.0000,BOLD:ABX4961.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,99,OahuBird.323,BOLD:ABX4961
2963,OTU62_suspect_mock_chimera,GS,99.4,BOLD:ACL8650.5,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Epiphragma,Epiphragma fasciapenne,677,OahuBird.323,BOLD:ACL8650
2965,OTU89_suspect_mock_chimera,SS,0.9800,BOLD:AAD8248.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,240,OahuBird.323,BOLD:AAD8248
2967,OTU506,GS,98.9,BOLD:AAO8154.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,128,OahuBird.324,BOLD:AAO8154
2968,OTU1752,US,0.9934,BOLD:AAG3179.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,51,OahuBird.324,BOLD:AAG3179
2969,OTU1002_suspect_mock_chimera,GS,100.0,BOLD:AAE0520.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,66,OahuBird.324,BOLD:AAE0520
2970,OTU1037_suspect_mock_chimera,GS,100.0,BOLD:ACV1604.1,Animalia,Arthropoda,Insecta,Coleoptera,Ptinidae,Dorcatoma,Dorcatoma setulosa,69,OahuBird.324,BOLD:ACV1604
2972,OTU108_suspect_mock_variant,GS,100.0,BOLD:AAC6357.1,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Xenolechia,Xenolechia ontariensis,168,OahuBird.324,BOLD:AAC6357
2978,OTU127_suspect_mock_chimera,GS,100.0,BOLD:ACQ6990.1,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,NA,480,OahuBird.324,BOLD:ACQ6990
2979,OTU134_suspect_mock_chimera,GS,99.4,BOLD:AAF9055.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera septemtrionis,337,OahuBird.324,BOLD:AAF9055
2982,OTU139_suspect_mock_chimera,GS,100.0,BOLD:ACA9904.7,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Cheilotrichia,Cheilotrichia stigmatica,482,OahuBird.324,BOLD:ACA9904
2984,OTU1485_suspect_mock_chimera,GS,99.4,BOLD:AAA6709.2,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Ceratomia,Ceratomia undulosa,99,OahuBird.324,BOLD:AAA6709
2987,OTU154_suspect_mock_chimera,GS,100.0,BOLD:AAH2433.1,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Athous,Athous acanthus,265,OahuBird.324,BOLD:AAH2433
2989,OTU1663_suspect_mock_chimera,SS,1.0000,BOLD:AAO8357.1,Animalia,Arthropoda,Insecta,Hemiptera,Delphacidae,Delphacodes,Delphacodes detecta,224,OahuBird.324,BOLD:AAO8357
