SampleID,OTUid,TaxMethod,AlignScore,BOLDid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,species_name,CountReads,BOLDalt,Species,AgeClass,Sex,Date,NestBox,uneID,Sequenced,onclick
une-01,OTU170_suspect_mock_chimera,US,0.9844,BOLD:ACD0295.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,25,BOLD:ACD0295,TRSW,chicks,U,42923,blue_field_4,1,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACD0295
une-01,OTU253_suspect_mock_chimera,GS,98.2,BOLD:ABA8301.5,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,NA,NA,38,BOLD:ABA8301,TRSW,chicks,U,42923,blue_field_4,1,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABA8301
une-01,OTU271_suspect_mock_chimera,GS,100,BOLD:ABA5203.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Dicranomyia,Dicranomyia frontalis,26,BOLD:ABA5203,TRSW,chicks,U,42923,blue_field_4,1,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABA5203
une-01,OTU274_suspect_mock_chimera,US,0.9967,BOLD:AAX9373.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,71,BOLD:AAX9373,TRSW,chicks,U,42923,blue_field_4,1,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAX9373
une-01,OTU423_suspect_mock_chimera,GS,100,BOLD:AAA8153.1,Animalia,Arthropoda,Insecta,Trichoptera,Limnephilidae,Platycentropus,Platycentropus radiatus,53,BOLD:AAA8153,TRSW,chicks,U,42923,blue_field_4,1,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA8153
une-01,OTU663,US,0.9936,BOLD:AAH3190.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,30,BOLD:AAH3190,TRSW,chicks,U,42923,blue_field_4,1,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAH3190
une-01,OTU706_suspect_mock_chimera,SS,1,BOLD:ABV4420.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,58,BOLD:ABV4420,TRSW,chicks,U,42923,blue_field_4,1,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABV4420
une-01,OTU846_suspect_mock_variant,GS,100,BOLD:AAB6253.1,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Depressaria,Depressaria radiella,39,BOLD:AAB6253,TRSW,chicks,U,42923,blue_field_4,1,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAB6253
une-02,OTU46_suspect_mock_chimera,GS,99.4,BOLD:AAA2247.1,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Gluphisia,Gluphisia septentrionis,13516,BOLD:AAA2247,TRSW,chicks,U,42917,sokokis_7,2,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA2247
une-02,OTU51_suspect_mock_chimera,GS,100,BOLD:AAA2482.2,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,Mythimna unipuncta,5711,BOLD:AAA2482,TRSW,chicks,U,42917,sokokis_7,2,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA2482
une-02,OTU60_suspect_mock_chimera,GS,99.4,BOLD:AAA2314.8,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Pediasia,Pediasia trisecta,193,BOLD:AAA2314,TRSW,chicks,U,42917,sokokis_7,2,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA2314
une-02,OTU65_suspect_mock_chimera,GS,100,BOLD:AAB4783.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Ennomos,Ennomos subsignaria,3343,BOLD:AAB4783,TRSW,chicks,U,42917,sokokis_7,2,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAB4783
une-02,OTU149_suspect_mock_chimera,GS,100,BOLD:AAA8210.1,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Stenacron,Stenacron interpunctatum,52,BOLD:AAA8210,TRSW,chicks,U,42917,sokokis_7,2,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA8210
une-02,OTU159_suspect_mock_chimera,GS,100,BOLD:AAA2052.4,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Lymantria dispar,694,BOLD:AAA2052,TRSW,chicks,U,42917,sokokis_7,2,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA2052
une-02,OTU195_suspect_mock_chimera,GS,100,BOLD:AAJ9298.2,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Melanolophia,Melanolophia signataria,550,BOLD:AAJ9298,TRSW,chicks,U,42917,sokokis_7,2,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAJ9298
une-02,OTU210,US,1,BOLD:ACI4066.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,63,BOLD:ACI4066,TRSW,chicks,U,42917,sokokis_7,2,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACI4066
une-02,OTU272_suspect_mock_chimera,GS,100,BOLD:AAC3054.1,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,Harpalus pensylvanicus,49,BOLD:AAC3054,TRSW,chicks,U,42917,sokokis_7,2,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAC3054
une-02,OTU290,US,1,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,43,None,TRSW,chicks,U,42917,sokokis_7,2,Y,no_link_available
une-02,OTU303_suspect_mock_chimera,US,1,BOLD:ABW7966.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,66,BOLD:ABW7966,TRSW,chicks,U,42917,sokokis_7,2,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABW7966
une-02,OTU334,US,1,BOLD:ACF7919.1,Animalia,Arthropoda,Collembola,Poduromorpha,NA,NA,NA,97,BOLD:ACF7919,TRSW,chicks,U,42917,sokokis_7,2,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACF7919
une-02,OTU397_suspect_mock_chimera,GS,99.4,BOLD:AAA7876.2,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Fissicrambus,NA,163,BOLD:AAA7876,TRSW,chicks,U,42917,sokokis_7,2,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA7876
une-02,OTU459,US,0.9881,BOLD:AAO9549.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,122,BOLD:AAO9549,TRSW,chicks,U,42917,sokokis_7,2,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAO9549
une-02,OTU476,US,1,BOLD:ACI6414.1,Animalia,Arthropoda,Arachnida,Sarcoptiformes,NA,NA,NA,115,BOLD:ACI6414,TRSW,chicks,U,42917,sokokis_7,2,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACI6414
une-02,OTU496,US,1,BOLD:ACB2184.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,111,BOLD:ACB2184,TRSW,chicks,U,42917,sokokis_7,2,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACB2184
une-02,OTU606_suspect_mock_chimera,GS,100,BOLD:ACP7594.1,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Xysticus,Xysticus auctificus,132,BOLD:ACP7594,TRSW,chicks,U,42917,sokokis_7,2,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACP7594
une-02,OTU679,US,1,BOLD:ACM8756.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,61,BOLD:ACM8756,TRSW,chicks,U,42917,sokokis_7,2,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACM8756
une-02,OTU687,US,1,BOLD:ACJ4436.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,59,BOLD:ACJ4436,TRSW,chicks,U,42917,sokokis_7,2,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACJ4436
une-02,OTU728,US,0.9925,BOLD:ABA8360.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,52,BOLD:ABA8360,TRSW,chicks,U,42917,sokokis_7,2,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABA8360
une-02,OTU771_suspect_mock_chimera,GS,100,BOLD:AAV1814.3,Animalia,Arthropoda,Insecta,Diptera,Pediciidae,Ula,Ula sylvatica,28,BOLD:AAV1814,TRSW,chicks,U,42917,sokokis_7,2,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAV1814
une-02,OTU825_suspect_mock_chimera,US,0.9925,BOLD:ABY0835.2,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,36,BOLD:ABY0835,TRSW,chicks,U,42917,sokokis_7,2,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABY0835
une-02,OTU839_suspect_mock_chimera,GS,99.4,BOLD:AAD1986.5,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Xysticus,Xysticus ferox,43,BOLD:AAD1986,TRSW,chicks,U,42917,sokokis_7,2,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAD1986
une-02,OTU982,US,1,BOLD:ACB2292.3,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,30,BOLD:ACB2292,TRSW,chicks,U,42917,sokokis_7,2,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACB2292
une-02,OTU1076_suspect_mock_variant,GS,99.4,BOLD:ABZ1938.2,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Agrotis,Agrotis venerabilis,64,BOLD:ABZ1938,TRSW,chicks,U,42917,sokokis_7,2,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABZ1938
une-02,OTU1077_suspect_mock_chimera,US,1,BOLD:ACC8509.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,25,BOLD:ACC8509,TRSW,chicks,U,42917,sokokis_7,2,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACC8509
une-03,OTU57_suspect_mock_chimera,GS,100,BOLD:ACL8128.1,Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Eulasiona,Eulasiona comstocki,349,BOLD:ACL8128,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACL8128
une-03,OTU74_suspect_mock_chimera,GS,99.4,BOLD:AAF9872.1,Animalia,Arthropoda,Insecta,Diptera,Hybotidae,Syneches,NA,54,BOLD:AAF9872,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAF9872
une-03,OTU97_suspect_mock_chimera,GSL,100,BOLD:AAB1142.1,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Chrysops,NA,254,BOLD:AAB1142,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAB1142
une-03,OTU130_suspect_mock_chimera,GSL,100,BOLD:ABZ4650.1,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Hybomitra,Hybomitra hearlei,1580,BOLD:ABZ4650,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABZ4650
une-03,OTU142_suspect_mock_chimera,GS,100,BOLD:AAH2334.3,Animalia,Arthropoda,Insecta,Diptera,Asilidae,Neoitamus,Neoitamus flavofemoratus,747,BOLD:AAH2334,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAH2334
une-03,OTU156,US,0.9925,BOLD:ACU2986.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,702,BOLD:ACU2986,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACU2986
une-03,OTU161_suspect_mock_chimera,GS,100,BOLD:AAA2218.4,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Enallagma,Enallagma hageni,53,BOLD:AAA2218,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA2218
une-03,OTU162_suspect_mock_chimera,GS,99.4,BOLD:ACE6456.1,Animalia,Arthropoda,Insecta,Lepidoptera,Limacodidae,Phobetron,Phobetron pithecium,398,BOLD:ACE6456,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACE6456
une-03,OTU175_suspect_mock_chimera,GS,100,BOLD:AAF9066.1,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,NA,NA,142,BOLD:AAF9066,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAF9066
une-03,OTU177_suspect_mock_chimera,GS,100,BOLD:AAG5457.8,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,36,BOLD:AAG5457,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAG5457
une-03,OTU179_suspect_mock_chimera,GS,100,BOLD:AAA4277.2,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Toxomerus,Toxomerus marginatus,39,BOLD:AAA4277,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA4277
une-03,OTU191_suspect_mock_chimera,GS,98.9,BOLD:ABV1485.1,Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,NA,NA,1225,BOLD:ABV1485,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABV1485
une-03,OTU197_suspect_mock_chimera,GS,100,BOLD:ABV1178.1,Animalia,Arthropoda,Insecta,Diptera,Sphaeroceridae,Leptocera,Leptocera limosa,111,BOLD:ABV1178,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABV1178
une-03,OTU212_suspect_mock_chimera,GS,100,BOLD:AAA3181.1,Animalia,Arthropoda,Insecta,Diptera,Muscidae,Stomoxys,Stomoxys calcitrans,41,BOLD:AAA3181,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA3181
une-03,OTU214,US,1,BOLD:AAC8496.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,450,BOLD:AAC8496,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAC8496
une-03,OTU217,US,1,BOLD:ACY0966.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,39,BOLD:ACY0966,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACY0966
une-03,OTU222_suspect_mock_chimera,GS,100,BOLD:AAP9021.1,Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,NA,NA,233,BOLD:AAP9021,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAP9021
une-03,OTU227,US,0.9881,BOLD:ACA9724.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,316,BOLD:ACA9724,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACA9724
une-03,OTU230_suspect_mock_chimera,GS,100,BOLD:AAC2498.4,Animalia,Arthropoda,Insecta,Diptera,Muscidae,Helina,Helina evecta,125,BOLD:AAC2498,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAC2498
une-03,OTU244,US,1,BOLD:ABY1821.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,56,BOLD:ABY1821,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABY1821
une-03,OTU245_suspect_mock_chimera,GS,99.4,BOLD:ACA9619.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Molophilus,NA,104,BOLD:ACA9619,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACA9619
une-03,OTU258_suspect_mock_chimera,SS,0.93,BOLD:AAG6902.3,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,68,BOLD:AAG6902,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAG6902
une-03,OTU259_suspect_mock_chimera,US,0.9925,BOLD:ABY0835.2,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,310,BOLD:ABY0835,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABY0835
une-03,OTU261_suspect_mock_chimera,GS,99.4,BOLD:ACA0972.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,310,BOLD:ACA0972,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACA0972
une-03,OTU282,US,1,BOLD:ACW4480.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,48,BOLD:ACW4480,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACW4480
une-03,OTU292_suspect_mock_chimera,GS,99.4,BOLD:AAC9062.1,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes ventrovittis,145,BOLD:AAC9062,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAC9062
une-03,OTU294_suspect_mock_chimera,US,0.9249,BOLD:AAP6566.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,63,BOLD:AAP6566,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAP6566
une-03,OTU298,US,0.9925,BOLD:ACA0599.1,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,215,BOLD:ACA0599,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACA0599
une-03,OTU312_suspect_mock_chimera,GS,99.4,BOLD:AAE5173.1,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,PschodididGC,NA,69,BOLD:AAE5173,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE5173
une-03,OTU314,US,0.9916,BOLD:ACE7661.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,115,BOLD:ACE7661,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACE7661
une-03,OTU364_suspect_mock_chimera,US,0.9925,BOLD:ACE2869.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,228,BOLD:ACE2869,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACE2869
une-03,OTU394,US,1,BOLD:ABX7722.4,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,161,BOLD:ABX7722,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABX7722
une-03,OTU424,US,1,BOLD:AAT9848.2,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,85,BOLD:AAT9848,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAT9848
une-03,OTU472_suspect_mock_chimera,GS,97.8,BOLD:ACJ5583.1,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Hybomitra,Hybomitra polaris,118,BOLD:ACJ5583,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACJ5583
une-03,OTU498_suspect_mock_chimera,GS,98.3,BOLD:AAF0738.2,Animalia,Arthropoda,Insecta,Trichoptera,Hydroptilidae,Orthotrichia,Orthotrichia aegerfasciella,187,BOLD:AAF0738,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAF0738
une-03,OTU512,US,1,None,Animalia,Arthropoda,Arachnida,Sarcoptiformes,NA,NA,NA,107,None,TRSW,chicks,U,42925,sokokis_2,3,Y,no_link_available
une-03,OTU535_suspect_mock_chimera,SS,0.97,BOLD:ABY5676.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,34,BOLD:ABY5676,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABY5676
une-03,OTU539,US,0.9936,BOLD:AAE7482.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,46,BOLD:AAE7482,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAE7482
une-03,OTU561_suspect_mock_chimera,GS,99.4,BOLD:ABA5299.1,Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Odontomyia,Odontomyia virgo,41,BOLD:ABA5299,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABA5299
une-03,OTU712_suspect_mock_chimera,SS,0.98,BOLD:AAF9868.2,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,50,BOLD:AAF9868,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAF9868
une-03,OTU772,US,1,BOLD:ACI0963.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,48,BOLD:ACI0963,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACI0963
une-03,OTU852,US,1,BOLD:ACX2182.1,Animalia,Arthropoda,Insecta,Mecoptera,NA,NA,NA,40,BOLD:ACX2182,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACX2182
une-03,OTU853,US,1,BOLD:AAN8897.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,29,BOLD:AAN8897,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAN8897
une-03,OTU947,US,1,None,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,32,None,TRSW,chicks,U,42925,sokokis_2,3,Y,no_link_available
une-03,OTU995_suspect_mock_chimera,GS,97.8,BOLD:AAF9822.1,Animalia,Arthropoda,Insecta,Diptera,Hybotidae,Syneches,Syneches simplex,49,BOLD:AAF9822,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAF9822
une-03,OTU1078_suspect_mock_chimera,GS,100,BOLD:AAD9027.1,Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Trichopoda,Trichopoda pennipes,25,BOLD:AAD9027,TRSW,chicks,U,42925,sokokis_2,3,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAD9027
une-04,OTU120_suspect_mock_chimera,GS,100,BOLD:AAG0758.3,Animalia,Arthropoda,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,47,BOLD:AAG0758,TRSW,chicks,U,42927,soccer_4,4,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAG0758
une-04,OTU140_suspect_mock_chimera,GS,100,BOLD:AAB6943.4,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex territans,69,BOLD:AAB6943,TRSW,chicks,U,42927,soccer_4,4,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAB6943
une-04,OTU535_suspect_mock_chimera,SS,0.97,BOLD:ABY5676.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,61,BOLD:ABY5676,TRSW,chicks,U,42927,soccer_4,4,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABY5676
une-04,OTU587_suspect_mock_chimera,GS,100,BOLD:AAA8504.1,Animalia,Arthropoda,Insecta,Lepidoptera,Blastobasidae,Holcocera,Holcocera chalcofrontella,65,BOLD:AAA8504,TRSW,chicks,U,42927,soccer_4,4,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAA8504
une-05,OTU28_suspect_mock_chimera,GS,100,BOLD:ABW0392.1,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Tabanus,Tabanus nigrovittatus,2014,BOLD:ABW0392,TRSW,chicks,U,42917,riverlot_4,5,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ABW0392
une-05,OTU45_suspect_mock_chimera,SS,1,BOLD:ACW3762.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,475,BOLD:ACW3762,TRSW,chicks,U,42917,riverlot_4,5,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:ACW3762
une-05,OTU63_suspect_mock_chimera,GS,100,BOLD:AAG6534.2,Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,Atrichopogon,NA,175,BOLD:AAG6534,TRSW,chicks,U,42917,riverlot_4,5,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAG6534
une-05,OTU97_suspect_mock_chimera,GSL,100,BOLD:AAB1142.1,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Chrysops,NA,47,BOLD:AAB1142,TRSW,chicks,U,42917,riverlot_4,5,Y,http://v4.boldsystems.org/index.php/Public_BarcodeCluster?clusteruri=BOLD:AAB1142
