,OTUid,TaxMethod,AlignScore,BOLDid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,species_name,SampleID,CountReads,BOLDalt
1,OTU169_suspect_mock_chimera,GS,99.4,BOLD:ACE2171.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,extBlankA07,133,BOLD:ACE2171
2,OTU209_suspect_mock_chimera,GS,100.0,BOLD:AAB9410.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Acleris,Acleris semipurpurana,extBlankA07,124,BOLD:AAB9410
3,OTU215_suspect_mock_chimera,GS,100.0,BOLD:ADF6563.2,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium vicarium,extBlankA07,84,BOLD:ADF6563
4,OTU573_suspect_mock_chimera,SS,1.0000,BOLD:ACO5149.1,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,extBlankA07,66,BOLD:ACO5149
5,OTU760_suspect_mock_chimera,US,0.9919,BOLD:ACT5093.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,extBlankA07,51,BOLD:ACT5093
6,OTU1472_suspect_mock_chimera,GS,99.4,BOLD:ACA6311.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,extBlankA07,74,BOLD:ACA6311
7,OTU78_suspect_mock_chimera,GS,100.0,BOLD:AAA3306.1,Animalia,Arthropoda,Insecta,Trichoptera,Goeridae,Goera,Goera calcarata,extBlankB11,137,BOLD:AAA3306
8,OTU125_suspect_mock_chimera,GS,100.0,BOLD:AAA6614.6,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Psilocorsis,Psilocorsis reflexella,extBlankB11,98,BOLD:AAA6614
9,OTU277_suspect_mock_chimera,US,0.9860,BOLD:AAP0959.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,extBlankB11,139,BOLD:AAP0959
10,OTU419_suspect_mock_chimera,SS,0.9800,BOLD:AAD8248.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,extBlankB11,188,BOLD:AAD8248
11,OTU471_suspect_mock_chimera,GS,97.8,BOLD:AAB0223.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,extBlankB11,118,BOLD:AAB0223
12,OTU357_suspect_mock_chimera,GS,100.0,BOLD:AAB1096.3,Animalia,Arthropoda,Insecta,Lepidoptera,Blastobasidae,Blastobasis,Blastobasis glandulella,extBlankC10,30,BOLD:AAB1096
13,OTU517_suspect_mock_chimera,GS,100.0,BOLD:AAO8357.1,Animalia,Arthropoda,Insecta,Hemiptera,Delphacidae,Delphacodes,Delphacodes detecta,extBlankC10,39,BOLD:AAO8357
14,OTU577_suspect_mock_chimera,GS,100.0,BOLD:AAB8595.2,Animalia,Arthropoda,Insecta,Trichoptera,Limnephilidae,Nemotaulius,Nemotaulius hostilis,extBlankC10,38,BOLD:AAB8595
15,OTU1635_suspect_mock_chimera,SS,0.9500,BOLD:AAH3593.1,Animalia,Arthropoda,Insecta,Megaloptera,Corydalidae,Chauliodes,Chauliodes pectinicornis,extBlankC10,29,BOLD:AAH3593
16,OTU59_suspect_mock_chimera,GS,100.0,BOLD:AAH3593.1,Animalia,Arthropoda,Insecta,Megaloptera,Corydalidae,Chauliodes,Chauliodes pectinicornis,extBlankE08,359,BOLD:AAH3593
17,OTU73_suspect_mock_chimera,US,0.9859,BOLD:ACJ8629.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,extBlankE08,108,BOLD:ACJ8629
18,OTU82_suspect_mock_chimera,GS,99.4,BOLD:AAC3145.3,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Maccaffertium,Maccaffertium terminatum,extBlankE08,171,BOLD:AAC3145
19,OTU136_suspect_mock_chimera,GS,100.0,BOLD:AAP2866.1,Animalia,Arthropoda,Insecta,Diptera,Ephydridae,Paracoenia,Paracoenia fumosa,extBlankE08,219,BOLD:AAP2866
20,OTU143_suspect_mock_chimera,GS,100.0,BOLD:AAO2062.1,Animalia,Arthropoda,Insecta,Megaloptera,Corydalidae,Chauliodes,Chauliodes rastricornis,extBlankE08,32,BOLD:AAO2062
21,OTU174_suspect_mock_chimera,SS,1.0000,BOLD:AAF0031.1,Animalia,Arthropoda,Insecta,NA,NA,NA,NA,extBlankE08,35,BOLD:AAF0031
22,OTU456_suspect_mock_chimera,GS,100.0,BOLD:AAD6225.1,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Phytocoris,Phytocoris conspurcatus,extBlankE08,68,BOLD:AAD6225
23,OTU178_suspect_mock_chimera,GS,98.3,BOLD:ABX3627.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,extBlankH07,51,BOLD:ABX3627
24,OTU746_suspect_mock_chimera,SS,1.0000,BOLD:AAY9742.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,extBlankH07,53,BOLD:AAY9742
25,OTU166_suspect_mock_chimera,GS,100.0,BOLD:AAA6261.2,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gretchena,Gretchena amatana,extBlankH08,100,BOLD:AAA6261
26,OTU669_suspect_mock_chimera,GS,99.4,BOLD:AAN1801.1,Animalia,Arthropoda,Arachnida,Trombidiformes,NA,NA,NA,extBlankH08,65,BOLD:AAN1801
27,OTU740_suspect_mock_chimera,GS,100.0,BOLD:AAB4833.1,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Oligia,Oligia strigilis,extBlankH08,53,BOLD:AAB4833
28,OTU44_suspect_mock_variant,GS,100.0,BOLD:AAB1787.1,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Acyrthosiphon,Acyrthosiphon pisum,extBlankH09,1638,BOLD:AAB1787
29,OTU78_suspect_mock_chimera,GS,100.0,BOLD:AAA3306.1,Animalia,Arthropoda,Insecta,Trichoptera,Goeridae,Goera,Goera calcarata,extBlankH09,143,BOLD:AAA3306
30,OTU293_suspect_mock_chimera,GS,100.0,BOLD:AAB1082.1,Animalia,Arthropoda,Insecta,Lepidoptera,Limacodidae,Lithacodes,Lithacodes fasciola,extBlankH09,32,BOLD:AAB1082
31,OTU665_suspect_mock_chimera,SS,1.0000,BOLD:AAB0624.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,extBlankH09,65,BOLD:AAB0624
32,OTU91_suspect_mock_chimera,GS,99.4,BOLD:AAF9055.2,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera septemtrionis,extBlankH10,156,BOLD:AAF9055
33,OTU254_suspect_mock_chimera,GS,100.0,BOLD:AAC2499.1,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila suzukii,extBlankH10,28,BOLD:AAC2499
34,OTU342,GS,98.9,BOLD:AAA2326.2,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,extBlankH10,190,BOLD:AAA2326
35,OTU481_suspect_mock_chimera,US,0.9934,BOLD:ACL6196.1,Animalia,Arthropoda,Arachnida,Trombidiformes,NA,NA,NA,extBlankH10,114,BOLD:ACL6196
36,OTU495_suspect_mock_chimera,US,0.9919,BOLD:AAY6400.2,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,extBlankH10,96,BOLD:AAY6400
37,OTU530_suspect_mock_chimera,GS,100.0,BOLD:AAI5345.1,Animalia,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Ephemerella,Ephemerella floripara,extBlankH10,73,BOLD:AAI5345
38,OTU96_suspect_mock_chimera,GS,99.4,BOLD:AAB6239.1,Animalia,Arthropoda,Insecta,Trichoptera,Dipseudopsidae,Phylocentropus,Phylocentropus placidus,extBlankH11,168,BOLD:AAB6239
39,OTU277_suspect_mock_chimera,US,0.9860,BOLD:AAP0959.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,extBlankH11,278,BOLD:AAP0959
40,OTU390,US,1.0000,None,Animalia,Chordata,Actinopterygii,Cichliformes,NA,NA,NA,extBlankH11,165,None
41,OTU1009_suspect_mock_chimera,GS,97.1,BOLD:ACX3930.1,Animalia,Arthropoda,Arachnida,Mesostigmata,Phytoseiidae,NA,NA,extBlankH11,28,BOLD:ACX3930
42,OTU44_suspect_mock_variant,GS,100.0,BOLD:AAB1787.1,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Acyrthosiphon,Acyrthosiphon pisum,nosample,1020,BOLD:AAB1787
43,OTU133_suspect_mock_chimera,GS,100.0,BOLD:AAA3659.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Pandemis,Pandemis limitata,nosample,184,BOLD:AAA3659
44,OTU238_suspect_mock_chimera,GS,99.4,BOLD:ABA5202.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Pseudolimnophila,Pseudolimnophila luteipennis,solutBlankG04,53,BOLD:ABA5202
45,OTU73_suspect_mock_chimera,US,0.9859,BOLD:ACJ8629.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,une-01,97,BOLD:ACJ8629
46,OTU166_suspect_mock_chimera,GS,100.0,BOLD:AAA6261.2,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Gretchena,Gretchena amatana,une-01,105,BOLD:AAA6261
47,OTU170_suspect_mock_chimera,US,0.9844,BOLD:ACD0295.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,une-01,25,BOLD:ACD0295
48,OTU209_suspect_mock_chimera,GS,100.0,BOLD:AAB9410.1,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Acleris,Acleris semipurpurana,une-01,49,BOLD:AAB9410
49,OTU253_suspect_mock_chimera,GS,98.2,BOLD:ABA8301.5,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,NA,NA,une-01,38,BOLD:ABA8301
50,OTU271_suspect_mock_chimera,GS,100.0,BOLD:ABA5203.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Dicranomyia,Dicranomyia frontalis,une-01,26,BOLD:ABA5203
51,OTU274_suspect_mock_chimera,US,0.9967,BOLD:AAX9373.1,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,une-01,71,BOLD:AAX9373
52,OTU423_suspect_mock_chimera,GS,100.0,BOLD:AAA8153.1,Animalia,Arthropoda,Insecta,Trichoptera,Limnephilidae,Platycentropus,Platycentropus radiatus,une-01,53,BOLD:AAA8153
53,OTU663,US,0.9936,BOLD:AAH3190.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,une-01,30,BOLD:AAH3190
54,OTU706_suspect_mock_chimera,SS,1.0000,BOLD:ABV4420.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,une-01,58,BOLD:ABV4420
55,OTU846_suspect_mock_variant,GS,100.0,BOLD:AAB6253.1,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Depressaria,Depressaria radiella,une-01,39,BOLD:AAB6253
56,OTU46_suspect_mock_chimera,GS,99.4,BOLD:AAA2247.1,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Gluphisia,Gluphisia septentrionis,une-02,13516,BOLD:AAA2247
57,OTU51_suspect_mock_chimera,GS,100.0,BOLD:AAA2482.2,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,Mythimna unipuncta,une-02,5711,BOLD:AAA2482
58,OTU60_suspect_mock_chimera,GS,99.4,BOLD:AAA2314.8,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Pediasia,Pediasia trisecta,une-02,193,BOLD:AAA2314
59,OTU65_suspect_mock_chimera,GS,100.0,BOLD:AAB4783.1,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Ennomos,Ennomos subsignaria,une-02,3343,BOLD:AAB4783
60,OTU122_suspect_mock_chimera,GS,100.0,BOLD:AAD1072.1,Animalia,Chordata,Aves,Passeriformes,Turdidae,Sialia,Sialia sialis,une-02,901,BOLD:AAD1072
61,OTU149_suspect_mock_chimera,GS,100.0,BOLD:AAA8210.1,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Stenacron,Stenacron interpunctatum,une-02,52,BOLD:AAA8210
62,OTU159_suspect_mock_chimera,GS,100.0,BOLD:AAA2052.4,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Lymantria,Lymantria dispar,une-02,694,BOLD:AAA2052
63,OTU195_suspect_mock_chimera,GS,100.0,BOLD:AAJ9298.2,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Melanolophia,Melanolophia signataria,une-02,550,BOLD:AAJ9298
64,OTU210,US,1.0000,BOLD:ACI4066.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,une-02,63,BOLD:ACI4066
65,OTU272_suspect_mock_chimera,GS,100.0,BOLD:AAC3054.1,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Harpalus,Harpalus pensylvanicus,une-02,49,BOLD:AAC3054
66,OTU290,US,1.0000,None,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,une-02,43,None
67,OTU303_suspect_mock_chimera,US,1.0000,BOLD:ABW7966.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,une-02,66,BOLD:ABW7966
68,OTU334,US,1.0000,BOLD:ACF7919.1,Animalia,Arthropoda,Collembola,Poduromorpha,NA,NA,NA,une-02,97,BOLD:ACF7919
69,OTU397_suspect_mock_chimera,GS,99.4,BOLD:AAA7876.2,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Fissicrambus,NA,une-02,163,BOLD:AAA7876
70,OTU459,US,0.9881,BOLD:AAO9549.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,une-02,122,BOLD:AAO9549
71,OTU476,US,1.0000,BOLD:ACI6414.1,Animalia,Arthropoda,Arachnida,Sarcoptiformes,NA,NA,NA,une-02,115,BOLD:ACI6414
72,OTU496,US,1.0000,BOLD:ACB2184.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,une-02,111,BOLD:ACB2184
73,OTU606_suspect_mock_chimera,GS,100.0,BOLD:ACP7594.1,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Xysticus,Xysticus auctificus,une-02,132,BOLD:ACP7594
74,OTU679,US,1.0000,BOLD:ACM8756.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,une-02,61,BOLD:ACM8756
75,OTU687,US,1.0000,BOLD:ACJ4436.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,une-02,59,BOLD:ACJ4436
76,OTU728,US,0.9925,BOLD:ABA8360.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,une-02,52,BOLD:ABA8360
77,OTU771_suspect_mock_chimera,GS,100.0,BOLD:AAV1814.3,Animalia,Arthropoda,Insecta,Diptera,Pediciidae,Ula,Ula sylvatica,une-02,28,BOLD:AAV1814
78,OTU825_suspect_mock_chimera,US,0.9925,BOLD:ABY0835.2,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,une-02,36,BOLD:ABY0835
79,OTU839_suspect_mock_chimera,GS,99.4,BOLD:AAD1986.5,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Xysticus,Xysticus ferox,une-02,43,BOLD:AAD1986
80,OTU982,US,1.0000,BOLD:ACB2292.3,Animalia,Arthropoda,Collembola,Entomobryomorpha,NA,NA,NA,une-02,30,BOLD:ACB2292
81,OTU1076_suspect_mock_variant,GS,99.4,BOLD:ABZ1938.2,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Agrotis,Agrotis venerabilis,une-02,64,BOLD:ABZ1938
82,OTU1077_suspect_mock_chimera,US,1.0000,BOLD:ACC8509.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,une-02,25,BOLD:ACC8509
83,OTU24_suspect_mock_variant,GS,100.0,BOLD:AAC9531.3,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes cantator,une-03,1414,BOLD:AAC9531
84,OTU57_suspect_mock_chimera,GS,100.0,BOLD:ACL8128.1,Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Eulasiona,Eulasiona comstocki,une-03,349,BOLD:ACL8128
85,OTU74_suspect_mock_chimera,GS,99.4,BOLD:AAF9872.1,Animalia,Arthropoda,Insecta,Diptera,Hybotidae,Syneches,NA,une-03,54,BOLD:AAF9872
86,OTU97_suspect_mock_chimera,GSL,100.0,BOLD:AAB1142.1,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Chrysops,NA,une-03,254,BOLD:AAB1142
87,OTU130_suspect_mock_chimera,GSL,100.0,BOLD:ABZ4650.1,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Hybomitra,Hybomitra hearlei,une-03,1580,BOLD:ABZ4650
88,OTU142_suspect_mock_chimera,GS,100.0,BOLD:AAH2334.3,Animalia,Arthropoda,Insecta,Diptera,Asilidae,Neoitamus,Neoitamus flavofemoratus,une-03,747,BOLD:AAH2334
89,OTU156,US,0.9925,BOLD:ACU2986.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,une-03,702,BOLD:ACU2986
90,OTU161_suspect_mock_chimera,GS,100.0,BOLD:AAA2218.4,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Enallagma,Enallagma hageni,une-03,53,BOLD:AAA2218
91,OTU162_suspect_mock_chimera,GS,99.4,BOLD:ACE6456.1,Animalia,Arthropoda,Insecta,Lepidoptera,Limacodidae,Phobetron,Phobetron pithecium,une-03,398,BOLD:ACE6456
92,OTU175_suspect_mock_chimera,GS,100.0,BOLD:AAF9066.1,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,NA,NA,une-03,142,BOLD:AAF9066
93,OTU177_suspect_mock_chimera,GS,100.0,BOLD:AAG5457.8,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,une-03,36,BOLD:AAG5457
94,OTU179_suspect_mock_chimera,GS,100.0,BOLD:AAA4277.2,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Toxomerus,Toxomerus marginatus,une-03,39,BOLD:AAA4277
95,OTU191_suspect_mock_chimera,GS,98.9,BOLD:ABV1485.1,Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,NA,NA,une-03,1225,BOLD:ABV1485
96,OTU197_suspect_mock_chimera,GS,100.0,BOLD:ABV1178.1,Animalia,Arthropoda,Insecta,Diptera,Sphaeroceridae,Leptocera,Leptocera limosa,une-03,111,BOLD:ABV1178
97,OTU212_suspect_mock_chimera,GS,100.0,BOLD:AAA3181.1,Animalia,Arthropoda,Insecta,Diptera,Muscidae,Stomoxys,Stomoxys calcitrans,une-03,41,BOLD:AAA3181
98,OTU214,US,1.0000,BOLD:AAC8496.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,une-03,450,BOLD:AAC8496
99,OTU217,US,1.0000,BOLD:ACY0966.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,une-03,39,BOLD:ACY0966
100,OTU222_suspect_mock_chimera,GS,100.0,BOLD:AAP9021.1,Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,NA,NA,une-03,233,BOLD:AAP9021
101,OTU227,US,0.9881,BOLD:ACA9724.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,une-03,316,BOLD:ACA9724
102,OTU230_suspect_mock_chimera,GS,100.0,BOLD:AAC2498.4,Animalia,Arthropoda,Insecta,Diptera,Muscidae,Helina,Helina evecta,une-03,125,BOLD:AAC2498
103,OTU238_suspect_mock_chimera,GS,99.4,BOLD:ABA5202.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Pseudolimnophila,Pseudolimnophila luteipennis,une-03,77,BOLD:ABA5202
104,OTU244,US,1.0000,BOLD:ABY1821.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,une-03,56,BOLD:ABY1821
105,OTU245_suspect_mock_chimera,GS,99.4,BOLD:ACA9619.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Molophilus,NA,une-03,104,BOLD:ACA9619
106,OTU254_suspect_mock_chimera,GS,100.0,BOLD:AAC2499.1,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila suzukii,une-03,47,BOLD:AAC2499
107,OTU258_suspect_mock_chimera,SS,0.9300,BOLD:AAG6902.3,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,une-03,68,BOLD:AAG6902
108,OTU259_suspect_mock_chimera,US,0.9925,BOLD:ABY0835.2,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,une-03,310,BOLD:ABY0835
109,OTU261_suspect_mock_chimera,GS,99.4,BOLD:ACA0972.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,une-03,310,BOLD:ACA0972
110,OTU282,US,1.0000,BOLD:ACW4480.1,Animalia,Arthropoda,Insecta,Hemiptera,NA,NA,NA,une-03,48,BOLD:ACW4480
111,OTU292_suspect_mock_chimera,GS,99.4,BOLD:AAC9062.1,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes ventrovittis,une-03,145,BOLD:AAC9062
112,OTU294_suspect_mock_chimera,US,0.9249,BOLD:AAP6566.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,une-03,63,BOLD:AAP6566
113,OTU298,US,0.9925,BOLD:ACA0599.1,Animalia,Arthropoda,Arachnida,Mesostigmata,NA,NA,NA,une-03,215,BOLD:ACA0599
114,OTU312_suspect_mock_chimera,GS,99.4,BOLD:AAE5173.1,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,PschodididGC,NA,une-03,69,BOLD:AAE5173
115,OTU314,US,0.9916,BOLD:ACE7661.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,une-03,115,BOLD:ACE7661
116,OTU364_suspect_mock_chimera,US,0.9925,BOLD:ACE2869.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,une-03,228,BOLD:ACE2869
117,OTU394,US,1.0000,BOLD:ABX7722.4,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,une-03,161,BOLD:ABX7722
118,OTU424,US,1.0000,BOLD:AAT9848.2,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,une-03,85,BOLD:AAT9848
119,OTU472_suspect_mock_chimera,GS,97.8,BOLD:ACJ5583.1,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Hybomitra,Hybomitra polaris,une-03,118,BOLD:ACJ5583
120,OTU498_suspect_mock_chimera,GS,98.3,BOLD:AAF0738.2,Animalia,Arthropoda,Insecta,Trichoptera,Hydroptilidae,Orthotrichia,Orthotrichia aegerfasciella,une-03,187,BOLD:AAF0738
121,OTU512,US,1.0000,None,Animalia,Arthropoda,Arachnida,Sarcoptiformes,NA,NA,NA,une-03,107,None
122,OTU535_suspect_mock_chimera,SS,0.9700,BOLD:ABY5676.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,une-03,34,BOLD:ABY5676
123,OTU539,US,0.9936,BOLD:AAE7482.1,Animalia,Arthropoda,Insecta,Lepidoptera,NA,NA,NA,une-03,46,BOLD:AAE7482
124,OTU561_suspect_mock_chimera,GS,99.4,BOLD:ABA5299.1,Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Odontomyia,Odontomyia virgo,une-03,41,BOLD:ABA5299
125,OTU712_suspect_mock_chimera,SS,0.9800,BOLD:AAF9868.2,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,une-03,50,BOLD:AAF9868
126,OTU772,US,1.0000,BOLD:ACI0963.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,une-03,48,BOLD:ACI0963
127,OTU852,US,1.0000,BOLD:ACX2182.1,Animalia,Arthropoda,Insecta,Mecoptera,NA,NA,NA,une-03,40,BOLD:ACX2182
128,OTU853,US,1.0000,BOLD:AAN8897.1,Animalia,Arthropoda,Arachnida,Araneae,NA,NA,NA,une-03,29,BOLD:AAN8897
129,OTU947,US,1.0000,None,Animalia,Arthropoda,Insecta,Coleoptera,NA,NA,NA,une-03,32,None
130,OTU995_suspect_mock_chimera,GS,97.8,BOLD:AAF9822.1,Animalia,Arthropoda,Insecta,Diptera,Hybotidae,Syneches,Syneches simplex,une-03,49,BOLD:AAF9822
131,OTU1078_suspect_mock_chimera,GS,100.0,BOLD:AAD9027.1,Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Trichopoda,Trichopoda pennipes,une-03,25,BOLD:AAD9027
132,OTU120_suspect_mock_chimera,GS,100.0,BOLD:AAG0758.3,Animalia,Arthropoda,Insecta,Coleoptera,Pyrochroidae,Dendroides,Dendroides canadensis,une-04,47,BOLD:AAG0758
133,OTU140_suspect_mock_chimera,GS,100.0,BOLD:AAB6943.4,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Culex,Culex territans,une-04,69,BOLD:AAB6943
134,OTU169_suspect_mock_chimera,GS,99.4,BOLD:ACE2171.1,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,NA,NA,une-04,69,BOLD:ACE2171
135,OTU535_suspect_mock_chimera,SS,0.9700,BOLD:ABY5676.1,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,une-04,61,BOLD:ABY5676
136,OTU587_suspect_mock_chimera,GS,100.0,BOLD:AAA8504.1,Animalia,Arthropoda,Insecta,Lepidoptera,Blastobasidae,Holcocera,Holcocera chalcofrontella,une-04,65,BOLD:AAA8504
137,OTU28_suspect_mock_chimera,GS,100.0,BOLD:ABW0392.1,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Tabanus,Tabanus nigrovittatus,une-05,2014,BOLD:ABW0392
138,OTU45_suspect_mock_chimera,SS,1.0000,BOLD:ACW3762.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,une-05,475,BOLD:ACW3762
139,OTU63_suspect_mock_chimera,GS,100.0,BOLD:AAG6534.2,Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,Atrichopogon,NA,une-05,175,BOLD:AAG6534
140,OTU97_suspect_mock_chimera,GSL,100.0,BOLD:AAB1142.1,Animalia,Arthropoda,Insecta,Diptera,Tabanidae,Chrysops,NA,une-05,47,BOLD:AAB1142
141,OTU142_suspect_mock_chimera,GS,100.0,BOLD:AAH2334.3,Animalia,Arthropoda,Insecta,Diptera,Asilidae,Neoitamus,Neoitamus flavofemoratus,une-05,36,BOLD:AAH2334
142,OTU164_suspect_mock_chimera,GS,100.0,BOLD:ACF5115.1,Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Winthemia,Winthemia rufopicta,une-05,174,BOLD:ACF5115
143,OTU207_suspect_mock_chimera,GS,100.0,BOLD:AAV4056.1,Animalia,Arthropoda,Insecta,Diptera,Ephydridae,Notiphila,Notiphila olivacea,une-05,79,BOLD:AAV4056
144,OTU249_suspect_mock_chimera,GS,100.0,BOLD:AAB8796.3,Animalia,Arthropoda,Insecta,Lepidoptera,Saturniidae,Anisota,Anisota senatoria,une-05,315,BOLD:AAB8796
145,OTU256_suspect_mock_chimera,SS,0.9800,BOLD:ACK2920.1,Animalia,Arthropoda,Insecta,Diptera,Asilidae,NA,NA,une-05,46,BOLD:ACK2920
146,OTU294_suspect_mock_chimera,US,0.9249,BOLD:AAP6566.1,Animalia,Arthropoda,Insecta,Diptera,NA,NA,NA,une-05,66,BOLD:AAP6566
147,OTU415_suspect_mock_chimera,GS,100.0,BOLD:AAC5775.1,Animalia,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Hydropsyche,Hydropsyche hageni,une-05,46,BOLD:AAC5775
148,OTU729_suspect_mock_chimera,GS,100.0,BOLD:AAV3042.1,Animalia,Arthropoda,Arachnida,Araneae,Theridiidae,Theridion,Theridion albidum,une-05,32,BOLD:AAV3042
