SampleID,OTUid,OTU_identifier,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,species_name,Site,Date,BatTagID,BatSpecies,Sex
nau.7042,OTU150,BOLD:AAE3798,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Steniodes,Steniodes declivalis,ESCAMAQUITA,6/2/16,14,PTGY,F
nau.7043,OTU16,BOLD:AAA0986,Animalia,Arthropoda,Insecta,Lepidoptera,Blastobasidae,unknown,unknown,ESCAMAQUITA,6/2/16,15,RHBI,F
nau.7043,OTU47,BOLD:AAA0988,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,unknown,unknown,ESCAMAQUITA,6/2/16,15,RHBI,F
nau.7043,OTU199,BOLD:ABA3523,Animalia,Arthropoda,Insecta,Coleoptera,unknown,unknown,unknown,ESCAMAQUITA,6/2/16,15,RHBI,F
nau.7043,OTU86,BOLD:ABW8341,Animalia,Arthropoda,Insecta,Lepidoptera,unknown,unknown,unknown,ESCAMAQUITA,6/2/16,15,RHBI,F
nau.7043,OTU101_suspect_mock_chimera,BOLD:ABY4201,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Lesmone,unknown,ESCAMAQUITA,6/2/16,15,RHBI,F
nau.7043,OTU119,BOLD:ACA2723,Animalia,Arthropoda,Insecta,Coleoptera,unknown,unknown,unknown,ESCAMAQUITA,6/2/16,15,RHBI,F
nau.7043,OTU182,BOLD:ACJ4855,Animalia,Arthropoda,Insecta,Coleoptera,unknown,unknown,unknown,ESCAMAQUITA,6/2/16,15,RHBI,F
nau.7044,OTU104,BOLD:AAA4032,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,unknown,unknown,ESCAMAQUITA,6/2/16,16,PTPA,M
nau.7044,OTU4,BOLD:AAB0279,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,unknown,unknown,ESCAMAQUITA,6/2/16,16,PTPA,M
nau.7044,OTU21,BOLD:AAB0282,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,unknown,unknown,ESCAMAQUITA,6/2/16,16,PTPA,M
nau.7044,OTU149,BOLD:ACE8070,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Perigonia,Perigonia ilus,ESCAMAQUITA,6/2/16,16,PTPA,M
nau.7044,OTU238,BOLD:ACJ8478,Animalia,Arthropoda,Insecta,Lepidoptera,unknown,unknown,unknown,ESCAMAQUITA,6/2/16,16,PTPA,M
nau.7046,OTU16,BOLD:AAA0986,Animalia,Arthropoda,Insecta,Lepidoptera,Blastobasidae,unknown,unknown,ESCAMAQUITA,6/2/16,18,EPFUR,M
nau.7046,OTU6,BOLD:AAA3313,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Coenipeta,Coenipeta bibitrix,ESCAMAQUITA,6/2/16,18,EPFUR,M
nau.7046,OTU3,BOLD:AAA4727,Animalia,Arthropoda,Insecta,Lepidoptera,Euteliidae,Eutelia,Eutelia furcata,ESCAMAQUITA,6/2/16,18,EPFUR,M
nau.7046,OTU21,BOLD:AAB0282,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,unknown,unknown,ESCAMAQUITA,6/2/16,18,EPFUR,M
nau.7046,OTU196,BOLD:AAB7737,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Donacaula,Donacaula melinella CS,ESCAMAQUITA,6/2/16,18,EPFUR,M
nau.7046,OTU18,BOLD:AAB8726,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Melipotis,unknown,ESCAMAQUITA,6/2/16,18,EPFUR,M
nau.7046,OTU40,BOLD:AAC1306,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Toxonprucha,Toxonprucha scitior,ESCAMAQUITA,6/2/16,18,EPFUR,M
nau.7046,OTU296,BOLD:AAC9531,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes cantator,ESCAMAQUITA,6/2/16,18,EPFUR,M
nau.7046,OTU218,BOLD:AAR9607,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Photedes,Photedes enervata,ESCAMAQUITA,6/2/16,18,EPFUR,M
nau.7046,OTU105,BOLD:ACR5974,Animalia,Arthropoda,Insecta,Coleoptera,unknown,unknown,unknown,ESCAMAQUITA,6/2/16,18,EPFUR,M
nau.7048,OTU3,BOLD:AAA4727,Animalia,Arthropoda,Insecta,Lepidoptera,Euteliidae,Eutelia,Eutelia furcata,ESCAMAQUITA,6/2/16,26,PTPA,M
nau.7048,OTU4,BOLD:AAB0279,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,unknown,unknown,ESCAMAQUITA,6/2/16,26,PTPA,M
nau.7048,OTU95,BOLD:AAE2024,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Stenoma,unknown,ESCAMAQUITA,6/2/16,26,PTPA,M
nau.7049,OTU17,BOLD:AAA0932,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Bleptina,unknown,ESCAMAQUITA,6/2/16,27,MOSI,F
nau.7049,OTU370,BOLD:AAA4173,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Eulepidotis,Eulepidotis caeruleilinea,ESCAMAQUITA,6/2/16,27,MOSI,F
nau.7049,OTU3,BOLD:AAA4727,Animalia,Arthropoda,Insecta,Lepidoptera,Euteliidae,Eutelia,Eutelia furcata,ESCAMAQUITA,6/2/16,27,MOSI,F
nau.7049,OTU18,BOLD:AAB8726,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Melipotis,unknown,ESCAMAQUITA,6/2/16,27,MOSI,F
nau.7049,OTU40,BOLD:AAC1306,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Toxonprucha,Toxonprucha scitior,ESCAMAQUITA,6/2/16,27,MOSI,F
nau.7049,OTU48,BOLD:ABA3533,Animalia,Arthropoda,Insecta,Coleoptera,unknown,unknown,unknown,ESCAMAQUITA,6/2/16,27,MOSI,F
nau.7050,OTU398,BOLD:AAA0948,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Platynota,Platynota subargentea,ESCAMAQUITA,6/2/16,29,PTPA,F
nau.7050,OTU3,BOLD:AAA4727,Animalia,Arthropoda,Insecta,Lepidoptera,Euteliidae,Eutelia,Eutelia furcata,ESCAMAQUITA,6/2/16,29,PTPA,F
nau.7050,OTU4,BOLD:AAB0279,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,unknown,unknown,ESCAMAQUITA,6/2/16,29,PTPA,F
nau.7050,OTU165,BOLD:AAK3271,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,Odontobracon,unknown,ESCAMAQUITA,6/2/16,29,PTPA,F
nau.7050,OTU153,BOLD:ACO9676,Animalia,Arthropoda,Insecta,Blattodea,unknown,unknown,unknown,ESCAMAQUITA,6/2/16,29,PTPA,F
nau.7050,OTU85,BOLD:ADB6464,Animalia,Arthropoda,Insecta,Diptera,unknown,unknown,unknown,ESCAMAQUITA,6/2/16,29,PTPA,F
nau.7052,OTU118,BOLD:AAA0953,Animalia,Arthropoda,Insecta,Lepidoptera,Coleophoridae,unknown,unknown,ESCAMAQUITA,6/2/16,31,RHBI,F
nau.7052,OTU200,BOLD:AAA1036,Animalia,Arthropoda,Insecta,Lepidoptera,Blastobasidae,unknown,unknown,ESCAMAQUITA,6/2/16,31,RHBI,F
nau.7052,OTU50,BOLD:AAA3461,Animalia,Arthropoda,Insecta,Lepidoptera,Cosmopterigidae,unknown,unknown,ESCAMAQUITA,6/2/16,31,RHBI,F
nau.7052,OTU41,BOLD:AAH4593,Animalia,Arthropoda,Insecta,Lepidoptera,unknown,unknown,unknown,ESCAMAQUITA,6/2/16,31,RHBI,F
nau.7052,OTU180,BOLD:AAJ1744,Animalia,Arthropoda,Insecta,Lepidoptera,unknown,unknown,unknown,ESCAMAQUITA,6/2/16,31,RHBI,F
nau.7052,OTU364,BOLD:AAY9256,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Aristotelia,unknown,ESCAMAQUITA,6/2/16,31,RHBI,F
nau.7052,OTU275,BOLD:ABY2232,Animalia,Arthropoda,Insecta,Coleoptera,unknown,unknown,unknown,ESCAMAQUITA,6/2/16,31,RHBI,F
nau.7052,OTU208,BOLD:ACG0465,Animalia,Arthropoda,Insecta,Coleoptera,unknown,unknown,unknown,ESCAMAQUITA,6/2/16,31,RHBI,F
nau.7052,OTU161,BOLD:ACG4524,Animalia,Arthropoda,Insecta,Coleoptera,unknown,unknown,unknown,ESCAMAQUITA,6/2/16,31,RHBI,F
nau.7052,OTU51,BOLD:ACJ4530,Animalia,Arthropoda,Insecta,Coleoptera,unknown,unknown,unknown,ESCAMAQUITA,6/2/16,31,RHBI,F
nau.7053,OTU13,BOLD:AAA0716,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Metaponpneumata,Metaponpneumata rogenhoferi,ESCAMAQUITA,6/2/16,32,PTGY,F
nau.7053,OTU22,BOLD:AAA0866,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Macaria,unknown,ESCAMAQUITA,6/2/16,32,PTGY,F
nau.7053,OTU6,BOLD:AAA3313,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Coenipeta,Coenipeta bibitrix,ESCAMAQUITA,6/2/16,32,PTGY,F
nau.7053,OTU59,BOLD:AAA4172,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Eulepidotis,Eulepidotis juncida,ESCAMAQUITA,6/2/16,32,PTGY,F
nau.7053,OTU96,BOLD:AAA4337,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Magusa,Magusa divaricata,ESCAMAQUITA,6/2/16,32,PTGY,F
nau.7053,OTU3,BOLD:AAA4727,Animalia,Arthropoda,Insecta,Lepidoptera,Euteliidae,Eutelia,Eutelia furcata,ESCAMAQUITA,6/2/16,32,PTGY,F
nau.7053,OTU106,BOLD:AAA5135,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Eulepidotis,Eulepidotis rectimargo,ESCAMAQUITA,6/2/16,32,PTGY,F
nau.7053,OTU52,BOLD:AAA6304,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Azeta,Azeta ceramina,ESCAMAQUITA,6/2/16,32,PTGY,F
nau.7053,OTU82,BOLD:AAA7586,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Hypsoropha,Hypsoropha adeona,ESCAMAQUITA,6/2/16,32,PTGY,F
nau.7053,OTU60,BOLD:AAB4195,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Catabenoides,Catabenoides terminellus,ESCAMAQUITA,6/2/16,32,PTGY,F
nau.7053,OTU40,BOLD:AAC1306,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Toxonprucha,Toxonprucha scitior,ESCAMAQUITA,6/2/16,32,PTGY,F
nau.7053,OTU203,BOLD:AAD0740,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Spodoptera,Spodoptera albula,ESCAMAQUITA,6/2/16,32,PTGY,F
nau.7053,OTU58,BOLD:AAF7338,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Pilocrocis,Pilocrocis calamistis,ESCAMAQUITA,6/2/16,32,PTGY,F
nau.7054,OTU62,BOLD:AAA1494,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Macaria,Macaria nundinata,ESCAMAQUITA,6/2/16,34,PTPA,M
nau.7054,OTU6,BOLD:AAA3313,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Coenipeta,Coenipeta bibitrix,ESCAMAQUITA,6/2/16,34,PTPA,M
nau.7054,OTU3,BOLD:AAA4727,Animalia,Arthropoda,Insecta,Lepidoptera,Euteliidae,Eutelia,Eutelia furcata,ESCAMAQUITA,6/2/16,34,PTPA,M
nau.7054,OTU4,BOLD:AAB0279,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,unknown,unknown,ESCAMAQUITA,6/2/16,34,PTPA,M
nau.7054,OTU27,BOLD:AAB1169,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Eumorpha,Eumorpha vitis,ESCAMAQUITA,6/2/16,34,PTPA,M
nau.7054,OTU61,BOLD:AAB6761,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Tarache,Tarache tetragona,ESCAMAQUITA,6/2/16,34,PTPA,M
nau.7054,OTU149,BOLD:ACE8070,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Perigonia,Perigonia ilus,ESCAMAQUITA,6/2/16,34,PTPA,M
nau.7055,OTU6,BOLD:AAA3313,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Coenipeta,Coenipeta bibitrix,ESCAMAQUITA,6/2/16,35,PTPA,M
nau.7055,OTU3,BOLD:AAA4727,Animalia,Arthropoda,Insecta,Lepidoptera,Euteliidae,Eutelia,Eutelia furcata,ESCAMAQUITA,6/2/16,35,PTPA,M
nau.7055,OTU44,BOLD:AAA8220,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Obrima,Obrima pyraloides,ESCAMAQUITA,6/2/16,35,PTPA,M
nau.7055,OTU21,BOLD:AAB0282,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,unknown,unknown,ESCAMAQUITA,6/2/16,35,PTPA,M
nau.7055,OTU18,BOLD:AAB8726,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Melipotis,unknown,ESCAMAQUITA,6/2/16,35,PTPA,M
nau.7055,OTU95,BOLD:AAE2024,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,Stenoma,unknown,ESCAMAQUITA,6/2/16,35,PTPA,M
nau.7055,OTU33,BOLD:AAY5064,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,unknown,unknown,ESCAMAQUITA,6/2/16,35,PTPA,M
nau.7055,OTU528,BOLD:ACY4794,Animalia,Arthropoda,Insecta,Lepidoptera,unknown,unknown,unknown,ESCAMAQUITA,6/2/16,35,PTPA,M
nau.7056,OTU17,BOLD:AAA0932,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Bleptina,unknown,ESCAMAQUITA,6/2/16,39,STPA,F
nau.7056,OTU3,BOLD:AAA4727,Animalia,Arthropoda,Insecta,Lepidoptera,Euteliidae,Eutelia,Eutelia furcata,ESCAMAQUITA,6/2/16,39,STPA,F
nau.7056,OTU4,BOLD:AAB0279,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,unknown,unknown,ESCAMAQUITA,6/2/16,39,STPA,F
nau.7059,OTU3,BOLD:AAA4727,Animalia,Arthropoda,Insecta,Lepidoptera,Euteliidae,Eutelia,Eutelia furcata,FINCA_GUADELUPE,6/4/16,42,STPA,F
nau.7059,OTU408,BOLD:AAO8154,Animalia,Arthropoda,Insecta,Hemiptera,unknown,unknown,unknown,FINCA_GUADELUPE,6/4/16,42,STPA,F
nau.7073,OTU11,BOLD:ACB0302,Animalia,Arthropoda,Insecta,Hymenoptera,unknown,unknown,unknown,FINCA_GUADELUPE,6/4/15,57-A,PHST,F
nau.7074,OTU11,BOLD:ACB0302,Animalia,Arthropoda,Insecta,Hymenoptera,unknown,unknown,unknown,FINCA_GUADELUPE,6/4/15,57-B,PHST,F
nau.7075,OTU11,BOLD:ACB0302,Animalia,Arthropoda,Insecta,Hymenoptera,unknown,unknown,unknown,FINCA_GUADELUPE,6/4/15,57-C,PHST,F
nau.7120,OTU17,BOLD:AAA0932,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Bleptina,unknown,NICARAGUA,5/20/15,135,PHDI,noRecord
nau.7120,OTU6,BOLD:AAA3313,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Coenipeta,Coenipeta bibitrix,NICARAGUA,5/20/15,135,PHDI,noRecord
nau.7120,OTU194,BOLD:AAI1345,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Dicranomyia,Dicranomyia (Idiopyga) halterella,NICARAGUA,5/20/15,135,PHDI,noRecord
nau.7120,OTU70,BOLD:AAY4866,Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,unknown,unknown,NICARAGUA,5/20/15,135,PHDI,noRecord
nau.7120,OTU90,BOLD:ABA3539,Animalia,Arthropoda,Insecta,Coleoptera,unknown,unknown,unknown,NICARAGUA,5/20/15,135,PHDI,noRecord
nau.7120,OTU292,BOLD:ABX9062,Animalia,Arthropoda,Insecta,Coleoptera,unknown,unknown,unknown,NICARAGUA,5/20/15,135,PHDI,noRecord
nau.7121,OTU6,BOLD:AAA3313,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Coenipeta,Coenipeta bibitrix,NICARAGUA,5/20/15,148,EPFUR,noRecord
nau.7121,OTU18,BOLD:AAB8726,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Melipotis,unknown,NICARAGUA,5/20/15,148,EPFUR,noRecord
nau.7121,OTU210,BOLD:AAH5091,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Aristotelia,unknown,NICARAGUA,5/20/15,148,EPFUR,noRecord
nau.7121,OTU70,BOLD:AAY4866,Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,unknown,unknown,NICARAGUA,5/20/15,148,EPFUR,noRecord
nau.7121,OTU90,BOLD:ABA3539,Animalia,Arthropoda,Insecta,Coleoptera,unknown,unknown,unknown,NICARAGUA,5/20/15,148,EPFUR,noRecord
nau.7121,OTU357,BOLD:ABX7969,Animalia,Arthropoda,Insecta,Coleoptera,unknown,unknown,unknown,NICARAGUA,5/20/15,148,EPFUR,noRecord
nau.7121,OTU292,BOLD:ABX9062,Animalia,Arthropoda,Insecta,Coleoptera,unknown,unknown,unknown,NICARAGUA,5/20/15,148,EPFUR,noRecord
nau.7121,OTU291,BOLD:ABY3639,Animalia,Arthropoda,Insecta,Lepidoptera,unknown,unknown,unknown,NICARAGUA,5/20/15,148,EPFUR,noRecord
nau.7121,OTU190,BOLD:ACA2544,Animalia,Arthropoda,Insecta,Coleoptera,unknown,unknown,unknown,NICARAGUA,5/20/15,148,EPFUR,noRecord
nau.7121,OTU23,BOLD:ACJ2489,Animalia,Arthropoda,Insecta,Coleoptera,unknown,unknown,unknown,NICARAGUA,5/20/15,148,EPFUR,noRecord
nau.7121,OTU105,BOLD:ACR5974,Animalia,Arthropoda,Insecta,Coleoptera,unknown,unknown,unknown,NICARAGUA,5/20/15,148,EPFUR,noRecord
nau.7121,OTU115,BOLD:ACR6126,Animalia,Arthropoda,Insecta,Coleoptera,unknown,unknown,unknown,NICARAGUA,5/20/15,148,EPFUR,noRecord
nau.7121,OTU231,BOLD:ACR7012,Animalia,Arthropoda,Insecta,Hemiptera,unknown,unknown,unknown,NICARAGUA,5/20/15,148,EPFUR,noRecord
nau.7122,OTU6,BOLD:AAA3313,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Coenipeta,Coenipeta bibitrix,NICARAGUA,5/20/15,155,EPFUR,noRecord
nau.7122,OTU164,BOLD:AAH0552,Animalia,Arthropoda,Insecta,Lepidoptera,Blastobasidae,unknown,unknown,NICARAGUA,5/20/15,155,EPFUR,noRecord
nau.7122,OTU199,BOLD:ABA3523,Animalia,Arthropoda,Insecta,Coleoptera,unknown,unknown,unknown,NICARAGUA,5/20/15,155,EPFUR,noRecord
nau.7122,OTU90,BOLD:ABA3539,Animalia,Arthropoda,Insecta,Coleoptera,unknown,unknown,unknown,NICARAGUA,5/20/15,155,EPFUR,noRecord
nau.7122,OTU54,BOLD:ACA0434,Animalia,Arthropoda,Insecta,Hemiptera,unknown,unknown,unknown,NICARAGUA,5/20/15,155,EPFUR,noRecord
nau.7122,OTU92,BOLD:ACA2803,Animalia,Arthropoda,Insecta,Coleoptera,unknown,unknown,unknown,NICARAGUA,5/20/15,155,EPFUR,noRecord
nau.7122,OTU112,BOLD:ACF6261,Animalia,Arthropoda,Insecta,Blattodea,unknown,unknown,unknown,NICARAGUA,5/20/15,155,EPFUR,noRecord
nau.7122,OTU115,BOLD:ACR6126,Animalia,Arthropoda,Insecta,Coleoptera,unknown,unknown,unknown,NICARAGUA,5/20/15,155,EPFUR,noRecord
nau.7124,OTU47,BOLD:AAA0988,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,unknown,unknown,NICARAGUA,5/31/15,60,EPBR?,F
nau.7124,OTU200,BOLD:AAA1036,Animalia,Arthropoda,Insecta,Lepidoptera,Blastobasidae,unknown,unknown,NICARAGUA,5/31/15,60,EPBR?,F
nau.7124,OTU501,BOLD:AAA3993,Animalia,Arthropoda,Insecta,Lepidoptera,Coleophoridae,Coleophora,Coleophora duplicis group,NICARAGUA,5/31/15,60,EPBR?,F
nau.7124,OTU20,BOLD:AAA4646,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Microthyris,Microthyris prolongalis,NICARAGUA,5/31/15,60,EPBR?,F
nau.7124,OTU18,BOLD:AAB8726,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Melipotis,unknown,NICARAGUA,5/31/15,60,EPBR?,F
nau.7124,OTU164,BOLD:AAH0552,Animalia,Arthropoda,Insecta,Lepidoptera,Blastobasidae,unknown,unknown,NICARAGUA,5/31/15,60,EPBR?,F
nau.7124,OTU513,BOLD:AAN5879,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,unknown,unknown,NICARAGUA,5/31/15,60,EPBR?,F
nau.7124,OTU368,BOLD:AAN5882,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Erioptera,Erioptera caliptera,NICARAGUA,5/31/15,60,EPBR?,F
nau.7124,OTU688,BOLD:AAQ2471,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Selenophorus,Selenophorus famulus,NICARAGUA,5/31/15,60,EPBR?,F
nau.7124,OTU512,BOLD:AAU6544,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Ormosia,Ormosia affinis,NICARAGUA,5/31/15,60,EPBR?,F
nau.7124,OTU86,BOLD:ABW8341,Animalia,Arthropoda,Insecta,Lepidoptera,unknown,unknown,unknown,NICARAGUA,5/31/15,60,EPBR?,F
nau.7124,OTU454,BOLD:ACA9904,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Cheilotrichia,Cheilotrichia stigmatica,NICARAGUA,5/31/15,60,EPBR?,F
nau.7124,OTU230,BOLD:ACG3703,Animalia,Arthropoda,Insecta,Diptera,unknown,unknown,unknown,NICARAGUA,5/31/15,60,EPBR?,F
nau.7124,OTU77,BOLD:ACL5711,Animalia,Arthropoda,Insecta,Blattodea,unknown,unknown,unknown,NICARAGUA,5/31/15,60,EPBR?,F
nau.7124,OTU49,BOLD:ACO4682,Animalia,Arthropoda,Insecta,Lepidoptera,unknown,unknown,unknown,NICARAGUA,5/31/15,60,EPBR?,F
nau.7124,OTU115,BOLD:ACR6126,Animalia,Arthropoda,Insecta,Coleoptera,unknown,unknown,unknown,NICARAGUA,5/31/15,60,EPBR?,F
nau.7124,OTU231,BOLD:ACR7012,Animalia,Arthropoda,Insecta,Hemiptera,unknown,unknown,unknown,NICARAGUA,5/31/15,60,EPBR?,F
nau.7125,OTU175,BOLD:AAA3286,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Gonodonta,Gonodonta pyrgo,NICARAGUA,5/31/15,57,EUGL,F
nau.7125,OTU20,BOLD:AAA4646,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Microthyris,Microthyris prolongalis,NICARAGUA,5/31/15,57,EUGL,F
nau.7125,OTU253,BOLD:AAA8912,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Anomis,Anomis cataggelus,NICARAGUA,5/31/15,57,EUGL,F
nau.7125,OTU18,BOLD:AAB8726,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Melipotis,unknown,NICARAGUA,5/31/15,57,EUGL,F
nau.7125,OTU101_suspect_mock_chimera,BOLD:ABY4201,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Lesmone,unknown,NICARAGUA,5/31/15,57,EUGL,F
nau.7129,OTU47,BOLD:AAA0988,Animalia,Arthropoda,Insecta,Lepidoptera,Depressariidae,unknown,unknown,NICARAGUA,5/31/15,40,RHDU,F
nau.7129,OTU242,BOLD:AAA1041,Animalia,Arthropoda,Insecta,Lepidoptera,Blastobasidae,unknown,unknown,NICARAGUA,5/31/15,40,RHDU,F
nau.7129,OTU249,BOLD:AAA6020,Animalia,Arthropoda,Insecta,Diptera,Muscidae,Musca,Musca domestica,NICARAGUA,5/31/15,40,RHDU,F
nau.7129,OTU188,BOLD:AAH5247,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Acrolophus,unknown,NICARAGUA,5/31/15,40,RHDU,F
nau.7129,OTU86,BOLD:ABW8341,Animalia,Arthropoda,Insecta,Lepidoptera,unknown,unknown,unknown,NICARAGUA,5/31/15,40,RHDU,F
nau.7129,OTU101_suspect_mock_chimera,BOLD:ABY4201,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Lesmone,unknown,NICARAGUA,5/31/15,40,RHDU,F
nau.7129,OTU97,BOLD:ACJ2690,Animalia,Arthropoda,Insecta,Coleoptera,unknown,unknown,unknown,NICARAGUA,5/31/15,40,RHDU,F
nau.7129,OTU49,BOLD:ACO4682,Animalia,Arthropoda,Insecta,Lepidoptera,unknown,unknown,unknown,NICARAGUA,5/31/15,40,RHDU,F
nau.7130,OTU10,BOLD:ACG7223,Animalia,Arthropoda,Insecta,Hemiptera,unknown,unknown,unknown,NICARAGUA,5/31/15,38,MOPR,F
nau.7133,OTU10,BOLD:ACG7223,Animalia,Arthropoda,Insecta,Hemiptera,unknown,unknown,unknown,NICARAGUA,5/31/15,29,MOMO,F
nau.7134,OTU65,BOLD:AAM6232,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Coelotanypus,unknown,NICARAGUA,5/31/15,27,MOPR,F
nau.7134,OTU10,BOLD:ACG7223,Animalia,Arthropoda,Insecta,Hemiptera,unknown,unknown,unknown,NICARAGUA,5/31/15,27,MOPR,F
nau.7135,OTU252,BOLD:AAA0687,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Bleptina,unknown,NICARAGUA,5/31/15,25,LAEG,F
nau.7135,OTU17,BOLD:AAA0932,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Bleptina,unknown,NICARAGUA,5/31/15,25,LAEG,F
nau.7135,OTU16,BOLD:AAA0986,Animalia,Arthropoda,Insecta,Lepidoptera,Blastobasidae,unknown,unknown,NICARAGUA,5/31/15,25,LAEG,F
nau.7135,OTU6,BOLD:AAA3313,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Coenipeta,Coenipeta bibitrix,NICARAGUA,5/31/15,25,LAEG,F
nau.7135,OTU226,BOLD:AAA4745,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Elaphria,Elaphria trolia,NICARAGUA,5/31/15,25,LAEG,F
nau.7135,OTU198,BOLD:AAA6882,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Elaphria,unknown,NICARAGUA,5/31/15,25,LAEG,F
nau.7135,OTU135,BOLD:ACS3139,Animalia,Arthropoda,Insecta,Hemiptera,unknown,unknown,unknown,NICARAGUA,5/31/15,25,LAEG,F
nau.7136,OTU10,BOLD:ACG7223,Animalia,Arthropoda,Insecta,Hemiptera,unknown,unknown,unknown,NICARAGUA,5/31/15,23,MOPR,F
nau.7137,OTU29,BOLD:AAE7337,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Calosoma,Calosoma eremicola,NICARAGUA,5/31/15,21,EUUN,F
nau.7137,OTU54,BOLD:ACA0434,Animalia,Arthropoda,Insecta,Hemiptera,unknown,unknown,unknown,NICARAGUA,5/31/15,21,EUUN,F
